state	posterior	prior	likelihood	skygrid
1000000	-48430.845	-826.697	-47604.148	-820.168
2000000	-48509.130	-913.932	-47595.199	-907.135
3000000	-48466.542	-821.468	-47645.074	-817.644
4000000	-48435.934	-794.556	-47641.379	-787.942
5000000	-48508.484	-855.762	-47652.722	-848.490
6000000	-48581.338	-928.109	-47653.229	-922.146
7000000	-48595.941	-922.620	-47673.321	-916.699
8000000	-48504.586	-857.244	-47647.343	-853.029
9000000	-48465.349	-848.264	-47617.085	-842.473
10000000	-48465.754	-893.847	-47571.907	-888.320
11000000	-48648.514	-1089.707	-47558.807	-1083.000
12000000	-48697.561	-1097.596	-47599.965	-1091.323
13000000	-48801.957	-1189.321	-47612.635	-1182.144
14000000	-48644.477	-1040.354	-47604.123	-1034.792
15000000	-48521.542	-919.361	-47602.181	-914.810
16000000	-48360.443	-779.986	-47580.457	-775.374
17000000	-48274.132	-697.222	-47576.911	-693.206
18000000	-48520.509	-922.282	-47598.226	-916.759
19000000	-48514.702	-904.943	-47609.759	-898.946
20000000	-48499.663	-880.371	-47619.292	-873.444
21000000	-48692.514	-1080.352	-47612.162	-1074.330
22000000	-48645.203	-1065.615	-47579.588	-1061.278
23000000	-48506.119	-907.398	-47598.721	-900.392
24000000	-48642.927	-1036.332	-47606.594	-1029.237
25000000	-48391.024	-797.787	-47593.238	-791.251
26000000	-48527.816	-934.305	-47593.511	-928.645
27000000	-48563.761	-942.232	-47621.528	-936.206
28000000	-48477.153	-874.829	-47602.323	-869.713
29000000	-48677.861	-1044.842	-47633.019	-1038.218
30000000	-48713.890	-1112.272	-47601.618	-1106.163
31000000	-48546.001	-984.943	-47561.058	-979.840
32000000	-48417.424	-833.141	-47584.283	-826.461
33000000	-48373.393	-796.859	-47576.535	-789.777
34000000	-48453.604	-858.606	-47594.998	-853.052
35000000	-48513.622	-908.312	-47605.310	-902.573
36000000	-48530.078	-891.814	-47638.263	-886.414
37000000	-48532.962	-966.569	-47566.393	-959.923
38000000	-48442.605	-834.110	-47608.495	-828.108
39000000	-48496.369	-875.700	-47620.670	-869.161
40000000	-48629.791	-1032.070	-47597.721	-1025.404
41000000	-48600.644	-1023.124	-47577.520	-1017.099
42000000	-48516.815	-914.696	-47602.120	-908.447
43000000	-48613.479	-1025.243	-47588.236	-1019.337
44000000	-48518.047	-903.383	-47614.665	-897.397
45000000	-48530.556	-924.524	-47606.032	-919.145
46000000	-48418.137	-849.439	-47568.698	-844.931
47000000	-48604.649	-1006.523	-47598.125	-999.955
48000000	-48448.782	-847.012	-47601.770	-841.912
49000000	-48619.474	-1007.121	-47612.354	-1000.533
50000000	-48411.690	-802.330	-47609.360	-797.066
51000000	-48482.515	-891.175	-47591.340	-883.452
52000000	-48668.351	-1078.404	-47589.947	-1072.593
53000000	-48519.381	-922.871	-47596.510	-916.211
54000000	-48587.829	-994.693	-47593.137	-990.660
55000000	-48608.581	-969.439	-47639.143	-963.917
56000000	-48501.186	-892.137	-47609.049	-886.421
57000000	-48519.414	-886.029	-47633.385	-880.688
58000000	-48570.871	-981.479	-47589.392	-975.649
59000000	-48554.846	-937.011	-47617.835	-931.401
60000000	-48610.968	-993.398	-47617.569	-988.896
61000000	-48523.534	-912.701	-47610.833	-907.460
62000000	-48559.087	-961.656	-47597.432	-956.286
63000000	-48555.931	-917.869	-47638.061	-912.607
64000000	-48518.355	-929.158	-47589.197	-923.027
65000000	-48510.737	-895.243	-47615.494	-888.454
66000000	-48534.883	-934.343	-47600.540	-926.956
67000000	-48559.318	-946.288	-47613.030	-939.740
68000000	-48589.068	-1013.793	-47575.275	-1007.703
69000000	-48572.537	-960.806	-47611.731	-955.734
70000000	-48757.130	-1112.956	-47644.174	-1106.606
71000000	-48621.553	-1018.251	-47603.302	-1013.967
72000000	-48447.133	-841.778	-47605.356	-835.074
73000000	-48415.184	-809.205	-47605.978	-803.999
74000000	-48355.499	-761.270	-47594.230	-756.574
75000000	-48525.442	-926.711	-47598.731	-920.524
76000000	-48454.595	-829.949	-47624.646	-823.846
77000000	-48434.474	-793.405	-47641.069	-788.867
78000000	-48591.598	-980.925	-47610.673	-974.982
79000000	-48557.703	-931.699	-47626.004	-927.781
80000000	-48543.109	-917.402	-47625.706	-912.455
81000000	-48806.666	-1195.565	-47611.101	-1188.733
82000000	-48552.906	-944.632	-47608.274	-938.318
83000000	-48381.153	-774.540	-47606.613	-768.754
84000000	-48613.419	-1004.863	-47608.556	-998.397
85000000	-48622.382	-1029.752	-47592.631	-1023.243
86000000	-48382.778	-802.101	-47580.677	-795.015
87000000	-48377.963	-781.382	-47596.581	-776.262
88000000	-48591.602	-986.843	-47604.759	-980.869
89000000	-48535.861	-903.271	-47632.590	-897.036
90000000	-48586.047	-994.282	-47591.764	-989.068
91000000	-48513.803	-910.734	-47603.069	-903.815
92000000	-48677.743	-1064.301	-47613.442	-1057.881
93000000	-48522.104	-933.130	-47588.974	-927.322
94000000	-48553.417	-958.702	-47594.715	-952.919
95000000	-48530.030	-913.145	-47616.885	-906.604
96000000	-48388.966	-750.958	-47638.009	-744.720
97000000	-48325.422	-710.716	-47614.706	-703.953
98000000	-48427.985	-819.314	-47608.671	-814.139
99000000	-48668.401	-1044.502	-47623.898	-1039.958
100000000	-48663.099	-1036.739	-47626.359	-1031.345
101000000	-48652.461	-1026.141	-47626.321	-1019.657
102000000	-48438.141	-835.080	-47603.062	-829.705
103000000	-48539.729	-948.456	-47591.273	-942.267
104000000	-48568.685	-957.999	-47610.686	-951.196
105000000	-48671.669	-1043.855	-47627.814	-1038.291
106000000	-48511.550	-927.066	-47584.484	-921.622
107000000	-48622.927	-1001.387	-47621.540	-995.823
108000000	-48685.218	-1062.747	-47622.471	-1055.950
109000000	-48702.499	-1089.231	-47613.269	-1083.127
110000000	-48795.748	-1182.489	-47613.259	-1177.080
111000000	-48676.482	-1039.001	-47637.481	-1032.638
112000000	-48631.578	-1041.332	-47590.246	-1036.030
113000000	-48637.192	-1019.548	-47617.644	-1013.549
114000000	-48606.857	-989.811	-47617.046	-984.307
115000000	-48555.573	-941.708	-47613.865	-935.029
116000000	-48582.119	-967.608	-47614.511	-961.323
117000000	-48589.195	-990.012	-47599.183	-982.324
118000000	-48522.223	-913.094	-47609.130	-907.423
119000000	-48496.937	-894.034	-47602.902	-888.868
120000000	-48431.117	-828.055	-47603.062	-822.239
121000000	-48437.047	-856.922	-47580.125	-852.099
122000000	-48476.592	-868.252	-47608.339	-861.555
123000000	-48494.531	-865.841	-47628.689	-859.859
124000000	-48540.725	-932.076	-47608.649	-928.381
125000000	-48670.502	-1058.908	-47611.595	-1052.432
126000000	-48662.800	-1070.503	-47592.297	-1064.626
127000000	-48615.826	-1003.576	-47612.250	-996.304
128000000	-48518.612	-911.462	-47607.150	-904.286
129000000	-48576.466	-970.277	-47606.189	-964.853
130000000	-48746.342	-1129.680	-47616.662	-1124.597
131000000	-48746.049	-1133.287	-47612.762	-1127.087
132000000	-48741.098	-1139.680	-47601.418	-1133.946
133000000	-48783.562	-1200.325	-47583.237	-1194.999
134000000	-48540.708	-931.618	-47609.090	-926.626
135000000	-48745.133	-1145.181	-47599.952	-1139.090
136000000	-48722.738	-1116.968	-47605.770	-1112.374
137000000	-48563.113	-954.091	-47609.022	-948.654
138000000	-48579.714	-979.985	-47599.730	-973.277
139000000	-48577.332	-962.406	-47614.926	-957.352
140000000	-48479.314	-869.189	-47610.125	-862.279
141000000	-48425.943	-841.252	-47584.692	-835.533
142000000	-48552.817	-959.745	-47593.072	-953.587
