state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20
1000000	-0.440	0.819	1.264	1.044	-1.755	-1.552	-1.621	-2.193	-4.822	-5.170	-7.326	-7.114	-5.688	-2.516	-3.980	-4.230	-4.564	-6.269	-5.698	-5.035
2000000	-0.053	0.693	1.408	0.800	-1.454	-2.611	-2.054	-2.987	-3.350	-3.255	-3.528	-5.066	-3.711	-3.493	-4.355	-2.684	-2.538	-2.986	-2.379	0.398
3000000	-0.743	1.410	1.245	1.528	-1.401	-2.801	-1.004	-0.365	-6.614	-12.092	-15.682	-18.945	-22.369	-17.524	-18.392	-28.260	-22.492	-23.698	-21.244	-16.456
4000000	-0.334	1.030	1.458	1.106	-1.754	-2.805	-1.938	-1.494	-5.029	-5.165	-6.414	-6.485	-5.202	-6.497	-5.945	-6.632	-6.158	-5.221	-4.828	-2.760
5000000	-0.708	1.271	1.325	1.007	-1.376	-2.696	-2.066	-1.544	-2.677	-2.748	-3.324	-4.897	-5.148	-4.041	-6.212	-7.938	-6.700	-6.847	-7.046	-7.968
6000000	-0.534	1.020	1.988	1.098	-1.313	-0.196	-2.209	-3.665	-0.916	-2.891	-4.364	-2.128	-2.605	-0.634	1.890	1.468	3.262	4.138	6.637	7.288
7000000	0.277	0.757	1.468	1.171	-1.039	-3.188	-1.294	-1.415	-6.022	-4.448	-4.879	-4.160	-3.596	-3.798	-5.109	-4.881	-4.809	-8.038	-7.120	-11.549
8000000	-0.443	1.324	1.695	1.148	-1.552	-2.541	-2.104	-1.485	-6.885	-12.333	-8.754	-9.489	-9.977	-11.758	-7.631	-7.517	-6.770	1.112	-1.879	3.787
9000000	-0.120	0.980	1.384	1.063	-1.666	-2.440	-2.597	-1.670	-4.061	-3.461	-3.602	1.696	4.253	6.896	8.351	7.764	6.654	8.586	9.084	13.128
10000000	0.030	0.861	1.544	1.170	-1.187	-3.016	-1.738	-2.188	-5.125	-6.553	-4.246	-6.205	-1.455	-2.135	0.434	-0.471	3.049	6.716	7.156	8.970
11000000	0.051	1.071	1.681	1.671	-0.286	-2.255	-1.713	-1.038	-1.995	-4.823	-4.510	-4.311	-5.576	-6.226	-4.544	-2.843	-3.039	-2.648	-3.882	-4.404
12000000	0.007	1.097	1.458	2.122	-0.164	-2.158	-1.708	-2.197	-1.949	-4.265	-2.899	-4.672	-3.422	-1.319	-3.103	-3.165	-3.762	-3.260	-2.079	-3.863
13000000	-0.128	1.431	1.659	1.535	0.227	-1.861	-2.091	-2.898	-3.784	-4.975	-4.969	-5.892	-4.546	-4.097	-4.482	-4.619	-2.751	-0.845	-1.923	-2.085
14000000	0.705	1.310	1.773	1.629	-0.292	-2.898	-1.407	-0.946	-6.315	-7.122	-4.453	-2.503	-0.590	-0.922	-4.979	-6.040	-4.335	-3.554	-0.586	0.204
15000000	0.297	0.772	1.713	1.846	-1.042	-1.451	-1.455	0.629	-6.360	-3.044	0.338	-1.176	-2.436	-3.774	-0.462	0.624	-0.904	0.319	-1.573	3.921
16000000	-0.766	1.163	1.458	1.468	-1.738	-2.894	-0.702	0.468	-5.103	-7.260	-2.176	-0.118	1.540	-0.272	1.827	0.082	3.851	-1.508	-4.108	-4.475
17000000	-0.706	1.034	0.917	1.889	-1.189	-3.412	-1.101	0.048	-9.743	-11.851	-17.010	-23.763	-25.416	-30.925	-39.143	-43.310	-41.411	-40.311	-40.858	-36.987
18000000	-0.361	1.481	1.332	1.749	-0.980	-0.951	-1.919	-0.876	-8.772	-11.994	-10.751	-11.491	-11.118	-12.763	-13.113	-13.956	-13.276	-13.146	-14.363	-11.780
19000000	0.147	1.096	0.983	1.435	-1.284	-2.500	-2.283	-2.283	-3.238	-4.956	-8.009	-10.699	-10.696	-10.341	-6.926	-7.121	-9.481	-9.360	-10.546	-9.492
20000000	-0.486	1.242	0.934	1.242	-1.406	-1.680	-2.841	-2.587	-3.416	-3.321	-3.122	-2.954	-4.867	-6.721	-5.987	-4.975	-4.452	-4.597	-4.045	-3.820
21000000	1.295	0.809	1.878	1.114	-0.609	-1.134	-2.495	-3.861	-3.667	-4.577	-7.909	-7.392	-8.434	-8.713	-9.415	-8.415	-8.055	-6.175	-6.504	-6.126
22000000	0.787	0.816	1.510	1.789	-0.378	0.622	-3.503	1.322	-0.151	1.540	-2.048	-7.892	-10.136	-11.316	-10.444	-12.448	-15.845	-16.153	-18.108	-15.692
23000000	0.417	0.861	1.408	1.150	-1.311	-2.131	-3.105	-4.196	-4.739	-4.884	-6.313	-6.006	-7.651	-6.835	-5.246	-5.277	-5.337	-6.477	-6.707	-5.438
24000000	1.434	0.592	1.508	1.730	-0.275	-2.004	-2.386	-3.251	-3.520	-4.574	-5.264	-5.888	-4.740	-4.720	-3.159	-3.423	-3.295	-1.723	-1.071	-0.916
25000000	-0.550	0.819	1.151	1.070	-1.511	-1.899	-2.604	-5.115	-5.335	-3.303	-5.469	-8.242	-9.128	-9.577	-7.454	-5.249	-3.409	-2.832	-0.156	-1.823
26000000	0.407	0.922	1.197	1.818	-0.749	-2.537	-1.647	-1.987	-3.669	-6.800	-4.682	-8.425	-6.943	-7.107	-10.154	-12.475	-8.744	-10.158	-10.441	-10.594
27000000	-0.302	1.504	1.406	1.368	-1.302	-1.547	-2.627	-3.501	-5.085	-0.853	1.154	-1.127	1.897	-0.102	-1.167	-0.675	-0.088	-0.988	0.711	-0.014
28000000	0.028	1.116	1.355	1.597	-1.156	-3.743	-1.806	-3.331	-4.965	-7.187	-8.359	-7.530	-8.554	-11.837	-9.786	-9.733	-7.888	-8.303	-8.042	-9.365
29000000	0.182	0.858	1.580	1.321	-0.422	-2.184	-2.234	-0.905	-0.973	-3.217	-2.602	-2.497	-4.029	-3.006	-3.272	-3.707	-3.739	-3.415	-4.169	-4.402
30000000	0.371	1.322	1.856	1.366	-0.147	-2.562	-0.897	-0.671	-3.505	-5.443	-6.346	-6.395	-7.682	-6.382	-9.116	-11.988	-13.015	-13.184	-12.501	-11.399
31000000	-0.693	0.891	1.196	1.659	-0.577	-1.945	-1.147	-0.310	-5.287	-4.568	-4.152	-3.451	-1.483	-0.975	0.359	-1.956	0.667	0.844	-3.936	-4.131
32000000	-0.284	0.818	1.262	1.183	-1.522	-2.234	-2.074	-3.799	-3.416	-5.748	-5.679	-6.226	-5.735	-5.290	-4.957	-4.743	-4.310	-3.868	-5.725	-6.811
33000000	-0.001	0.451	1.363	1.122	-1.699	-2.510	-2.421	-2.387	-4.686	-5.431	-5.354	-6.530	-6.244	-6.214	-7.318	-7.185	-7.912	-8.703	-9.221	-7.342
34000000	-0.177	1.218	1.264	1.774	-1.316	-1.510	-1.855	-1.644	-5.781	-5.991	-9.376	-10.795	-11.380	-11.103	-9.834	-8.133	-10.257	-12.269	-14.384	-15.046
35000000	-0.508	1.102	1.461	1.750	-1.338	-2.002	-1.027	-2.390	-3.356	-5.845	-6.423	-8.293	-6.663	-2.248	0.053	-2.393	0.021	0.502	2.281	1.695
36000000	-0.505	0.976	1.248	1.423	-0.888	-2.881	-2.689	2.053	0.898	-2.073	-5.846	-6.940	-9.617	-12.421	-14.260	-15.453	-15.042	-16.533	-18.980	-15.115
37000000	0.510	1.178	1.110	1.657	-1.012	-2.808	-1.773	-1.144	-2.818	-3.976	-3.105	-0.966	-0.423	-0.326	0.015	-1.020	-1.390	-1.304	-0.974	-1.887
38000000	-0.247	0.505	1.314	0.810	-1.803	0.117	-2.783	-1.287	-3.449	-6.358	-8.270	-11.252	-12.786	-12.128	-16.390	-16.640	-18.190	-16.617	-18.143	-18.051
39000000	1.364	0.547	1.643	1.166	-1.322	-2.525	-2.377	-2.416	-4.675	-4.285	-5.489	-7.429	-7.076	-6.968	-10.725	-13.539	-15.464	-13.194	-11.974	-11.073
40000000	0.213	0.824	1.604	1.726	-0.797	-0.881	-2.056	-1.902	-2.619	-3.366	-3.384	-2.700	-3.870	-5.805	-5.841	-5.979	-5.058	-4.876	-6.758	-7.837
41000000	-0.141	1.093	1.533	1.638	-0.797	-1.398	-3.101	-2.182	-1.567	-1.871	-0.034	-0.445	-3.892	-2.638	-4.480	-4.865	-5.788	-8.264	-6.969	-10.372
42000000	-0.356	0.544	1.422	1.061	-0.900	-2.268	-1.753	-3.798	-2.768	-3.871	-4.547	-3.909	-2.117	-0.730	-2.722	-5.043	-7.861	-9.069	-8.193	-7.976
43000000	0.056	0.980	1.829	1.569	-0.769	-2.057	-0.861	-1.866	-4.773	-8.587	-7.181	-11.144	-11.894	-11.035	-10.508	-10.123	-10.730	-6.844	-6.182	-6.225
44000000	-0.047	0.902	1.532	1.767	-1.096	-2.850	-1.327	-1.668	-4.976	-5.147	-4.495	-6.825	-6.853	-7.555	-6.489	-5.697	-3.190	-2.322	0.043	4.129
45000000	-0.193	0.982	1.380	1.531	-1.018	-2.306	-2.081	-0.950	-5.400	-5.758	-8.026	-8.222	-7.653	-10.174	-7.762	-6.671	-3.939	-6.841	-6.669	-4.862
46000000	-0.007	0.418	1.601	1.158	-1.066	-3.188	0.844	-0.365	-5.989	-2.185	-11.598	-12.943	-14.282	-11.747	-9.752	-12.319	-16.502	-16.799	-15.857	-13.759
47000000	0.002	0.945	1.642	1.184	-0.968	-2.033	-1.418	-2.269	-5.152	-3.428	-0.502	-1.187	-0.839	-0.804	0.183	-0.216	0.270	1.392	3.631	5.273
48000000	-0.240	1.238	1.272	1.489	-1.730	-2.202	-1.143	-1.119	-5.337	-7.264	-8.176	-9.309	-11.087	-5.621	-6.963	-6.907	-1.066	-5.255	-8.539	-8.258
49000000	0.378	1.076	1.211	1.396	-0.524	-2.731	-1.869	-1.446	-2.716	-2.652	-3.413	-3.230	-4.773	-4.998	-6.002	-5.736	-5.891	-5.362	-4.611	-5.463
50000000	0.975	0.559	1.285	0.957	-1.649	-2.619	-2.404	0.332	-5.264	-1.477	-5.767	-8.460	-13.422	-14.038	-16.756	-18.955	-16.856	-13.342	-17.871	-16.696
51000000	0.173	0.857	1.218	1.079	-1.420	-2.339	-2.396	-0.981	-2.588	-3.452	-3.250	-2.845	-2.171	-3.303	-2.469	-2.755	-3.038	-4.185	-3.238	-3.183
52000000	-0.259	0.815	1.521	1.132	-0.411	-1.790	-1.983	-2.025	-0.858	-5.351	-4.126	-3.542	-3.056	-6.366	-6.472	-6.095	-6.484	-6.317	-7.244	-7.104
53000000	0.013	0.871	1.259	1.542	-1.015	-2.608	-1.180	-2.712	-2.918	-3.730	-2.476	-2.226	-1.401	-2.419	-2.967	-1.455	-2.975	-2.779	-3.566	-5.213
54000000	-0.470	1.360	1.940	1.918	-0.976	0.054	-1.725	-1.018	-7.045	-7.316	-3.322	-0.914	-2.832	3.946	1.807	-0.021	-0.104	3.368	6.890	13.232
55000000	0.228	0.945	1.149	1.499	-0.996	-1.282	-2.726	-3.191	-3.884	-4.046	-0.108	3.126	0.392	1.659	-1.163	0.010	-1.300	-0.725	-1.060	0.180
56000000	0.390	1.023	1.776	1.678	-1.292	-2.945	-0.137	-1.807	-4.336	-7.896	-9.599	-7.163	-6.312	-7.771	-11.577	-15.191	-17.413	-16.129	-13.742	-12.449
57000000	-0.157	0.532	1.750	1.869	-0.814	-2.377	-0.554	-1.796	-7.637	-5.165	-5.361	-3.515	-5.043	0.171	-3.664	-8.457	-10.164	-5.034	-4.425	-3.828
58000000	-0.049	0.676	1.605	1.070	-0.985	-2.407	-0.323	-1.151	-1.927	-6.314	-6.164	-6.560	-7.479	-9.159	-11.338	-14.255	-16.332	-17.375	-17.044	-16.287
59000000	-0.030	1.102	1.480	1.000	-1.284	-0.077	-2.607	-1.353	-5.324	-0.681	-0.143	-1.299	-4.863	-3.565	-2.929	-2.951	-4.811	-6.120	-5.327	-3.473
60000000	0.223	0.645	1.709	1.425	-0.534	-3.167	-1.354	-2.002	-5.701	-8.257	-6.055	-3.805	-7.596	-5.525	-4.608	-7.452	-7.397	-6.297	-8.020	-12.407
61000000	-0.085	1.059	1.556	1.657	-1.152	-2.745	-2.160	0.285	-3.447	-7.447	-3.046	-6.682	-10.162	-12.581	-17.172	-21.178	-19.815	-17.790	-17.938	-14.933
62000000	-0.349	0.929	1.682	1.279	-0.690	-3.161	-0.030	-1.354	-5.672	-6.925	-11.401	-10.135	-6.854	-8.843	-8.995	-6.562	-5.968	-4.023	-5.059	-5.844
63000000	0.475	0.536	1.728	1.200	-1.062	-2.460	-0.719	-1.075	-5.399	-0.239	2.725	2.759	3.720	1.217	-0.369	-1.723	-2.018	-3.871	-2.507	-2.613
64000000	-0.528	0.616	1.873	1.057	-1.331	-1.903	-2.519	-1.971	0.235	-2.059	-5.344	-10.068	-6.325	-8.463	-8.019	-6.598	-8.047	-10.843	-9.922	-9.579
65000000	0.038	0.697	1.210	1.434	-1.149	-1.706	-2.704	-1.271	-2.350	-4.567	-4.010	-3.478	-2.192	-2.004	-1.463	-1.653	-0.560	-0.237	-1.279	-1.941
66000000	0.646	0.902	1.451	1.787	-1.076	-2.357	-2.788	-3.408	-3.603	-4.123	-4.105	-4.152	-3.875	-3.510	-2.601	-1.642	-2.184	-2.392	-1.441	-1.366
67000000	-0.159	1.176	1.562	0.752	-1.142	-2.124	-1.818	-0.793	-2.037	-5.050	-7.611	-8.388	-9.741	-11.546	-10.668	-12.849	-12.916	-15.655	-15.423	-15.010
68000000	0.264	0.835	1.565	1.423	-0.641	-1.497	-2.972	-1.196	-4.915	-2.868	-3.180	-2.900	-5.796	-6.560	-9.292	-10.469	-12.220	-10.450	-14.129	-14.341
69000000	-0.321	1.385	1.235	1.950	-0.680	-2.560	0.272	-0.426	-5.279	-6.363	-8.966	-8.732	-9.180	-9.967	-8.076	-8.516	-5.944	-3.467	-4.656	-0.485
70000000	-0.687	1.676	1.963	1.822	-0.398	-1.478	-1.976	-0.702	-2.580	-2.695	-2.481	-2.940	-3.866	-5.305	-5.223	-4.534	-5.765	-5.980	-5.404	-4.741
