state	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	pInv	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	skygrid.precision	rootHeight	treeLength
33000000	0.2995	1.2803	0.2230	0.3075	2.8652	1.0244	0.8903	0.3002	0.1787	0.1943	0.3269	1.4195E-3	0.794	0.198	16.659
34000000	0.3235	1.4230	0.2394	0.3577	2.7571	0.8993	0.8710	0.2953	0.1840	0.1930	0.3277	1.272E-3	0.911	0.164	17.285
35000000	0.2700	1.2084	0.2286	0.2807	2.9394	1.0729	0.8528	0.2978	0.1798	0.1952	0.3272	1.2924E-3	0.446	0.160	16.597
36000000	0.2921	1.3130	0.2027	0.2317	3.1676	0.7929	0.8475	0.2952	0.1804	0.1960	0.3284	1.453E-3	0.259	0.158	15.589
37000000	0.2546	1.2823	0.1611	0.2481	2.9473	1.1066	0.8518	0.2969	0.1810	0.1956	0.3265	1.2837E-3	0.421	0.156	16.576
38000000	0.2725	1.3323	0.2593	0.1909	3.0510	0.8940	0.8450	0.2992	0.1809	0.1921	0.3277	1.1884E-3	0.258	0.160	17.942
39000000	0.3702	1.2571	0.2514	0.2087	2.9384	0.9742	0.8424	0.2996	0.1816	0.1959	0.3229	1.4109E-3	1.133	0.169	15.818
40000000	0.3584	1.0375	0.2499	0.2040	3.1983	0.9519	0.8421	0.2960	0.1819	0.1976	0.3245	1.4568E-3	0.130	0.165	15.685
41000000	0.2812	1.1446	0.2201	0.2698	3.3014	0.7829	0.8526	0.3029	0.1803	0.1975	0.3193	1.1353E-3	0.142	0.162	19.214
42000000	0.2432	1.1543	0.2600	0.3550	3.1757	0.8118	0.8235	0.2979	0.1812	0.1944	0.3265	1.016E-3	0.298	0.177	20.763
43000000	0.2966	1.1488	0.3155	0.2001	3.2322	0.8069	0.8428	0.2968	0.1800	0.1971	0.3262	1.2696E-3	0.233	0.157	18.451
44000000	0.3064	1.3146	0.2157	0.2943	3.0434	0.8256	0.8332	0.2959	0.1817	0.1958	0.3266	1.3517E-3	0.198	0.158	15.531
45000000	0.3650	1.4220	0.2133	0.2111	2.8947	0.8939	0.8500	0.2971	0.1763	0.1967	0.3298	1.4032E-3	0.895	0.209	16.917
46000000	0.3728	1.2474	0.2397	0.3237	2.9006	0.9159	0.8730	0.2983	0.1813	0.1977	0.3227	1.2816E-3	0.029	0.159	16.955
47000000	0.3072	1.2196	0.2306	0.2909	2.9909	0.9608	0.8695	0.3001	0.1832	0.1938	0.3228	1.3616E-3	0.129	0.178	17.327
48000000	0.3295	1.3137	0.2240	0.2570	2.8875	0.9884	0.8529	0.2974	0.1806	0.1924	0.3296	1.3668E-3	0.577	0.177	17.079
49000000	0.2925	1.5031	0.1576	0.2112	2.8739	0.9616	0.8810	0.3013	0.1832	0.1943	0.3212	1.1851E-3	0.243	0.188	18.390
50000000	0.2618	1.2364	0.2331	0.2959	3.0566	0.9162	0.8266	0.2990	0.1796	0.1938	0.3275	1.1053E-3	0.413	0.230	18.450
51000000	0.2783	1.3124	0.1582	0.2374	3.0184	0.9953	0.8495	0.2974	0.1806	0.1927	0.3294	1.0447E-3	1.152	0.208	21.142
52000000	0.3275	1.1129	0.2395	0.2355	3.1521	0.9324	0.7809	0.2968	0.1814	0.1939	0.3279	1.2628E-3	0.877	0.202	18.412
53000000	0.3089	1.1058	0.1955	0.3347	3.1832	0.8719	0.8691	0.3037	0.1830	0.1932	0.3201	1.2464E-3	0.299	0.232	16.151
54000000	0.2856	1.3859	0.2395	0.2847	2.9021	0.9022	0.8472	0.2990	0.1785	0.1976	0.3249	1.3046E-3	0.333	0.167	17.280
55000000	0.2238	1.2710	0.2669	0.2444	3.1157	0.8781	0.8646	0.2999	0.1833	0.1946	0.3222	1.1621E-3	0.444	0.175	17.525
56000000	0.3656	1.2337	0.1969	0.3009	2.9876	0.9153	0.8501	0.2979	0.1820	0.1940	0.3261	1.3923E-3	0.357	0.188	15.158
57000000	0.2844	1.2048	0.2571	0.3093	2.8687	1.0757	0.8803	0.3038	0.1808	0.1916	0.3238	1.3586E-3	0.265	0.180	15.923
58000000	0.2852	1.1010	0.2260	0.2758	3.2401	0.8720	0.8609	0.2985	0.1796	0.1957	0.3263	1.6106E-3	0.268	0.178	14.858
59000000	0.3081	1.1509	0.1806	0.3689	3.0489	0.9426	0.8819	0.2943	0.1815	0.1958	0.3284	1.3745E-3	0.324	0.187	14.880
60000000	0.2415	1.2681	0.1770	0.2109	3.2237	0.8788	0.8263	0.2970	0.1801	0.1956	0.3272	1.5968E-3	0.366	0.200	14.942
61000000	0.2734	1.1286	0.2604	0.2320	3.1702	0.9352	0.8562	0.2997	0.1828	0.1972	0.3203	1.431E-3	0.589	0.162	15.675
62000000	0.3249	1.3590	0.2146	0.2451	3.1709	0.6855	0.8757	0.2973	0.1806	0.1988	0.3233	1.1714E-3	0.810	0.159	18.238
63000000	0.2051	1.0733	0.2569	0.2077	3.2920	0.9651	0.8621	0.2986	0.1843	0.1926	0.3246	1.3866E-3	0.744	0.164	16.090
64000000	0.3461	1.2834	0.2631	0.2468	3.0658	0.7948	0.8873	0.2970	0.1819	0.1954	0.3257	1.4288E-3	0.364	0.162	16.135
65000000	0.2306	1.1999	0.1669	0.2828	3.2983	0.8215	0.8484	0.3007	0.1817	0.1988	0.3188	1.3958E-3	1.012	0.193	15.776
66000000	0.3293	1.1819	0.2310	0.3067	3.0530	0.8980	0.8203	0.2945	0.1788	0.1988	0.3279	1.4088E-3	0.529	0.165	15.531
67000000	0.3256	1.2961	0.2787	0.2681	2.9757	0.8558	0.8754	0.2991	0.1771	0.1965	0.3273	1.524E-3	2.074	0.207	15.948
68000000	0.3580	1.4946	0.1829	0.2479	2.9433	0.7733	0.8751	0.2956	0.1814	0.1928	0.3303	1.4729E-3	0.171	0.161	15.488
69000000	0.2391	1.1920	0.2120	0.4075	3.1635	0.7859	0.8414	0.2986	0.1828	0.1927	0.3259	1.491E-3	0.164	0.181	14.327
70000000	0.3681	1.0840	0.2307	0.2350	3.1633	0.9190	0.8494	0.2987	0.1799	0.1954	0.3260	1.5059E-3	0.883	0.170	16.038
71000000	0.2762	1.1188	0.2892	0.2889	3.1746	0.8522	0.8377	0.3002	0.1835	0.1906	0.3257	1.2797E-3	0.910	0.167	16.639
72000000	0.3649	1.2479	0.2318	0.3366	2.9533	0.8655	0.8233	0.2969	0.1811	0.1926	0.3294	1.3095E-3	0.100	0.169	16.931
73000000	0.3797	1.2003	0.2110	0.2981	3.0015	0.9094	0.8574	0.2984	0.1852	0.1899	0.3265	1.1822E-3	0.047	0.177	19.111
74000000	0.2437	1.2044	0.2304	0.2780	3.0280	1.0155	0.8606	0.3028	0.1750	0.1972	0.3250	1.1796E-3	0.882	0.162	18.279
75000000	0.2641	1.1467	0.2406	0.2935	3.1543	0.9008	0.8229	0.2936	0.1788	0.1950	0.3326	1.3028E-3	0.902	0.188	17.944
76000000	0.2224	1.2123	0.2585	0.2444	3.0764	0.9861	0.8746	0.2959	0.1814	0.1977	0.3250	1.3995E-3	0.075	0.156	16.271
77000000	0.3092	1.1545	0.2542	0.2044	3.2019	0.8758	0.8443	0.3001	0.1762	0.1950	0.3286	1.1871E-3	0.184	0.157	19.423
78000000	0.2674	1.3847	0.2730	0.2816	2.8609	0.9323	0.8759	0.2997	0.1811	0.1936	0.3255	1.1297E-3	0.418	0.192	18.798
79000000	0.2866	1.1724	0.2791	0.2506	3.0599	0.9515	0.8625	0.2975	0.1779	0.1974	0.3272	1.4562E-3	0.446	0.186	16.841
80000000	0.3787	1.0667	0.1858	0.2381	3.0248	1.1060	0.8620	0.2999	0.1855	0.1963	0.3183	1.4674E-3	0.264	0.177	15.956
81000000	0.2641	1.2546	0.2190	0.3053	2.8991	1.0580	0.7963	0.3029	0.1795	0.1924	0.3253	1.4924E-3	0.612	0.170	15.518
82000000	0.3442	1.5469	0.1887	0.3840	2.6136	0.9226	0.8598	0.2945	0.1852	0.1979	0.3225	1.2574E-3	0.152	0.158	17.988
83000000	0.2742	1.1059	0.1998	0.2206	3.1061	1.0934	0.8356	0.2992	0.1776	0.1969	0.3263	1.2667E-3	0.174	0.166	16.925
84000000	0.3856	1.1317	0.1826	0.3522	3.0309	0.9169	0.8571	0.2995	0.1801	0.1971	0.3233	1.4834E-3	0.209	0.171	16.014
85000000	0.3160	1.0170	0.1927	0.2437	3.1876	1.0431	0.8279	0.3021	0.1783	0.1991	0.3205	1.4677E-3	1.003	0.192	14.913
86000000	0.2314	1.1894	0.1624	0.2767	3.2470	0.8930	0.8657	0.3011	0.1820	0.1945	0.3223	1.3068E-3	0.652	0.185	16.719
87000000	0.3371	1.3152	0.2516	0.1760	3.0808	0.8393	0.8476	0.3017	0.1782	0.1904	0.3297	1.1721E-3	0.562	0.168	17.507
88000000	0.3095	1.1966	0.2219	0.2777	3.2192	0.7751	0.8411	0.2977	0.1793	0.1962	0.3268	1.0343E-3	0.313	0.180	21.325
89000000	0.3022	1.2946	0.1803	0.2277	3.1347	0.8606	0.8017	0.3029	0.1822	0.1926	0.3222	1.1993E-3	0.806	0.187	17.625
90000000	0.4192	1.1938	0.1518	0.3272	3.1578	0.7502	0.8308	0.2969	0.1833	0.1945	0.3253	1.1827E-3	0.407	0.168	19.245
91000000	0.2948	1.0919	0.2110	0.3027	3.1934	0.9063	0.8269	0.2995	0.1851	0.1937	0.3216	1.4961E-3	0.545	0.161	15.450
92000000	0.2395	1.2192	0.2206	0.3600	2.9139	1.0469	0.8197	0.2972	0.1867	0.1956	0.3204	1.2098E-3	0.986	0.206	18.223
93000000	0.2846	1.0910	0.2030	0.2566	3.2111	0.9537	0.8781	0.3007	0.1815	0.1938	0.3240	1.3224E-3	0.038	0.161	16.616
94000000	0.2395	1.3346	0.2104	0.2723	2.9276	1.0156	0.8601	0.2975	0.1823	0.1975	0.3226	1.4936E-3	0.427	0.163	15.258
95000000	0.2245	1.4128	0.2687	0.1960	3.0988	0.7993	0.8299	0.2939	0.1829	0.1942	0.3291	1.2438E-3	0.319	0.197	17.154
96000000	0.2606	1.1428	0.3368	0.1865	3.2870	0.7863	0.8480	0.2946	0.1811	0.2003	0.3240	1.3626E-3	0.417	0.177	16.613
97000000	0.3548	1.2142	0.2931	0.2600	2.9446	0.9332	0.8409	0.3011	0.1813	0.1929	0.3247	1.311E-3	0.438	0.175	17.822
98000000	0.3156	1.3638	0.2399	0.3471	2.9712	0.7625	0.8400	0.2963	0.1823	0.1937	0.3277	1.5115E-3	0.395	0.170	15.113
99000000	0.3016	1.1773	0.2513	0.3517	2.9750	0.9431	0.8459	0.2971	0.1835	0.1964	0.3230	1.3633E-3	0.485	0.187	16.124
100000000	0.2584	1.0728	0.2032	0.3351	3.3327	0.7978	0.7994	0.2988	0.1791	0.1965	0.3256	1.4749E-3	0.549	0.192	15.523
101000000	0.3938	1.3152	0.2023	0.3725	2.9290	0.7872	0.8503	0.2977	0.1805	0.1965	0.3253	1.3735E-3	0.510	0.158	16.920
102000000	0.2135	1.3714	0.1951	0.2771	3.0328	0.9102	0.8697	0.2971	0.1820	0.2000	0.3210	1.3512E-3	0.495	0.179	17.212
103000000	0.3815	1.1096	0.2252	0.3715	3.1186	0.7937	0.8626	0.2993	0.1792	0.1971	0.3245	1.242E-3	1.124	0.173	17.790
104000000	0.3715	1.0761	0.2366	0.2352	3.2411	0.8394	0.8364	0.2984	0.1813	0.1934	0.3269	1.3081E-3	0.528	0.187	18.029
105000000	0.3586	1.1578	0.2279	0.2985	3.0462	0.9110	0.8453	0.3021	0.1792	0.1958	0.3228	1.4102E-3	0.861	0.160	16.810
106000000	0.2390	1.0599	0.2169	0.3712	3.1708	0.9422	0.8664	0.3039	0.1803	0.1957	0.3201	1.4148E-3	1.019	0.169	16.428
107000000	0.2888	1.0483	0.2668	0.2786	3.1700	0.9476	0.8416	0.2975	0.1816	0.1959	0.3249	1.3543E-3	0.359	0.186	16.583
108000000	0.2153	1.2344	0.2429	0.2760	3.2219	0.8095	0.8463	0.2958	0.1793	0.1987	0.3262	1.4771E-3	0.479	0.196	16.488
109000000	0.5009	1.1781	0.2078	0.3146	2.8895	0.9091	0.8557	0.2978	0.1805	0.1928	0.3288	1.3059E-3	0.044	0.166	16.587
110000000	0.2809	1.1452	0.2952	0.2024	3.1761	0.9001	0.8552	0.3025	0.1792	0.1943	0.3240	1.2519E-3	0.480	0.221	18.588
111000000	0.2423	1.1919	0.1991	0.2746	3.0342	1.0578	0.8709	0.2971	0.1805	0.1928	0.3296	1.2462E-3	0.960	0.214	18.867
112000000	0.2822	1.2148	0.1689	0.2453	3.1293	0.9595	0.8633	0.3008	0.1836	0.1956	0.3200	1.3487E-3	0.132	0.157	17.923
113000000	0.2798	1.2956	0.2644	0.3120	2.9596	0.8886	0.8305	0.3020	0.1755	0.1968	0.3257	1.1917E-3	0.433	0.162	17.189
114000000	0.2929	1.0803	0.2604	0.2824	3.1791	0.9049	0.8699	0.3020	0.1801	0.1921	0.3258	1.3797E-3	0.416	0.188	15.698
115000000	0.2572	1.2980	0.1963	0.2362	3.0922	0.9201	0.8703	0.2942	0.1827	0.1961	0.3270	1.5577E-3	0.351	0.192	14.184
116000000	0.3239	1.1549	0.3410	0.2374	3.1421	0.8007	0.8399	0.2954	0.1799	0.1971	0.3275	1.4582E-3	1.217	0.203	14.117
117000000	0.3171	1.1114	0.2351	0.3210	3.2910	0.7244	0.8666	0.2975	0.1843	0.1938	0.3245	1.4165E-3	0.308	0.160	16.614
118000000	0.2419	1.3973	0.1781	0.2598	2.9951	0.9277	0.8776	0.3001	0.1789	0.1958	0.3253	1.5075E-3	0.219	0.163	15.370
119000000	0.2892	1.1903	0.1890	0.2915	3.2140	0.8260	0.8542	0.2980	0.1801	0.1933	0.3287	1.3479E-3	0.181	0.164	15.934
120000000	0.3216	1.3948	0.2156	0.2481	3.0252	0.7947	0.8712	0.2973	0.1815	0.1933	0.3280	1.4052E-3	0.423	0.198	15.881
121000000	0.2030	1.2423	0.2484	0.2626	3.1422	0.9014	0.8141	0.2969	0.1785	0.1987	0.3258	1.3614E-3	0.278	0.177	16.493
122000000	0.2925	1.2011	0.2446	0.2402	3.1193	0.9024	0.8601	0.3034	0.1786	0.1945	0.3235	1.1027E-3	0.583	0.201	19.454
123000000	0.3440	1.0801	0.2075	0.3472	3.0923	0.9288	0.8449	0.3021	0.1785	0.1939	0.3255	1.2658E-3	0.463	0.176	17.854
124000000	0.3695	1.1758	0.2694	0.1894	3.0761	0.9197	0.8779	0.2959	0.1830	0.1933	0.3278	1.3355E-3	0.665	0.180	17.279
125000000	0.2573	1.1946	0.2414	0.2510	3.0209	1.0348	0.8609	0.2949	0.1809	0.1967	0.3275	1.4662E-3	0.160	0.178	15.827
126000000	0.2405	1.3043	0.2806	0.3980	2.7611	1.0155	0.8374	0.2983	0.1815	0.1941	0.3261	1.4407E-3	0.245	0.170	16.236
127000000	0.2953	1.2991	0.1955	0.2572	3.2243	0.7286	0.8222	0.3002	0.1808	0.1938	0.3252	1.3597E-3	0.938	0.191	15.590
128000000	0.2518	1.0893	0.2373	0.2659	3.2050	0.9507	0.8491	0.3028	0.1777	0.1942	0.3252	1.2042E-3	0.245	0.202	17.681
129000000	0.4073	1.0570	0.2610	0.3530	2.8457	1.0760	0.8363	0.2967	0.1824	0.1948	0.3261	1.4169E-3	0.466	0.173	16.322
130000000	0.3434	1.2850	0.1769	0.2770	3.0638	0.8540	0.8412	0.3033	0.1788	0.1947	0.3231	1.3159E-3	0.597	0.173	16.707
131000000	0.2363	1.4331	0.2245	0.2830	3.0657	0.7575	0.8523	0.2955	0.1784	0.1937	0.3324	1.1761E-3	0.062	0.180	18.450
132000000	0.2498	1.4561	0.2201	0.2834	2.8795	0.9110	0.8693	0.2930	0.1837	0.1975	0.3258	1.162E-3	0.192	0.178	19.807
133000000	0.3664	1.3050	0.1930	0.1205	3.0742	0.9409	0.8425	0.2972	0.1819	0.1966	0.3243	1.4006E-3	0.273	0.162	16.640
134000000	0.3262	1.2013	0.2283	0.2332	3.0430	0.9679	0.8048	0.3031	0.1778	0.1943	0.3247	1.4281E-3	0.454	0.169	15.952
135000000	0.3979	1.1409	0.1567	0.2237	3.3219	0.7589	0.8386	0.2983	0.1772	0.1987	0.3258	1.4681E-3	0.259	0.159	15.997
136000000	0.4069	1.1351	0.1940	0.2847	3.1608	0.8184	0.8549	0.2985	0.1789	0.1968	0.3258	1.477E-3	0.396	0.176	15.462
137000000	0.2648	1.1554	0.2010	0.2800	3.2599	0.8389	0.8224	0.3020	0.1781	0.1957	0.3243	1.6824E-3	0.283	0.157	13.556
138000000	0.2431	1.2843	0.2366	0.2532	3.2348	0.7480	0.7977	0.2924	0.1825	0.1984	0.3266	1.3797E-3	0.622	0.171	16.134
139000000	0.3034	1.3463	0.2777	0.2359	2.9164	0.9203	0.8443	0.3000	0.1814	0.1939	0.3247	1.3904E-3	0.379	0.171	15.391
140000000	0.2473	1.1926	0.2604	0.1523	3.3183	0.8291	0.8514	0.2974	0.1844	0.1917	0.3265	1.4592E-3	0.686	0.162	15.053
141000000	0.3045	1.0878	0.2578	0.2179	3.2044	0.9276	0.8661	0.2998	0.1794	0.1963	0.3245	1.3831E-3	0.133	0.159	15.594
142000000	0.2926	1.1353	0.2630	0.2502	3.0729	0.9860	0.8471	0.2965	0.1797	0.1967	0.3270	1.4771E-3	0.564	0.173	15.575
143000000	0.3764	1.3030	0.2814	0.1939	2.8462	0.9990	0.8206	0.2963	0.1823	0.1953	0.3261	1.417E-3	0.107	0.157	16.621
144000000	0.2221	1.1045	0.2945	0.2906	2.9617	1.1266	0.8697	0.2986	0.1824	0.1980	0.3210	1.5012E-3	0.235	0.148	15.308
145000000	0.3439	1.0736	0.2234	0.3017	3.1272	0.9302	0.8588	0.2988	0.1785	0.1913	0.3314	1.547E-3	0.740	0.161	15.017
146000000	0.2338	1.3652	0.2340	0.3588	3.1002	0.7079	0.8379	0.2991	0.1790	0.1957	0.3262	1.3783E-3	0.251	0.167	15.610
147000000	0.3195	1.1845	0.2055	0.2900	3.0131	0.9874	0.8044	0.2969	0.1831	0.1942	0.3258	1.4228E-3	0.130	0.156	15.546
148000000	0.2772	1.1100	0.1692	0.2211	3.2964	0.9261	0.8612	0.2976	0.1813	0.1956	0.3254	1.3856E-3	0.350	0.166	16.744
149000000	0.3319	1.0585	0.2784	0.2656	3.2078	0.8578	0.8718	0.2997	0.1791	0.1941	0.3271	1.4694E-3	0.341	0.166	15.029
150000000	0.2277	1.0920	0.2153	0.2720	3.1975	0.9955	0.8305	0.2995	0.1818	0.1917	0.3271	1.4293E-3	0.477	0.168	14.469
151000000	0.2721	1.1245	0.2640	0.3234	3.0425	0.9735	0.8449	0.2979	0.1839	0.1968	0.3214	1.445E-3	0.401	0.161	15.429
152000000	0.2215	1.1670	0.2702	0.2317	3.1565	0.9530	0.8137	0.2957	0.1818	0.1935	0.3290	1.3571E-3	0.375	0.169	17.704
153000000	0.2679	1.2760	0.2915	0.2815	3.0311	0.8520	0.8428	0.2955	0.1843	0.1966	0.3237	1.4704E-3	0.517	0.163	15.045
154000000	0.2424	1.0636	0.2340	0.2006	3.3265	0.9329	0.8488	0.2976	0.1808	0.2005	0.3212	1.3975E-3	0.048	0.156	16.742
155000000	0.3371	1.3656	0.2354	0.3154	2.9505	0.7960	0.8090	0.3005	0.1782	0.1905	0.3308	1.4205E-3	1.329	0.199	15.329
156000000	0.2986	1.2013	0.2834	0.3884	3.0621	0.7663	0.8217	0.2926	0.1822	0.1961	0.3290	1.4924E-3	0.639	0.177	15.079
157000000	0.2967	1.2441	0.2486	0.3713	2.8735	0.9658	0.8525	0.2964	0.1797	0.1930	0.3309	1.2671E-3	0.231	0.177	18.449
158000000	0.2582	1.3837	0.2585	0.3056	2.8115	0.9825	0.8809	0.2973	0.1836	0.1938	0.3253	1.4192E-3	0.145	0.165	15.466
159000000	0.2262	1.3141	0.2012	0.2143	3.1547	0.8894	0.8629	0.3013	0.1856	0.1945	0.3185	1.3981E-3	1.275	0.160	15.166
160000000	0.3506	1.2305	0.2276	0.2330	2.9239	1.0344	0.8727	0.2950	0.1810	0.1940	0.3300	1.4874E-3	0.091	0.182	15.720
161000000	0.3159	1.1750	0.2297	0.2198	3.3184	0.7412	0.8749	0.2942	0.1844	0.1953	0.3260	1.4233E-3	0.596	0.189	16.347
162000000	0.3445	1.1909	0.2326	0.3524	2.9557	0.9239	0.8682	0.2968	0.1824	0.1954	0.3254	1.5395E-3	1.088	0.189	15.673
163000000	0.2402	1.3529	0.2287	0.2223	3.0750	0.8809	0.8444	0.3005	0.1816	0.1977	0.3202	1.2513E-3	0.144	0.172	18.183
164000000	0.2580	1.4001	0.2108	0.2902	3.0389	0.8020	0.8422	0.2918	0.1816	0.1995	0.3271	1.2749E-3	1.106	0.203	16.285
165000000	0.3905	1.2757	0.2852	0.2533	2.8450	0.9503	0.8756	0.2947	0.1785	0.1971	0.3297	1.259E-3	0.581	0.196	17.068
166000000	0.3426	1.2488	0.2233	0.2794	3.0783	0.8276	0.8364	0.3034	0.1800	0.1913	0.3253	1.5047E-3	0.358	0.168	16.867
167000000	0.3141	1.1774	0.2376	0.3508	3.0680	0.8521	0.8405	0.2993	0.1790	0.1960	0.3258	1.3395E-3	2.032	0.191	16.577
168000000	0.2782	1.0898	0.2283	0.1967	3.2913	0.9157	0.8457	0.2945	0.1809	0.1956	0.3289	1.467E-3	0.347	0.196	16.189
169000000	0.4191	1.2208	0.1689	0.2483	3.0559	0.8870	0.8632	0.2946	0.1791	0.1960	0.3303	1.4251E-3	0.612	0.164	15.501
170000000	0.2461	1.2448	0.2054	0.2497	3.1325	0.9215	0.8531	0.3023	0.1805	0.1943	0.3228	1.3984E-3	0.138	0.176	16.039
171000000	0.2842	1.2986	0.1753	0.2987	3.1469	0.7962	0.8491	0.2979	0.1813	0.1954	0.3254	1.3399E-3	0.216	0.169	17.613
172000000	0.1852	1.3914	0.2619	0.2447	3.0857	0.8311	0.8672	0.3048	0.1773	0.1939	0.3240	1.3623E-3	0.499	0.188	16.714
173000000	0.3016	1.1635	0.2196	0.3264	2.9184	1.0706	0.8446	0.2970	0.1833	0.1913	0.3284	1.4894E-3	0.663	0.166	15.542
174000000	0.2698	1.4036	0.2539	0.2156	3.0616	0.7955	0.8124	0.2940	0.1820	0.1960	0.3280	1.3579E-3	0.572	0.180	16.534
