state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20
1000000	0.189	1.180	1.457	0.968	-0.551	-1.055	-2.668	-2.009	-3.793	-5.232	-5.066	-3.917	-2.276	-1.731	-1.353	-1.853	-2.431	-2.173	-2.076	-3.017
2000000	0.551	1.411	1.412	1.149	-0.957	-2.091	-2.308	-0.616	-2.936	-6.442	-3.979	-4.311	2.039	2.282	3.852	2.460	0.508	1.816	2.681	2.441
3000000	-0.266	0.414	1.437	0.876	-0.743	-2.602	-1.605	-2.156	-3.571	-4.464	-3.835	-3.446	-4.414	-4.015	-3.549	-4.081	-2.150	-2.893	-3.687	-4.597
4000000	0.342	0.908	0.973	0.738	-1.546	-1.878	-2.015	-3.582	-2.897	-3.169	-0.187	-0.385	-0.148	-1.049	-2.595	-3.820	-2.408	-2.212	-5.243	-5.542
5000000	-0.754	1.155	1.596	0.788	-1.619	-2.886	-1.192	-2.596	-4.806	-4.215	-3.160	-0.673	1.810	2.214	7.442	6.283	5.558	5.294	3.014	3.607
6000000	0.714	0.839	1.410	1.338	-0.807	-3.323	-1.772	-3.703	-4.977	-0.221	-0.973	-0.782	-0.786	-0.797	-2.274	-2.329	0.012	1.245	1.016	-6.509
7000000	-0.456	1.052	1.331	1.233	-1.050	-2.778	-1.688	-3.071	-5.361	-6.631	-7.655	-7.473	-9.594	-12.278	-14.736	-13.967	-14.926	-15.632	-17.362	-16.356
8000000	0.235	0.845	1.428	1.115	-1.027	-2.265	-1.470	-1.597	-5.029	-5.261	-5.837	-4.068	-2.620	-3.431	-3.077	-3.679	-1.357	-2.828	-5.244	-5.800
9000000	-0.136	0.644	1.461	1.808	-1.264	-2.092	-0.824	-2.435	-7.108	-12.312	-14.090	-13.129	-11.672	-14.429	-20.692	-22.167	-21.477	-24.209	-26.367	-24.457
10000000	-0.714	1.385	1.180	0.906	-1.368	-2.015	-1.424	-2.040	-3.311	-3.824	-2.475	-4.872	-5.108	-3.666	-2.749	-3.505	-6.949	-5.362	-4.641	-6.365
