state	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	pInv	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	skygrid.precision	rootHeight	treeLength
35000000	0.3007	1.0601	0.2710	0.3269	3.0881	0.9532	0.8256	0.2954	0.1809	0.1939	0.3298	1.1485E-3	0.362	0.170	18.544
36000000	0.2985	1.2550	0.2237	0.2457	3.2379	0.7392	0.8182	0.2940	0.1798	0.1969	0.3292	1.3876E-3	0.274	0.198	17.034
37000000	0.2394	1.2202	0.2277	0.3494	3.0488	0.9144	0.8665	0.2974	0.1821	0.1956	0.3250	1.1832E-3	0.477	0.213	20.050
38000000	0.2653	1.0269	0.1835	0.2608	3.2744	0.9891	0.8631	0.2957	0.1811	0.1948	0.3284	9.1358E-4	0.369	0.230	22.062
39000000	0.2500	1.1690	0.2934	0.2786	2.9146	1.0944	0.8765	0.2974	0.1842	0.1931	0.3252	1.1944E-3	0.436	0.180	18.253
40000000	0.2870	1.2845	0.2179	0.3169	3.0767	0.8170	0.8148	0.2999	0.1825	0.1937	0.3239	1.3673E-3	0.694	0.187	17.297
41000000	0.3381	1.1501	0.1680	0.2754	3.2544	0.8141	0.7987	0.3016	0.1772	0.1947	0.3265	1.4286E-3	0.807	0.163	15.297
42000000	0.2404	1.1347	0.1954	0.1925	3.3488	0.8882	0.8459	0.3013	0.1797	0.1918	0.3272	1.4763E-3	0.377	0.191	15.849
43000000	0.2349	1.0920	0.2595	0.3025	3.0079	1.1032	0.8780	0.2977	0.1769	0.1981	0.3273	1.4427E-3	0.074	0.161	15.358
44000000	0.1819	1.2467	0.2076	0.2132	3.3191	0.8314	0.8583	0.2943	0.1826	0.1955	0.3276	1.5511E-3	0.363	0.176	14.837
45000000	0.2072	1.2083	0.2195	0.2443	3.1602	0.9605	0.8634	0.3006	0.1843	0.1933	0.3219	1.1784E-3	0.546	0.189	17.877
46000000	0.3424	1.2012	0.2310	0.1687	3.2351	0.8215	0.8655	0.2993	0.1756	0.1948	0.3302	1.4115E-3	0.835	0.198	16.245
47000000	0.2240	1.2771	0.2187	0.2908	3.0458	0.9436	0.8494	0.2983	0.1788	0.1956	0.3272	1.4202E-3	0.509	0.165	15.767
48000000	0.3533	1.1492	0.2001	0.3127	3.1536	0.8311	0.8714	0.2945	0.1801	0.1962	0.3292	1.4877E-3	0.175	0.160	15.511
49000000	0.2879	1.1760	0.2314	0.3152	3.0524	0.9370	0.8056	0.2987	0.1849	0.1910	0.3254	1.2624E-3	0.523	0.184	16.972
50000000	0.2156	1.2274	0.2047	0.3685	3.2049	0.7789	0.8396	0.2948	0.1828	0.1937	0.3287	1.3417E-3	0.370	0.163	16.802
51000000	0.3098	1.0626	0.2575	0.2989	3.0897	0.9816	0.8407	0.2963	0.1820	0.1896	0.3321	1.4315E-3	0.157	0.159	15.795
52000000	0.3563	1.3944	0.2219	0.1998	2.9699	0.8577	0.8696	0.3028	0.1784	0.1921	0.3267	1.4058E-3	0.147	0.157	14.812
53000000	0.3685	1.2587	0.2731	0.2316	3.0902	0.7778	0.8461	0.3011	0.1804	0.1957	0.3227	1.5237E-3	0.459	0.182	14.805
54000000	0.2719	1.1662	0.1795	0.4265	3.0247	0.9311	0.8674	0.2990	0.1812	0.1919	0.3279	1.3849E-3	0.328	0.181	15.268
55000000	0.2766	1.2904	0.2264	0.2997	3.0901	0.8169	0.8729	0.3003	0.1790	0.1943	0.3264	1.1467E-3	0.369	0.185	18.733
56000000	0.2612	1.1433	0.1782	0.3328	3.1231	0.9615	0.8515	0.2996	0.1810	0.1932	0.3263	1.2426E-3	0.104	0.175	16.386
57000000	0.2657	1.2607	0.2280	0.3706	2.9910	0.8840	0.8539	0.2960	0.1798	0.2007	0.3234	1.4198E-3	0.386	0.166	16.753
58000000	0.2677	1.1777	0.3124	0.3437	3.1600	0.7385	0.8572	0.2978	0.1816	0.1932	0.3274	1.339E-3	0.110	0.159	16.425
59000000	0.2934	1.0359	0.2701	0.3224	3.2041	0.8741	0.8636	0.2981	0.1838	0.1965	0.3216	1.4205E-3	0.343	0.159	16.282
60000000	0.3158	1.1464	0.1957	0.2010	3.2291	0.9120	0.8462	0.2984	0.1792	0.1956	0.3268	1.2587E-3	0.713	0.172	18.185
61000000	0.2743	1.2617	0.2502	0.2534	2.9860	0.9744	0.8073	0.2975	0.1823	0.1915	0.3288	1.3253E-3	0.118	0.158	17.025
62000000	0.2318	1.4532	0.2695	0.2609	3.0729	0.7118	0.8416	0.2962	0.1816	0.1986	0.3236	1.1994E-3	0.148	0.157	18.782
63000000	0.3083	1.3449	0.1465	0.3243	3.0739	0.8020	0.8308	0.2994	0.1813	0.1936	0.3257	1.3352E-3	0.111	0.182	16.577
64000000	0.3526	1.1695	0.2401	0.2597	2.9634	1.0146	0.8745	0.2974	0.1788	0.1961	0.3276	1.343E-3	0.107	0.179	16.725
65000000	0.2542	1.2343	0.2072	0.3779	2.9505	0.9759	0.8664	0.2970	0.1802	0.1931	0.3297	1.2037E-3	0.266	0.198	17.202
66000000	0.3525	1.1779	0.2312	0.2555	3.1228	0.8601	0.8385	0.3030	0.1822	0.1968	0.3180	1.4214E-3	0.937	0.169	16.327
67000000	0.2653	1.1423	0.2122	0.2716	3.1150	0.9935	0.8462	0.3025	0.1812	0.1954	0.3210	1.1066E-3	0.539	0.186	21.527
68000000	0.2427	1.2561	0.2165	0.2813	3.0010	1.0025	0.8316	0.2964	0.1827	0.1975	0.3234	1.3267E-3	0.927	0.169	16.890
69000000	0.3598	1.2605	0.2257	0.3852	2.8854	0.8834	0.8444	0.2949	0.1794	0.1993	0.3264	1.1026E-3	0.679	0.188	19.750
70000000	0.2983	1.1003	0.1888	0.4066	3.1909	0.8152	0.8292	0.3016	0.1798	0.1946	0.3241	1.3645E-3	0.312	0.160	15.422
71000000	0.3220	1.1995	0.1596	0.3346	3.0965	0.8878	0.8035	0.2987	0.1825	0.1941	0.3248	1.3751E-3	0.166	0.157	16.441
72000000	0.2874	1.2859	0.2376	0.3246	3.0341	0.8303	0.8319	0.2933	0.1784	0.1987	0.3297	1.3535E-3	0.311	0.180	15.871
73000000	0.2360	1.2342	0.2385	0.2161	3.3510	0.7241	0.8006	0.2957	0.1834	0.1953	0.3256	1.4646E-3	0.202	0.174	15.305
74000000	0.3521	1.2399	0.1835	0.2622	3.0748	0.8876	0.8149	0.2973	0.1790	0.1975	0.3262	1.4947E-3	0.474	0.171	14.673
75000000	0.2691	1.4207	0.2484	0.3020	2.7248	1.0349	0.8382	0.2986	0.1834	0.1919	0.3261	1.3667E-3	0.316	0.164	16.563
76000000	0.2979	1.2734	0.2090	0.2125	3.0737	0.9334	0.8696	0.2959	0.1807	0.1953	0.3281	1.2677E-3	1.097	0.191	17.666
77000000	0.2937	1.3267	0.2178	0.2428	3.0634	0.8557	0.8533	0.2989	0.1809	0.1998	0.3204	1.3005E-3	0.112	0.156	17.196
78000000	0.3878	1.1399	0.2222	0.3129	3.0972	0.8401	0.8534	0.3010	0.1809	0.1925	0.3256	1.471E-3	0.304	0.156	16.138
79000000	0.2970	1.3760	0.2577	0.2657	3.0428	0.7608	0.8508	0.2969	0.1792	0.1973	0.3266	1.4615E-3	0.068	0.157	14.589
80000000	0.4147	1.1872	0.1816	0.2973	3.0003	0.9190	0.8167	0.2955	0.1831	0.1970	0.3243	1.3059E-3	0.666	0.222	16.728
81000000	0.3946	1.3096	0.2068	0.2941	2.9583	0.8365	0.8769	0.2999	0.1804	0.1924	0.3273	1.3432E-3	0.347	0.158	15.440
82000000	0.3321	1.2534	0.2063	0.2778	3.0567	0.8737	0.8445	0.2981	0.1828	0.1897	0.3293	1.392E-3	0.238	0.164	16.879
83000000	0.2537	1.2839	0.2536	0.2414	3.0691	0.8983	0.8631	0.3008	0.1828	0.1927	0.3237	1.1774E-3	0.861	0.169	18.055
84000000	0.3382	1.2851	0.2280	0.2320	3.1169	0.7997	0.8397	0.3008	0.1777	0.1958	0.3258	1.3679E-3	0.115	0.156	15.870
85000000	0.2652	1.3200	0.2025	0.3008	3.0638	0.8477	0.8332	0.2999	0.1814	0.1932	0.3254	1.1368E-3	0.536	0.163	18.593
86000000	0.2552	1.3119	0.2145	0.3108	2.9246	0.9828	0.8438	0.2974	0.1810	0.1920	0.3296	1.4718E-3	0.757	0.179	15.538
87000000	0.3809	1.2532	0.2183	0.4094	2.7999	0.9383	0.8128	0.2991	0.1785	0.1903	0.3321	1.2597E-3	0.300	0.165	17.227
88000000	0.3673	1.2256	0.1906	0.3061	3.1405	0.7700	0.7886	0.3000	0.1818	0.1910	0.3271	1.2292E-3	0.637	0.182	18.438
89000000	0.2649	1.2867	0.3127	0.2126	3.0405	0.8827	0.8677	0.2992	0.1806	0.1913	0.3289	1.1208E-3	0.286	0.176	19.375
90000000	0.3495	1.0491	0.2507	0.2159	3.2384	0.8964	0.8395	0.2979	0.1778	0.1950	0.3292	1.2881E-3	0.335	0.163	17.723
91000000	0.3949	1.2281	0.1844	0.2766	2.9682	0.9478	0.8529	0.2981	0.1818	0.1968	0.3233	1.3771E-3	0.532	0.168	16.551
92000000	0.2603	1.1455	0.2350	0.2307	3.2719	0.8566	0.8542	0.2999	0.1780	0.1950	0.3270	1.4247E-3	0.534	0.187	16.670
93000000	0.2557	1.2090	0.2079	0.3663	3.1244	0.8367	0.8449	0.3040	0.1802	0.1946	0.3213	1.3024E-3	1.045	0.203	16.808
94000000	0.3369	1.1707	0.2961	0.3314	3.1401	0.7249	0.8267	0.3011	0.1789	0.1953	0.3247	1.1283E-3	0.391	0.179	19.754
95000000	0.3392	1.1102	0.2107	0.2912	3.1301	0.9187	0.8098	0.2970	0.1786	0.1986	0.3258	1.0837E-3	0.294	0.175	20.766
96000000	0.2803	1.1440	0.2529	0.2582	3.0218	1.0429	0.8198	0.2974	0.1805	0.1918	0.3302	1.2352E-3	0.484	0.189	19.426
97000000	0.2568	1.1455	0.2613	0.3521	3.0749	0.9093	0.8425	0.2966	0.1833	0.1939	0.3262	1.323E-3	0.538	0.177	18.080
98000000	0.2997	1.1710	0.2282	0.3058	3.2355	0.7599	0.8115	0.2996	0.1780	0.1949	0.3275	1.2775E-3	0.311	0.162	18.126
99000000	0.2970	1.3037	0.2034	0.3086	2.8845	1.0028	0.8501	0.3019	0.1807	0.1926	0.3248	1.1805E-3	0.255	0.157	17.819
100000000	0.2275	1.1764	0.1843	0.2330	3.4516	0.7272	0.8338	0.2962	0.1773	0.2003	0.3262	1.5122E-3	0.426	0.167	15.111
101000000	0.2365	1.3009	0.2320	0.3104	3.0918	0.8284	0.8535	0.2981	0.1835	0.1950	0.3235	1.3635E-3	0.219	0.188	16.415
102000000	0.4060	0.9809	0.2497	0.2357	3.2771	0.8507	0.8468	0.2980	0.1816	0.1953	0.3252	1.3835E-3	0.077	0.164	16.340
103000000	0.2575	1.4359	0.1743	0.2680	2.9742	0.8901	0.8693	0.2998	0.1786	0.1931	0.3286	1.5044E-3	0.348	0.190	16.277
104000000	0.2806	1.1341	0.1970	0.3089	3.0727	1.0066	0.8211	0.3004	0.1772	0.1979	0.3245	1.5007E-3	0.296	0.164	15.163
105000000	0.3491	1.2671	0.2193	0.2278	3.1078	0.8289	0.8445	0.2964	0.1846	0.1955	0.3235	1.4413E-3	0.631	0.176	16.329
106000000	0.2762	1.0267	0.2449	0.3597	2.9996	1.0930	0.8599	0.3005	0.1806	0.1990	0.3200	1.3616E-3	0.396	0.181	15.148
107000000	0.3222	1.3767	0.1692	0.2874	2.8150	1.0295	0.8391	0.2941	0.1787	0.1949	0.3323	1.4127E-3	0.212	0.176	15.949
108000000	0.2927	1.1795	0.2403	0.2483	3.0102	1.0290	0.8544	0.3042	0.1782	0.1945	0.3231	1.373E-3	0.384	0.183	16.881
109000000	0.3348	1.2181	0.2121	0.2311	3.1590	0.8450	0.8669	0.2979	0.1792	0.1978	0.3251	1.3586E-3	0.476	0.158	16.804
110000000	0.3557	1.2996	0.2896	0.1816	2.9357	0.9378	0.8519	0.2990	0.1843	0.1932	0.3236	1.2343E-3	0.186	0.161	18.518
111000000	0.3081	1.2961	0.2185	0.2732	3.0166	0.8874	0.8834	0.2956	0.1797	0.1954	0.3293	1.1477E-3	1.208	0.188	19.402
112000000	0.3158	1.1908	0.2388	0.3329	2.9165	1.0051	0.8519	0.2995	0.1800	0.1951	0.3254	1.1575E-3	0.436	0.191	18.365
113000000	0.3781	1.2547	0.2587	0.3423	2.9143	0.8519	0.8472	0.2925	0.1816	0.1985	0.3274	1.3286E-3	0.310	0.178	17.859
114000000	0.3375	1.2379	0.2005	0.3087	3.0600	0.8554	0.8402	0.3002	0.1841	0.1914	0.3243	1.3258E-3	0.442	0.185	16.507
115000000	0.3430	1.1776	0.2275	0.2900	3.1293	0.8326	0.8699	0.2997	0.1784	0.1975	0.3243	1.2704E-3	0.222	0.159	17.467
116000000	0.3367	1.0930	0.2184	0.3201	3.0732	0.9585	0.8675	0.2976	0.1822	0.1962	0.3240	1.3921E-3	0.292	0.193	16.355
117000000	0.1827	1.2600	0.2119	0.4080	3.0841	0.8533	0.8410	0.2979	0.1804	0.1950	0.3267	1.3831E-3	0.119	0.160	16.282
118000000	0.3306	1.3152	0.2065	0.3355	2.9177	0.8945	0.8533	0.2971	0.1816	0.2021	0.3193	1.1872E-3	0.260	0.198	18.923
119000000	0.4354	1.3164	0.2489	0.3303	2.7333	0.9358	0.8164	0.2985	0.1787	0.1950	0.3278	1.2509E-3	0.242	0.164	18.389
120000000	0.2952	1.2332	0.2091	0.2072	3.0953	0.9600	0.8498	0.2964	0.1794	0.1994	0.3249	1.1429E-3	0.885	0.186	19.383
121000000	0.2847	1.3286	0.2036	0.2001	3.0814	0.9016	0.8562	0.3021	0.1795	0.1910	0.3274	1.1154E-3	0.725	0.191	17.910
122000000	0.4402	1.3510	0.2612	0.1936	2.8868	0.8672	0.8564	0.2962	0.1789	0.1941	0.3308	1.2477E-3	0.234	0.176	18.237
123000000	0.3228	1.4281	0.2289	0.2417	2.9966	0.7819	0.8710	0.2971	0.1809	0.1941	0.3279	1.4204E-3	0.431	0.175	16.869
124000000	0.2623	1.2667	0.2581	0.2846	2.9437	0.9846	0.8750	0.2942	0.1885	0.1947	0.3226	1.4224E-3	0.163	0.172	15.876
125000000	0.2337	1.4180	0.2146	0.2491	2.9915	0.8932	0.8758	0.2987	0.1829	0.1968	0.3216	1.2659E-3	0.321	0.159	17.550
126000000	0.2540	1.2771	0.2310	0.1986	3.1277	0.9115	0.8699	0.2966	0.1855	0.1896	0.3283	1.3748E-3	0.793	0.178	16.973
127000000	0.2621	1.3243	0.2409	0.3348	3.0468	0.7911	0.8661	0.2997	0.1799	0.1979	0.3225	1.1158E-3	0.332	0.220	19.810
128000000	0.2830	1.1755	0.2364	0.3518	3.1210	0.8322	0.8431	0.2984	0.1793	0.1969	0.3254	1.3377E-3	0.545	0.186	16.050
129000000	0.2373	1.3282	0.2395	0.3268	3.1703	0.6980	0.8559	0.2977	0.1806	0.1975	0.3242	1.3198E-3	0.167	0.168	16.323
130000000	0.3410	1.2407	0.1959	0.3950	3.0149	0.8125	0.8463	0.2966	0.1805	0.1952	0.3278	1.6033E-3	0.100	0.171	14.987
131000000	0.3040	1.2294	0.2281	0.2853	3.0731	0.8801	0.8514	0.2991	0.1804	0.1946	0.3260	1.4925E-3	0.215	0.176	15.565
132000000	0.3257	1.2375	0.2138	0.1852	3.0214	1.0165	0.8652	0.2975	0.1789	0.1966	0.3269	1.0848E-3	0.551	0.159	19.595
133000000	0.1465	1.2543	0.2549	0.2521	3.1239	0.9684	0.8029	0.2937	0.1817	0.1979	0.3268	1.0651E-3	0.227	0.185	20.190
134000000	0.2811	1.1091	0.1952	0.2195	3.2787	0.9164	0.8735	0.3004	0.1782	0.1953	0.3261	1.2187E-3	0.207	0.180	18.656
135000000	0.3245	1.3096	0.2563	0.2577	3.0403	0.8115	0.8493	0.2942	0.1788	0.1974	0.3295	1.284E-3	0.154	0.186	18.469
136000000	0.3040	1.1545	0.2145	0.2974	3.1488	0.8808	0.8591	0.2966	0.1840	0.1908	0.3286	1.1862E-3	0.063	0.157	18.457
137000000	0.3481	1.2402	0.2282	0.3107	2.9635	0.9093	0.8536	0.2992	0.1770	0.1965	0.3273	1.5986E-3	0.044	0.157	15.111
138000000	0.2593	1.3222	0.2171	0.3297	2.9551	0.9166	0.8545	0.2975	0.1814	0.1935	0.3276	1.3614E-3	0.255	0.185	16.520
139000000	0.3348	1.1387	0.2182	0.3333	3.0700	0.9049	0.8373	0.2974	0.1791	0.1994	0.3241	1.3941E-3	0.982	0.200	16.711
140000000	0.3205	1.2955	0.2447	0.2984	2.9981	0.8429	0.8692	0.2996	0.1836	0.1916	0.3252	1.4362E-3	0.709	0.176	15.686
141000000	0.2072	1.1508	0.2425	0.3269	3.1473	0.9252	0.8809	0.2977	0.1817	0.1967	0.3238	1.4068E-3	0.255	0.156	16.623
142000000	0.3303	1.3313	0.2624	0.2777	2.9871	0.8111	0.8709	0.2953	0.1817	0.1957	0.3274	1.2468E-3	0.697	0.197	17.878
143000000	0.2892	1.2560	0.2200	0.1979	3.1330	0.9039	0.8447	0.2994	0.1801	0.1913	0.3292	1.2836E-3	0.344	0.178	16.714
144000000	0.3275	1.1976	0.2532	0.2415	3.0857	0.8945	0.8533	0.3045	0.1821	0.1933	0.3202	1.4053E-3	0.069	0.168	15.714
145000000	0.3082	1.2819	0.2006	0.2403	3.1454	0.8235	0.8613	0.2977	0.1825	0.1967	0.3231	1.4778E-3	0.809	0.169	15.102
146000000	0.2652	1.4590	0.1849	0.2186	3.0262	0.8461	0.8316	0.2965	0.1827	0.1921	0.3288	1.2516E-3	0.330	0.174	17.679
147000000	0.3050	1.1479	0.2155	0.3384	3.1921	0.8012	0.8444	0.2907	0.1827	0.1960	0.3306	1.3435E-3	0.544	0.180	16.290
148000000	0.2873	1.3088	0.2782	0.2322	3.1810	0.7126	0.8395	0.3035	0.1757	0.1960	0.3248	1.2176E-3	0.496	0.187	16.784
149000000	0.2958	1.1528	0.2550	0.2437	3.0940	0.9587	0.7926	0.3008	0.1777	0.1968	0.3247	1.1788E-3	0.156	0.203	18.545
150000000	0.2720	1.2927	0.2300	0.2932	3.1075	0.8046	0.8158	0.3005	0.1849	0.1903	0.3244	1.3755E-3	0.241	0.180	17.045
151000000	0.3122	1.1290	0.2575	0.1900	3.1143	0.9970	0.8631	0.2955	0.1799	0.1948	0.3298	1.4678E-3	0.901	0.181	14.496
152000000	0.2848	1.1885	0.2913	0.2103	3.2991	0.7260	0.8604	0.2927	0.1809	0.1967	0.3296	1.3298E-3	0.469	0.193	15.780
153000000	0.2284	1.1548	0.2097	0.2432	3.1590	1.0048	0.8393	0.2991	0.1818	0.1935	0.3256	1.1657E-3	0.134	0.178	19.671
154000000	0.2361	1.2399	0.1968	0.2554	3.1449	0.9269	0.8365	0.3004	0.1800	0.1993	0.3203	1.358E-3	0.233	0.199	17.169
155000000	0.2595	1.1459	0.2195	0.2616	3.1953	0.9181	0.8515	0.3009	0.1787	0.1943	0.3261	1.3351E-3	1.339	0.173	16.894
156000000	0.3252	1.3557	0.2167	0.1504	3.1012	0.8508	0.8639	0.3054	0.1844	0.1913	0.3190	1.5156E-3	0.935	0.178	14.655
157000000	0.2187	1.2289	0.2715	0.2451	2.9428	1.0930	0.8626	0.2982	0.1809	0.1962	0.3247	1.5532E-3	0.638	0.168	14.574
158000000	0.3324	1.1953	0.2126	0.3564	2.9232	0.9801	0.8468	0.3035	0.1808	0.1918	0.3239	1.4479E-3	0.418	0.196	15.517
159000000	0.2372	1.2776	0.3057	0.2635	2.9653	0.9507	0.8505	0.3007	0.1805	0.1977	0.3212	1.6386E-3	0.196	0.197	13.210
160000000	0.2590	1.3288	0.2906	0.2989	2.9206	0.9021	0.8500	0.2969	0.1806	0.1962	0.3263	1.3093E-3	1.387	0.184	16.562
161000000	0.2684	1.2190	0.2498	0.3875	3.0034	0.8719	0.8480	0.2952	0.1826	0.1951	0.3271	1.4188E-3	0.416	0.175	16.296
162000000	0.2524	1.1604	0.2364	0.2199	3.2008	0.9302	0.8276	0.3007	0.1793	0.1957	0.3243	1.1231E-3	1.027	0.169	18.327
163000000	0.2575	1.4454	0.1859	0.2384	2.8958	0.9770	0.8462	0.2974	0.1839	0.1932	0.3256	1.2446E-3	0.162	0.158	17.899
164000000	0.3550	1.2714	0.2316	0.2028	3.0318	0.9074	0.8155	0.2925	0.1806	0.1969	0.3299	1.2023E-3	0.331	0.209	17.653
165000000	0.2586	1.0679	0.3119	0.2920	3.1269	0.9429	0.8726	0.2964	0.1828	0.1985	0.3224	1.3319E-3	0.149	0.163	17.997
166000000	0.4200	1.2984	0.2651	0.2530	3.0022	0.7614	0.8406	0.3035	0.1832	0.1926	0.3208	1.2736E-3	0.082	0.169	17.517
167000000	0.2872	1.2413	0.2203	0.2220	2.9922	1.0370	0.8390	0.2993	0.1811	0.1955	0.3241	1.3729E-3	0.154	0.156	16.447
168000000	0.2639	1.0116	0.2132	0.4783	3.2195	0.8135	0.8323	0.2999	0.1815	0.1933	0.3253	1.2554E-3	0.395	0.227	17.550
169000000	0.2892	1.2839	0.2311	0.2702	2.8948	1.0308	0.8598	0.2996	0.1826	0.1905	0.3273	1.4471E-3	0.174	0.164	15.987
170000000	0.4187	1.3059	0.2972	0.3524	2.7333	0.8924	0.8494	0.2945	0.1818	0.1979	0.3258	1.2605E-3	0.563	0.162	17.679
171000000	0.2708	1.2322	0.2661	0.2604	3.1758	0.7948	0.8472	0.2934	0.1791	0.1982	0.3293	1.19E-3	0.376	0.160	18.237
172000000	0.2875	1.0832	0.2853	0.2792	3.0503	1.0145	0.8131	0.2975	0.1795	0.1953	0.3277	1.4813E-3	0.418	0.160	16.589
173000000	0.2145	1.4121	0.2099	0.2584	2.8691	1.0359	0.8319	0.2977	0.1812	0.1925	0.3285	1.5359E-3	0.744	0.173	14.572
174000000	0.3016	1.3551	0.1676	0.3088	3.0601	0.8068	0.8403	0.3009	0.1803	0.1931	0.3257	1.4163E-3	0.143	0.164	15.162
