state	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	pInv	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	skygrid.precision	rootHeight	treeLength
26000000	0.2141	1.2276	0.2037	0.2449	3.0264	1.0833	0.8202	0.3027	0.1794	0.1923	0.3255	1.148E-3	0.063	0.196	19.108
27000000	0.2765	1.3495	0.2638	0.3229	2.7653	1.0220	0.8703	0.3004	0.1803	0.1963	0.3230	1.3893E-3	1.366	0.191	16.730
28000000	0.2109	1.2168	0.1772	0.3712	3.2082	0.8156	0.8426	0.3015	0.1780	0.1985	0.3220	1.0278E-3	0.791	0.220	20.715
29000000	0.2506	1.0478	0.1879	0.2344	3.3757	0.9035	0.8532	0.3011	0.1817	0.1940	0.3233	1.2314E-3	0.248	0.181	18.486
30000000	0.2597	1.1381	0.1802	0.3477	3.2611	0.8131	0.8560	0.3009	0.1787	0.1975	0.3229	1.3331E-3	0.837	0.195	17.204
31000000	0.2715	1.2291	0.2265	0.3081	2.9954	0.9694	0.8345	0.3001	0.1766	0.1949	0.3284	1.3318E-3	0.437	0.199	16.894
32000000	0.3095	1.1836	0.2421	0.2567	3.0860	0.9221	0.8705	0.3034	0.1786	0.1949	0.3231	1.2434E-3	0.081	0.157	17.338
33000000	0.1912	1.3015	0.2313	0.2596	3.0821	0.9342	0.8903	0.2994	0.1813	0.1951	0.3242	1.3361E-3	0.156	0.161	17.300
34000000	0.2889	1.2610	0.2534	0.2749	2.9022	1.0196	0.8631	0.3020	0.1849	0.1905	0.3226	1.3668E-3	0.541	0.223	16.687
35000000	0.3526	1.2325	0.2060	0.1725	3.1862	0.8503	0.8201	0.2975	0.1821	0.1950	0.3254	1.446E-3	0.167	0.162	16.282
36000000	0.2267	1.2746	0.2410	0.2813	3.1529	0.8235	0.8627	0.3035	0.1783	0.1932	0.3250	1.3289E-3	0.295	0.164	16.426
37000000	0.3090	1.1937	0.2315	0.2814	3.0820	0.9023	0.8441	0.3011	0.1793	0.1945	0.3251	1.4043E-3	0.470	0.177	15.455
38000000	0.2770	0.9968	0.2248	0.3460	3.1292	1.0262	0.8487	0.3027	0.1768	0.1950	0.3255	1.3171E-3	0.828	0.200	16.479
39000000	0.2481	1.1323	0.2030	0.2271	3.2131	0.9764	0.8620	0.2988	0.1816	0.1992	0.3204	1.5018E-3	0.314	0.160	15.404
40000000	0.2847	1.1755	0.2802	0.1991	3.0921	0.9684	0.8480	0.2942	0.1803	0.1969	0.3286	1.562E-3	0.648	0.174	13.932
41000000	0.2501	1.3805	0.2537	0.1742	3.0605	0.8809	0.8497	0.3021	0.1813	0.1940	0.3226	1.4689E-3	0.131	0.158	15.698
42000000	0.3897	1.1907	0.2315	0.2370	3.1004	0.8507	0.8312	0.3009	0.1798	0.1984	0.3209	1.2701E-3	0.493	0.158	16.990
43000000	0.2981	1.1310	0.1932	0.2565	3.0413	1.0799	0.8580	0.2964	0.1807	0.1946	0.3284	1.5333E-3	0.165	0.159	15.157
44000000	0.2567	1.2191	0.2605	0.2793	3.2267	0.7578	0.8549	0.2942	0.1809	0.1976	0.3273	1.1838E-3	0.218	0.175	18.802
45000000	0.1945	1.3064	0.2381	0.4119	2.8937	0.9553	0.8529	0.2962	0.1815	0.1976	0.3247	1.2506E-3	0.618	0.169	17.035
46000000	0.2804	1.2397	0.2463	0.2364	3.1534	0.8438	0.8645	0.2980	0.1809	0.1920	0.3291	1.4816E-3	0.608	0.191	15.949
47000000	0.3400	1.1979	0.2625	0.3555	3.1034	0.7408	0.8328	0.2966	0.1786	0.1977	0.3271	1.4941E-3	0.115	0.165	15.253
48000000	0.2972	1.1871	0.3209	0.3351	2.8535	1.0062	0.8700	0.2913	0.1826	0.1984	0.3277	1.6457E-3	0.313	0.176	14.487
49000000	0.3523	1.2439	0.2147	0.3073	3.0897	0.7922	0.8704	0.2984	0.1829	0.1977	0.3210	1.2025E-3	0.376	0.164	17.571
50000000	0.2637	1.2095	0.1948	0.2843	3.3181	0.7296	0.8255	0.2966	0.1861	0.1940	0.3233	1.3435E-3	0.378	0.170	16.857
51000000	0.3420	1.1130	0.2364	0.2639	3.1846	0.8601	0.8212	0.2976	0.1821	0.1949	0.3254	1.5085E-3	0.159	0.165	15.490
52000000	0.2671	1.2216	0.1492	0.3241	3.0999	0.9381	0.8498	0.2949	0.1818	0.1962	0.3271	1.3141E-3	1.053	0.178	16.526
53000000	0.2573	1.2445	0.2539	0.3241	3.0184	0.9018	0.8412	0.2961	0.1811	0.1961	0.3267	1.2167E-3	0.038	0.157	19.512
54000000	0.2953	1.4408	0.2275	0.3035	2.8459	0.8870	0.8478	0.3002	0.1784	0.1968	0.3245	1.1957E-3	0.184	0.156	17.733
55000000	0.3594	1.3210	0.2477	0.2743	3.0761	0.7215	0.8455	0.3001	0.1833	0.1911	0.3255	1.3192E-3	0.090	0.156	17.178
56000000	0.2300	1.0359	0.2381	0.2908	3.3133	0.8919	0.8570	0.2956	0.1818	0.1935	0.3291	1.3263E-3	0.167	0.160	16.463
57000000	0.2615	1.2183	0.2627	0.2390	2.9863	1.0322	0.8529	0.2981	0.1819	0.1933	0.3267	1.4369E-3	0.103	0.160	15.597
58000000	0.2889	1.1597	0.2763	0.2973	2.9658	1.0120	0.8507	0.2962	0.1801	0.1930	0.3307	1.3244E-3	0.348	0.167	16.475
59000000	0.2126	1.1384	0.1933	0.2617	3.2360	0.9579	0.8385	0.2994	0.1817	0.1950	0.3239	1.2786E-3	0.867	0.230	17.808
60000000	0.3420	1.2274	0.1941	0.2483	3.0078	0.9805	0.8438	0.2990	0.1839	0.1920	0.3251	1.2494E-3	1.149	0.197	17.755
61000000	0.3706	1.2879	0.2057	0.2105	2.9973	0.9279	0.8747	0.2923	0.1841	0.1940	0.3295	1.3422E-3	0.110	0.178	17.467
62000000	0.3225	1.0838	0.2614	0.2221	3.1042	1.0060	0.8153	0.2914	0.1817	0.1969	0.3301	1.2524E-3	0.634	0.177	17.584
63000000	0.3177	1.1948	0.1939	0.2895	3.2285	0.7756	0.8310	0.2979	0.1778	0.1986	0.3257	1.2781E-3	0.252	0.189	17.122
64000000	0.2877	1.1482	0.1556	0.3166	3.2676	0.8243	0.8379	0.2979	0.1784	0.1965	0.3272	1.3239E-3	0.436	0.162	16.451
65000000	0.3196	1.2456	0.2085	0.2482	3.0612	0.9169	0.8602	0.3032	0.1822	0.1949	0.3197	1.1911E-3	0.847	0.185	18.418
66000000	0.2674	1.2368	0.1830	0.3765	2.9601	0.9763	0.8280	0.2980	0.1806	0.1946	0.3268	1.317E-3	0.764	0.159	17.066
67000000	0.2630	1.1426	0.1811	0.3068	3.2092	0.8973	0.8623	0.3008	0.1800	0.1938	0.3255	1.1502E-3	0.195	0.160	19.787
68000000	0.2076	1.3070	0.1753	0.3296	3.0118	0.9687	0.8545	0.2944	0.1841	0.1959	0.3257	1.3387E-3	0.535	0.198	17.908
69000000	0.2915	1.2155	0.1778	0.2739	3.0238	1.0176	0.8686	0.2967	0.1838	0.1939	0.3256	1.3668E-3	1.091	0.186	17.508
70000000	0.2514	1.1797	0.2687	0.3766	3.0365	0.8871	0.8234	0.3006	0.1778	0.1952	0.3264	1.4206E-3	0.637	0.193	16.092
71000000	0.2794	1.2211	0.2676	0.2750	2.9581	0.9988	0.8488	0.2988	0.1808	0.1963	0.3241	1.4673E-3	0.275	0.160	14.912
72000000	0.2820	1.1650	0.1859	0.3140	3.1599	0.8932	0.8613	0.2947	0.1830	0.1950	0.3273	1.6136E-3	0.249	0.162	14.727
73000000	0.3448	1.1481	0.2554	0.3071	3.1701	0.7745	0.8185	0.3005	0.1809	0.1894	0.3292	1.3633E-3	0.430	0.191	16.502
74000000	0.2275	1.1832	0.1906	0.4100	3.1420	0.8466	0.8328	0.3024	0.1807	0.1976	0.3193	1.2099E-3	0.595	0.183	17.533
75000000	0.2889	1.2689	0.2354	0.3382	3.0096	0.8590	0.8368	0.2972	0.1800	0.1990	0.3238	1.7092E-3	0.419	0.180	13.764
76000000	0.2826	1.3793	0.2301	0.2576	3.0405	0.8099	0.8198	0.2971	0.1828	0.1944	0.3257	1.3036E-3	0.094	0.159	17.056
77000000	0.2424	1.0140	0.2158	0.3700	3.2491	0.9087	0.8715	0.3016	0.1794	0.1959	0.3231	1.4387E-3	0.720	0.163	15.451
78000000	0.3775	1.0036	0.2136	0.3854	3.1850	0.8349	0.8412	0.2998	0.1819	0.1948	0.3235	1.153E-3	0.168	0.202	20.659
79000000	0.3245	1.1098	0.2408	0.2537	3.3260	0.7452	0.8678	0.2963	0.1795	0.2011	0.3231	1.2198E-3	0.529	0.160	19.577
80000000	0.2399	1.2185	0.2676	0.1831	3.1980	0.8930	0.8607	0.3002	0.1789	0.1936	0.3273	1.1942E-3	0.440	0.185	18.918
81000000	0.2981	1.3886	0.2028	0.2838	2.9038	0.9229	0.8515	0.2990	0.1818	0.1956	0.3236	1.1724E-3	1.009	0.307	19.167
82000000	0.3590	1.4867	0.2329	0.2385	2.9192	0.7636	0.8447	0.3032	0.1790	0.1954	0.3224	1.4253E-3	0.128	0.167	17.390
83000000	0.3011	1.2902	0.2491	0.3154	2.8429	1.0013	0.8467	0.2956	0.1794	0.1971	0.3279	1.521E-3	0.521	0.187	15.278
84000000	0.3016	1.2907	0.1918	0.2707	3.0148	0.9304	0.8229	0.2980	0.1768	0.1966	0.3286	1.33E-3	1.457	0.199	17.028
85000000	0.3191	1.0334	0.2354	0.2604	3.0896	1.0622	0.8656	0.2979	0.1819	0.1925	0.3277	1.1772E-3	0.246	0.176	18.599
86000000	0.2430	1.3331	0.2107	0.4131	2.9560	0.8439	0.8508	0.2938	0.1838	0.1973	0.3251	1.3467E-3	0.193	0.165	16.727
87000000	0.3670	1.1779	0.2278	0.2727	2.9747	0.9799	0.8285	0.2972	0.1809	0.1937	0.3281	1.2444E-3	0.081	0.156	17.486
88000000	0.3613	1.2303	0.2366	0.2130	3.0501	0.9087	0.8435	0.3010	0.1804	0.1947	0.3238	1.1521E-3	0.597	0.183	18.934
89000000	0.2726	1.1714	0.2121	0.3392	3.0751	0.9295	0.8862	0.3004	0.1793	0.1960	0.3243	1.1536E-3	0.202	0.194	18.029
90000000	0.2483	1.1586	0.2262	0.2689	3.0910	1.0071	0.8541	0.3022	0.1817	0.1936	0.3225	1.2586E-3	0.419	0.166	17.679
91000000	0.2963	1.2197	0.2533	0.3246	3.0883	0.8178	0.8629	0.3007	0.1794	0.1993	0.3206	1.3338E-3	0.108	0.157	16.974
92000000	0.2290	1.2912	0.1962	0.2759	3.1804	0.8274	0.8154	0.3018	0.1809	0.1924	0.3248	1.4233E-3	0.192	0.172	16.005
93000000	0.2557	1.2549	0.2328	0.3112	2.9034	1.0420	0.8801	0.2945	0.1806	0.1963	0.3285	1.4232E-3	0.133	0.156	15.708
94000000	0.2928	1.2428	0.2370	0.3742	2.9741	0.8791	0.8227	0.2967	0.1783	0.1978	0.3272	1.3895E-3	0.077	0.158	16.306
95000000	0.3784	1.2597	0.2645	0.2917	2.9280	0.8778	0.8464	0.2963	0.1812	0.1967	0.3257	1.4888E-3	0.279	0.166	15.025
96000000	0.3317	1.1670	0.2016	0.2602	3.1218	0.9177	0.8533	0.3007	0.1817	0.1937	0.3239	1.3525E-3	0.446	0.179	16.197
97000000	0.2419	1.1569	0.1982	0.3372	3.0057	1.0601	0.8547	0.2949	0.1857	0.1970	0.3225	1.427E-3	0.215	0.195	16.987
98000000	0.2611	1.2713	0.1949	0.2728	3.0952	0.9047	0.8045	0.2993	0.1839	0.1956	0.3211	1.4553E-3	0.367	0.186	15.558
99000000	0.2583	1.2383	0.2162	0.4019	3.0322	0.8530	0.8614	0.2960	0.1774	0.1990	0.3276	1.4404E-3	0.564	0.167	15.043
100000000	0.2745	1.1806	0.2225	0.2563	3.1199	0.9462	0.8165	0.2993	0.1776	0.1953	0.3278	1.2392E-3	0.714	0.164	18.226
101000000	0.2623	1.2775	0.2614	0.2406	3.1514	0.8068	0.8471	0.2975	0.1831	0.1929	0.3265	1.4895E-3	0.742	0.188	15.591
102000000	0.3468	1.2370	0.1814	0.2136	3.1069	0.9143	0.8708	0.2963	0.1824	0.1965	0.3248	1.7469E-3	0.770	0.168	13.659
103000000	0.4025	1.1765	0.2655	0.2803	3.0006	0.8746	0.8796	0.2986	0.1783	0.2001	0.3230	1.5264E-3	0.132	0.157	14.533
104000000	0.1985	1.0998	0.2912	0.2888	3.1461	0.9757	0.8761	0.3003	0.1801	0.1920	0.3276	1.5789E-3	0.077	0.164	13.981
105000000	0.3092	1.1426	0.2507	0.3826	2.9825	0.9323	0.8747	0.2970	0.1834	0.1960	0.3236	1.4619E-3	0.510	0.203	15.694
106000000	0.1994	1.2687	0.2569	0.2620	3.1764	0.8366	0.8566	0.2979	0.1803	0.1936	0.3282	1.3589E-3	0.525	0.172	15.742
107000000	0.3331	1.1288	0.1848	0.3816	3.0395	0.9321	0.8249	0.3000	0.1779	0.1978	0.3243	1.4732E-3	0.384	0.196	15.517
108000000	0.2962	1.2117	0.2739	0.3511	3.1791	0.6880	0.8765	0.2969	0.1819	0.1970	0.3242	1.2601E-3	0.796	0.188	18.232
109000000	0.3231	1.1032	0.2263	0.2276	3.1716	0.9482	0.8253	0.2958	0.1802	0.1973	0.3268	1.2366E-3	0.750	0.189	17.723
110000000	0.2874	1.2967	0.1241	0.3841	3.0525	0.8553	0.8517	0.2983	0.1840	0.1901	0.3276	1.3257E-3	0.587	0.163	17.137
111000000	0.2875	1.2310	0.2345	0.3302	2.9687	0.9481	0.8347	0.2985	0.1804	0.1963	0.3248	1.2551E-3	1.326	0.199	17.820
112000000	0.2364	1.2689	0.1819	0.2988	3.1555	0.8585	0.8193	0.3007	0.1769	0.1947	0.3277	1.2827E-3	0.366	0.185	17.673
113000000	0.2805	1.2922	0.2201	0.1848	3.0197	1.0026	0.8694	0.3021	0.1763	0.1965	0.3252	1.0503E-3	0.223	0.166	20.210
114000000	0.2815	1.2633	0.2149	0.2456	2.9524	1.0423	0.8302	0.3003	0.1789	0.1960	0.3247	1.1358E-3	0.309	0.181	19.724
115000000	0.2626	1.1942	0.2333	0.3105	3.1315	0.8679	0.8346	0.2993	0.1816	0.1953	0.3239	1.3699E-3	0.802	0.166	16.881
116000000	0.2646	1.1431	0.2056	0.3159	3.1275	0.9434	0.8506	0.2973	0.1775	0.1947	0.3304	1.414E-3	0.127	0.161	16.364
117000000	0.2498	1.3103	0.2109	0.2151	3.0010	1.0128	0.8503	0.2970	0.1843	0.1921	0.3267	1.6592E-3	0.420	0.173	14.427
118000000	0.3850	1.0051	0.1965	0.4263	3.1429	0.8442	0.8586	0.3026	0.1756	0.1934	0.3284	1.3652E-3	0.125	0.176	16.719
119000000	0.3476	1.4563	0.2179	0.2479	2.9771	0.7533	0.8729	0.2948	0.1829	0.1968	0.3254	1.2176E-3	0.625	0.170	17.543
120000000	0.3606	1.3871	0.2312	0.2151	2.9774	0.8286	0.8408	0.2982	0.1796	0.1989	0.3233	1.1991E-3	0.116	0.180	18.890
121000000	0.3527	1.3377	0.1805	0.2566	2.9244	0.9481	0.8492	0.2962	0.1802	0.1962	0.3273	1.3476E-3	0.102	0.195	17.238
122000000	0.3645	1.2786	0.2207	0.2652	2.9114	0.9596	0.8563	0.3002	0.1781	0.1927	0.3290	1.2237E-3	0.643	0.203	19.179
123000000	0.2730	1.1798	0.2288	0.2586	3.2783	0.7814	0.8472	0.2980	0.1820	0.1961	0.3239	1.3289E-3	0.660	0.189	18.410
124000000	0.3633	1.3753	0.2391	0.3506	2.7014	0.9703	0.8479	0.2952	0.1816	0.1977	0.3255	1.2405E-3	0.185	0.166	17.676
125000000	0.3376	1.2046	0.1994	0.2185	3.1661	0.8739	0.8524	0.2988	0.1755	0.1988	0.3269	1.2623E-3	0.745	0.179	16.682
126000000	0.3603	1.2021	0.2245	0.2042	3.0137	0.9951	0.8638	0.2997	0.1788	0.1971	0.3244	1.2572E-3	0.266	0.196	18.283
127000000	0.3195	1.3628	0.2693	0.2055	3.0015	0.8413	0.8757	0.2941	0.1877	0.1949	0.3232	1.2382E-3	0.521	0.188	17.666
128000000	0.3053	1.2248	0.2272	0.2347	3.0761	0.9319	0.8461	0.2958	0.1779	0.1981	0.3282	1.277E-3	0.872	0.167	17.589
129000000	0.2943	1.0649	0.2153	0.2523	3.2693	0.9039	0.8751	0.2961	0.1777	0.1965	0.3296	1.4153E-3	0.504	0.170	15.227
130000000	0.3809	1.2774	0.2683	0.1820	3.0220	0.8693	0.8799	0.2921	0.1826	0.1960	0.3293	1.4395E-3	0.141	0.161	15.628
131000000	0.2788	1.2239	0.2099	0.3114	3.1808	0.7952	0.8387	0.2971	0.1806	0.1973	0.3250	1.6818E-3	0.313	0.160	13.543
132000000	0.2698	1.1923	0.2558	0.2714	3.0273	0.9833	0.8579	0.3001	0.1783	0.1974	0.3242	1.4574E-3	0.091	0.156	15.217
133000000	0.3639	1.3906	0.2109	0.2552	2.9666	0.8128	0.8482	0.2976	0.1825	0.1949	0.3250	1.5281E-3	0.023	0.156	14.794
134000000	0.3327	1.2254	0.2418	0.2617	2.9988	0.9396	0.8486	0.2973	0.1825	0.1929	0.3273	1.4334E-3	0.125	0.163	15.568
135000000	0.2840	1.2434	0.1862	0.3013	2.8593	1.1258	0.8414	0.2963	0.1809	0.1946	0.3283	1.4269E-3	0.247	0.164	15.906
136000000	0.2648	1.1117	0.2695	0.2804	3.0806	0.9931	0.8336	0.3019	0.1802	0.1922	0.3257	1.2308E-3	0.485	0.189	17.539
137000000	0.2421	1.2447	0.2285	0.3457	3.0312	0.9079	0.8698	0.3006	0.1797	0.1968	0.3229	1.1901E-3	0.344	0.176	18.614
138000000	0.2399	1.2010	0.1976	0.2310	3.1928	0.9377	0.8499	0.2962	0.1829	0.1925	0.3285	1.1772E-3	0.701	0.176	18.656
139000000	0.1826	1.3738	0.2341	0.1992	3.0576	0.9527	0.8355	0.2995	0.1784	0.1940	0.3282	1.4091E-3	0.148	0.182	16.786
140000000	0.3197	1.0820	0.1993	0.3041	3.3174	0.7774	0.8469	0.3012	0.1813	0.1948	0.3227	1.2774E-3	0.453	0.202	18.098
141000000	0.2550	1.1542	0.2001	0.1654	3.3135	0.9118	0.8443	0.3004	0.1780	0.1935	0.3281	1.2297E-3	0.529	0.172	18.371
142000000	0.4270	1.2236	0.2286	0.2795	2.9239	0.9174	0.8458	0.2966	0.1803	0.1936	0.3295	1.3302E-3	0.147	0.184	17.536
143000000	0.2130	1.1814	0.2637	0.2818	3.2458	0.8144	0.8324	0.2976	0.1835	0.1954	0.3235	1.2798E-3	0.977	0.166	16.330
144000000	0.2304	1.2324	0.2305	0.2725	3.3066	0.7277	0.8422	0.2982	0.1777	0.1941	0.3299	1.1865E-3	0.466	0.157	17.570
145000000	0.3013	1.2685	0.2334	0.2205	3.1368	0.8394	0.8196	0.2979	0.1812	0.1948	0.3261	1.3097E-3	1.022	0.202	17.189
146000000	0.4140	1.1370	0.2148	0.2786	3.0727	0.8830	0.8761	0.3019	0.1808	0.1947	0.3226	1.1901E-3	0.427	0.176	18.912
147000000	0.4118	1.1078	0.2409	0.3447	2.9416	0.9531	0.8616	0.2997	0.1801	0.1961	0.3241	1.3569E-3	0.453	0.181	16.008
148000000	0.3199	1.2578	0.1711	0.1975	3.0731	0.9806	0.8067	0.2927	0.1783	0.1987	0.3302	1.3077E-3	0.138	0.157	17.076
149000000	0.3094	1.2486	0.2002	0.2528	2.8620	1.1269	0.8723	0.3012	0.1809	0.1924	0.3256	1.2064E-3	0.116	0.157	18.149
150000000	0.2529	1.1318	0.2885	0.3056	2.9464	1.0748	0.8613	0.2972	0.1785	0.1971	0.3272	1.269E-3	0.812	0.178	17.486
151000000	0.3446	1.2580	0.2619	0.3076	3.0561	0.7718	0.8441	0.2984	0.1824	0.1984	0.3209	1.2431E-3	0.364	0.157	18.296
152000000	0.2464	1.1275	0.1991	0.3200	3.1844	0.9227	0.8401	0.2999	0.1795	0.1968	0.3239	1.2276E-3	0.604	0.168	17.966
153000000	0.1964	1.3287	0.2186	0.2707	3.0821	0.9036	0.7980	0.3020	0.1815	0.1926	0.3238	1.2907E-3	0.739	0.175	18.177
154000000	0.3080	1.1957	0.2000	0.3568	3.1633	0.7761	0.8551	0.2982	0.1789	0.1938	0.3291	1.3227E-3	0.920	0.192	18.119
155000000	0.3561	1.1110	0.2122	0.2852	3.1336	0.9020	0.8432	0.2970	0.1817	0.1967	0.3246	1.3571E-3	0.395	0.161	15.780
156000000	0.3656	1.1415	0.2072	0.3207	2.9897	0.9753	0.8499	0.3038	0.1793	0.1911	0.3257	1.5103E-3	0.070	0.158	14.896
157000000	0.3036	1.3268	0.2268	0.3010	2.8483	0.9934	0.8607	0.3014	0.1785	0.1927	0.3273	1.4559E-3	0.529	0.171	15.383
158000000	0.3174	1.1668	0.3091	0.2211	3.1574	0.8282	0.8486	0.2969	0.1859	0.1948	0.3223	1.1682E-3	0.078	0.177	18.574
159000000	0.2149	1.2931	0.2019	0.2192	3.1518	0.9192	0.8852	0.2959	0.1785	0.1971	0.3286	1.2781E-3	0.482	0.169	17.750
160000000	0.2880	1.1204	0.2636	0.3913	3.0137	0.9230	0.8567	0.2976	0.1819	0.1954	0.3251	1.4429E-3	0.321	0.169	16.417
161000000	0.2559	1.2146	0.2196	0.3887	3.2542	0.6670	0.8134	0.2982	0.1804	0.1979	0.3236	1.3244E-3	0.501	0.179	16.299
162000000	0.3205	1.2539	0.2327	0.1992	3.1093	0.8845	0.8391	0.3002	0.1832	0.1904	0.3262	1.3757E-3	0.509	0.195	17.100
163000000	0.2361	1.2912	0.2666	0.3132	3.0098	0.8830	0.8293	0.2942	0.1811	0.1949	0.3298	1.1438E-3	0.286	0.159	19.623
164000000	0.2528	1.2682	0.2600	0.2157	3.1754	0.8277	0.8150	0.2991	0.1784	0.1968	0.3257	1.4109E-3	0.146	0.204	16.677
165000000	0.3488	1.1233	0.2554	0.3198	3.0877	0.8650	0.8215	0.3005	0.1788	0.1948	0.3259	1.3315E-3	0.335	0.192	17.629
166000000	0.2946	1.2336	0.2700	0.3856	2.9850	0.8311	0.8560	0.3013	0.1815	0.1919	0.3253	1.4231E-3	0.533	0.164	16.185
167000000	0.3101	1.1926	0.1954	0.2575	2.9983	1.0462	0.8405	0.2996	0.1836	0.1905	0.3263	1.3502E-3	0.877	0.171	15.845
168000000	0.3883	1.3387	0.1471	0.3441	2.8738	0.9080	0.8177	0.2993	0.1807	0.1920	0.3279	1.4802E-3	0.269	0.159	16.023
169000000	0.3323	1.0752	0.1397	0.2666	3.1950	0.9912	0.8127	0.2969	0.1796	0.1984	0.3252	1.4287E-3	0.151	0.180	15.755
170000000	0.3354	1.3053	0.2170	0.2693	2.9176	0.9554	0.8020	0.2934	0.1804	0.1935	0.3327	1.3598E-3	0.313	0.158	17.206
171000000	0.2079	1.3846	0.3142	0.2520	2.9340	0.9073	0.8547	0.3015	0.1784	0.1949	0.3252	1.2757E-3	1.299	0.162	17.109
172000000	0.2592	1.1999	0.2762	0.4042	3.0865	0.7740	0.8192	0.2951	0.1812	0.1957	0.3280	1.3133E-3	0.324	0.199	17.672
173000000	0.3055	1.1869	0.2128	0.3114	2.9393	1.0442	0.8673	0.3017	0.1815	0.1957	0.3211	1.1995E-3	0.186	0.163	17.731
174000000	0.4034	1.2805	0.2508	0.2923	2.9442	0.8288	0.8405	0.2926	0.1811	0.1984	0.3279	1.2763E-3	0.102	0.156	17.305
