state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20
1000000	0.261	0.810	1.398	0.823	-2.330	-2.757	-1.414	-0.307	-5.062	-7.456	-8.821	-11.370	-10.973	-9.809	-9.217	-5.488	-4.158	-5.544	-3.106	-3.682
2000000	1.174	0.731	1.717	0.900	-1.955	-2.898	-1.957	-1.767	-1.889	-5.768	-6.404	-6.254	-6.691	-8.797	-8.285	-9.288	-8.145	-7.456	-10.939	-12.464
3000000	0.559	0.866	1.054	1.980	-1.173	0.104	-2.416	-2.339	-7.397	-6.941	-8.805	-9.318	-11.849	-8.941	-10.192	-9.070	-11.249	-12.941	-13.586	-15.722
4000000	0.592	0.818	1.730	1.705	-0.662	-2.419	-1.172	-2.435	-3.786	-4.338	-1.664	-1.807	-1.729	-3.148	-4.510	-6.317	-5.414	-6.948	-6.015	-6.496
5000000	0.055	0.836	1.307	1.594	-0.864	-2.702	-2.101	-2.542	-4.145	-6.080	-8.026	-9.876	-12.278	-10.182	-9.539	-8.571	-5.987	-6.466	-7.072	-7.082
6000000	0.138	0.822	1.433	1.936	-0.737	-2.345	-1.568	0.433	-3.430	-5.434	-8.094	-9.290	-10.874	-10.184	-11.464	-14.033	-14.177	-14.517	-16.119	-14.974
7000000	0.203	1.121	1.349	1.554	-0.437	-2.533	-1.095	-2.736	-4.365	-4.092	-4.552	-1.673	1.998	2.504	3.304	0.913	1.628	-0.916	-0.422	1.139
8000000	0.118	1.127	1.472	1.175	-1.222	-1.946	-0.462	-1.941	-2.051	-3.902	-4.442	-4.318	-5.861	-6.929	-9.106	-9.676	-10.210	-10.373	-8.921	-9.356
9000000	0.162	1.047	1.085	0.847	-1.391	-2.724	-1.971	-1.905	-3.956	-3.558	-6.453	-10.413	-6.640	-7.045	-5.400	-4.034	1.549	-0.866	-1.034	-0.555
10000000	0.283	1.406	1.556	1.158	-1.115	-2.137	-1.969	-3.225	-2.114	-0.680	-2.750	-1.104	-0.501	-1.560	-3.858	-4.127	-5.373	-6.991	-7.948	-5.927
11000000	0.228	0.631	1.278	1.289	-1.945	-2.303	-1.873	-0.636	-5.238	-3.944	-0.267	-2.291	-4.445	-4.972	-11.467	-13.977	-20.882	-20.711	-26.725	-25.188
12000000	0.098	0.893	1.369	1.591	-0.554	-2.988	-2.224	-1.651	-1.864	-4.264	-6.251	-7.940	-4.838	-2.970	-2.583	-2.169	-0.003	1.000	-1.656	-1.868
13000000	0.882	0.711	1.465	1.581	-0.180	-1.332	-2.710	-3.291	-3.378	-2.681	-1.441	-1.846	-0.849	-1.737	-3.437	-4.632	-5.705	-4.683	-3.866	-4.373
14000000	0.038	1.145	1.621	1.514	-0.394	-2.505	-2.131	-1.582	-3.975	-5.198	-4.629	-3.916	-2.714	-2.950	-2.892	-2.023	-2.179	-0.978	0.622	0.520
15000000	0.226	1.609	1.574	2.031	-0.036	-2.257	-1.598	-2.024	-5.053	-5.125	-3.761	-5.691	-2.180	-3.434	-6.094	-7.467	-6.227	-5.739	-4.434	-4.083
16000000	-0.324	1.249	1.537	1.881	-0.430	-1.758	-1.885	-0.625	-2.474	-3.745	-1.699	-1.730	1.570	-0.560	-1.034	-1.803	-0.814	-1.879	-2.178	-1.097
17000000	0.072	0.967	1.437	1.371	-0.752	-2.211	-1.332	-0.576	-6.810	-11.007	-10.243	-9.097	-10.541	-8.519	-6.428	-9.864	-8.753	-9.338	-6.170	-0.900
18000000	0.034	0.873	1.697	1.505	-0.490	-1.378	-3.351	-1.969	-2.069	-1.497	-4.057	-5.062	-6.146	-4.898	-4.649	-4.969	-5.628	-4.461	-7.697	-8.131
19000000	-0.668	1.675	1.738	1.564	-0.454	-2.442	-1.937	-0.702	-0.860	-3.856	-3.909	-4.241	-3.536	-1.424	-2.299	-4.618	-5.313	-5.785	-3.346	-1.004
20000000	0.001	0.789	1.456	0.950	-0.753	-2.036	-3.346	-3.215	-4.451	-5.768	-5.029	-4.400	-5.717	-6.094	-4.664	-4.784	-5.434	-6.334	-6.351	-7.302
21000000	-0.724	0.923	1.409	1.128	-0.647	-2.446	-1.547	-1.069	-3.782	-4.363	-1.219	2.538	2.561	4.911	2.390	1.729	5.094	3.484	5.815	1.777
22000000	-0.214	1.504	1.857	1.658	-0.973	-2.715	-0.514	-0.584	-5.274	-0.030	-0.948	-6.329	-8.692	-7.104	-11.312	-9.782	-5.534	-8.757	-10.809	-12.514
23000000	-0.206	1.311	1.439	1.522	-1.116	-0.711	-2.381	-1.725	-5.546	-4.883	-4.274	-3.722	-6.465	-7.161	-3.694	-2.989	-6.250	-6.425	-7.463	-6.397
