state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20
1000000	-0.100	0.971	1.387	1.281	-1.076	-1.703	-1.727	-3.510	-3.145	-3.903	-4.316	-3.518	-5.546	-4.253	-6.686	-7.373	-7.329	-7.552	-6.708	-7.276
2000000	1.383	1.009	1.846	1.271	-0.436	-2.985	-2.118	-2.668	-2.879	-2.390	-3.520	-3.716	-3.664	-5.163	-5.925	-5.821	-6.192	-6.888	-5.551	-6.736
3000000	-0.252	1.144	1.643	0.899	-1.326	-2.276	-2.228	-2.355	-5.887	-5.850	-3.764	-1.767	3.609	6.561	6.496	5.613	5.322	4.591	4.870	2.937
4000000	-0.197	1.055	1.577	2.400	-0.830	-2.630	-2.168	-0.518	-2.850	-5.061	-5.241	-5.544	-6.417	-2.704	-3.139	-2.289	-4.282	-5.081	-5.617	-4.040
5000000	1.812	0.689	1.613	1.525	0.012	-3.257	-1.395	-1.016	-6.656	-3.474	-5.033	-6.950	-4.950	-3.775	-9.382	-8.947	-7.091	-7.926	-8.492	-6.314
6000000	1.299	0.991	1.748	2.172	0.002	-1.748	-0.633	-1.548	-3.268	-4.858	-5.616	-6.188	-4.123	-2.297	-3.476	-2.781	-1.079	-0.750	1.271	0.410
7000000	0.122	1.578	1.875	2.044	-0.408	-2.001	-1.860	-2.135	-6.166	-4.095	-5.190	-2.672	-3.435	-2.175	-2.042	-1.394	1.534	-1.811	-2.925	-0.568
8000000	-0.197	0.747	1.715	1.178	-0.877	-2.725	-1.210	-2.359	-8.499	-10.560	-11.339	-9.906	-8.779	-5.641	-7.038	-14.265	-11.045	-9.630	-8.010	-9.970
9000000	-0.442	1.137	1.539	1.171	-0.386	-2.850	-1.253	-0.832	-2.402	-2.889	-5.110	-8.212	-7.239	-9.290	-7.468	-7.114	-8.585	-9.543	-10.208	-8.863
10000000	-0.550	1.474	1.492	1.276	-1.286	-1.933	-2.472	-3.333	-3.011	-3.233	-3.284	-4.264	-3.672	-2.768	-2.982	-3.609	-3.127	-3.030	-4.497	-4.398
11000000	-0.669	1.495	1.323	1.287	-0.683	-1.822	-1.402	-2.441	-4.291	-4.420	-3.107	-2.956	-2.523	-1.508	-1.788	-1.505	-0.232	0.726	-0.748	-1.777
12000000	0.229	0.802	1.384	1.300	-0.756	-2.380	-0.547	-3.753	-2.569	-6.491	-5.144	-6.530	-4.454	-1.086	-2.574	-3.956	-3.709	-1.116	0.012	-2.247
13000000	0.123	1.013	1.605	1.529	-0.487	-1.903	-1.858	-2.913	-3.180	-5.770	-4.404	-4.465	-5.749	-3.027	-1.312	-0.942	1.082	0.864	1.160	-1.747
14000000	-0.381	0.334	1.712	1.440	-2.176	1.767	-2.245	2.817	1.272	-7.416	-8.957	-10.035	-11.045	-11.026	-13.691	-17.254	-14.433	-10.232	-1.910	4.416
15000000	-0.302	0.779	1.477	1.461	-1.455	-3.066	-2.753	-1.621	-4.104	-4.592	-4.810	-4.081	-4.588	-1.902	-1.445	-0.235	-0.581	-2.247	-2.170	-1.138
16000000	-0.445	0.699	1.261	1.085	-1.804	-2.318	-1.111	-0.766	-6.810	-3.254	-9.394	-11.037	-8.671	-12.969	-15.929	-18.580	-21.009	-20.389	-23.408	-21.221
17000000	-0.040	1.124	1.319	1.459	-1.741	-2.441	1.162	-2.126	-5.151	-5.351	-4.128	-2.422	-2.247	-1.794	-0.907	-3.783	-5.531	-4.919	-1.688	-0.207
18000000	0.909	0.374	1.453	1.756	-0.894	-3.239	-2.157	-2.106	-4.035	-5.830	-5.500	-6.462	-6.385	-8.270	-8.995	-10.033	-13.601	-11.876	-14.582	-16.388
