state	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	pInv	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	skygrid.precision	rootHeight	treeLength
1000000	0.2764	1.1692	0.3172	0.2634	3.2786	0.6952	0.8404	0.3049	0.1783	0.1942	0.3226	1.3115E-3	0.494	0.164	17.285
2000000	0.3618	1.2706	0.2340	0.3253	2.8632	0.9451	0.7903	0.2959	0.1797	0.1981	0.3263	1.3766E-3	0.311	0.183	16.900
3000000	0.2833	1.3688	0.2290	0.1951	3.0612	0.8626	0.8455	0.2993	0.1830	0.1937	0.3240	1.4373E-3	0.460	0.171	15.812
4000000	0.2536	1.4020	0.2202	0.2867	2.9077	0.9299	0.8534	0.2966	0.1792	0.1965	0.3278	1.2147E-3	0.301	0.164	18.106
5000000	0.2429	1.3181	0.2754	0.4189	2.9418	0.8029	0.8387	0.2966	0.1802	0.1985	0.3248	1.2993E-3	0.247	0.183	17.690
6000000	0.2853	1.1357	0.2693	0.2780	3.2201	0.8118	0.8642	0.3024	0.1799	0.1980	0.3196	1.2838E-3	0.386	0.180	17.042
7000000	0.3135	1.1896	0.1988	0.3393	3.1064	0.8524	0.8712	0.2970	0.1792	0.1957	0.3282	1.4951E-3	0.313	0.172	15.700
8000000	0.2495	1.2857	0.2355	0.2853	3.0586	0.8855	0.8413	0.2991	0.1796	0.1930	0.3283	1.3548E-3	0.411	0.180	17.310
9000000	0.3178	1.3512	0.2206	0.2223	2.9237	0.9644	0.8490	0.3000	0.1787	0.1940	0.3273	1.3077E-3	0.457	0.156	16.507
10000000	0.2026	1.1809	0.1779	0.2378	3.4012	0.7996	0.8583	0.2992	0.1786	0.1959	0.3263	1.2851E-3	0.611	0.181	16.626
11000000	0.2746	1.2341	0.2403	0.3293	3.0195	0.9022	0.8269	0.2966	0.1832	0.1986	0.3217	1.4058E-3	0.470	0.183	16.381
12000000	0.2157	1.3140	0.2106	0.2807	3.0063	0.9726	0.8467	0.2998	0.1861	0.1918	0.3223	1.4421E-3	0.079	0.156	15.720
13000000	0.3217	1.4077	0.2253	0.2786	2.9623	0.8045	0.8801	0.2974	0.1795	0.1956	0.3275	1.3948E-3	0.390	0.183	15.960
14000000	0.2960	1.1415	0.2576	0.2763	3.0417	0.9870	0.8474	0.3011	0.1777	0.1954	0.3257	1.2663E-3	0.365	0.177	18.073
15000000	0.3662	1.1598	0.2562	0.3096	3.0819	0.8263	0.8773	0.2941	0.1813	0.1950	0.3296	1.2828E-3	0.759	0.177	17.489
16000000	0.2440	1.2098	0.2154	0.4226	2.8534	1.0548	0.8469	0.3016	0.1794	0.1960	0.3230	1.2526E-3	0.472	0.168	16.408
17000000	0.2776	1.2409	0.2531	0.2794	3.0692	0.8798	0.8229	0.2950	0.1817	0.1907	0.3326	1.1271E-3	0.478	0.175	19.366
18000000	0.1831	1.2723	0.2453	0.2570	3.0615	0.9809	0.8616	0.3008	0.1785	0.1974	0.3232	1.2766E-3	0.145	0.162	17.529
19000000	0.2926	1.1241	0.2729	0.2435	3.1598	0.9071	0.8824	0.3012	0.1785	0.1952	0.3252	1.245E-3	0.033	0.157	16.896
20000000	0.2295	1.1466	0.2922	0.2815	3.1291	0.9211	0.8556	0.2971	0.1802	0.2002	0.3225	1.3968E-3	0.808	0.242	17.346
21000000	0.2945	1.3186	0.1974	0.3754	2.8258	0.9883	0.8430	0.2949	0.1841	0.1973	0.3237	1.2276E-3	0.339	0.182	19.506
22000000	0.3129	1.2113	0.2424	0.1954	2.9861	1.0519	0.8543	0.2978	0.1803	0.1957	0.3263	1.373E-3	0.128	0.145	16.510
23000000	0.3209	1.0935	0.2269	0.2327	3.2683	0.8577	0.8520	0.2936	0.1826	0.1986	0.3251	1.3083E-3	2.048	0.181	18.055
24000000	0.2451	1.1835	0.2320	0.3662	3.0940	0.8791	0.8276	0.2991	0.1790	0.1967	0.3252	1.3414E-3	0.538	0.206	16.530
25000000	0.3179	1.1720	0.2221	0.2011	3.2202	0.8667	0.8202	0.2959	0.1805	0.1983	0.3252	1.4251E-3	0.272	0.163	15.995
26000000	0.3163	1.3464	0.2363	0.3768	2.7248	0.9994	0.8684	0.3006	0.1803	0.1946	0.3244	1.1722E-3	0.995	0.164	17.905
27000000	0.3446	1.1808	0.1706	0.2139	3.0647	1.0255	0.8760	0.2993	0.1780	0.1953	0.3274	1.264E-3	0.463	0.165	17.035
28000000	0.2773	1.2827	0.1825	0.3131	2.9830	0.9615	0.8576	0.3001	0.1792	0.1980	0.3227	1.0935E-3	0.081	0.176	18.811
29000000	0.2500	1.3321	0.1724	0.2308	3.0075	1.0072	0.8570	0.2976	0.1808	0.1960	0.3256	1.3827E-3	0.274	0.160	16.686
30000000	0.3126	1.1024	0.2114	0.2928	3.1650	0.9159	0.8540	0.2994	0.1789	0.1953	0.3264	1.2195E-3	0.079	0.175	19.645
31000000	0.2164	1.4501	0.2238	0.2580	2.9184	0.9333	0.8547	0.2944	0.1827	0.1952	0.3276	1.2394E-3	0.247	0.166	18.199
32000000	0.3129	1.2736	0.3232	0.2953	3.0237	0.7713	0.8262	0.2989	0.1786	0.1984	0.3241	1.1918E-3	0.359	0.183	18.301
33000000	0.2620	1.3993	0.2238	0.3980	2.8288	0.8880	0.8576	0.2990	0.1842	0.1939	0.3229	1.2261E-3	0.306	0.161	17.957
34000000	0.3754	1.2294	0.1578	0.4445	2.9847	0.8082	0.8220	0.2954	0.1796	0.1973	0.3277	1.4172E-3	0.743	0.174	16.327
35000000	0.2925	1.2464	0.1525	0.3331	3.0393	0.9362	0.8620	0.2980	0.1773	0.1956	0.3290	1.232E-3	0.346	0.172	18.518
36000000	0.3117	1.4497	0.2944	0.2491	2.6705	1.0246	0.8527	0.2964	0.1801	0.1963	0.3272	1.3796E-3	0.421	0.177	16.633
37000000	0.2946	1.1367	0.2205	0.2541	3.0809	1.0132	0.8026	0.2974	0.1817	0.1967	0.3241	1.3284E-3	0.447	0.176	16.135
38000000	0.3646	1.1078	0.2539	0.2719	3.0794	0.9223	0.8466	0.3024	0.1817	0.1937	0.3222	1.2339E-3	0.436	0.191	18.208
