state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20
1000000	0.023	1.119	1.515	1.721	-1.251	-2.509	-1.486	1.444	-9.128	-15.792	-24.999	-27.431	-26.484	-28.528	-32.433	-30.524	-26.911	-21.639	-23.769	-23.420
2000000	0.495	1.247	1.567	2.064	-0.749	-2.585	-0.257	2.100	-9.663	-12.773	-11.658	-13.975	-9.396	-1.926	-11.452	-9.121	-10.846	-11.911	-17.651	-14.610
3000000	-0.247	1.121	1.468	0.894	-1.661	-2.765	-1.401	-0.165	-11.821	-16.073	-13.959	-9.464	-6.933	-9.880	-5.877	-8.617	-8.326	-11.730	-7.325	-6.073
4000000	-0.699	1.172	1.508	1.579	-0.160	-2.895	-1.750	-0.189	-7.484	-7.786	-10.269	-11.133	-8.289	-5.808	-3.490	-5.726	-12.712	-11.290	-8.210	-14.009
5000000	0.504	0.946	1.864	1.530	-0.412	-2.369	-3.114	-0.268	-5.106	-0.170	0.715	0.044	3.270	3.257	9.625	8.852	9.199	7.811	8.109	3.453
6000000	0.332	1.068	1.916	1.785	-0.617	-2.479	-2.096	-0.755	-2.809	-3.290	-6.487	-4.702	-5.942	-3.476	-4.104	-0.491	-0.566	0.547	-0.308	0.251
7000000	0.062	0.964	1.487	1.228	-0.958	-2.485	-1.289	-1.197	-6.116	-6.183	-5.266	-4.249	-6.221	-6.029	-3.589	-3.462	-3.428	-3.914	-4.674	-3.839
8000000	0.147	0.423	1.429	1.148	-1.444	-2.811	-2.447	-2.068	-5.480	-4.217	-5.390	-4.737	-3.861	-1.380	-0.520	-1.533	-2.805	-3.452	-3.932	-3.929
9000000	-0.271	0.533	1.387	0.859	-1.916	-3.053	-2.320	-1.929	-5.371	-5.057	-5.148	-5.552	-7.472	-4.754	-1.321	-4.852	-5.049	-6.845	-0.186	-0.829
10000000	-0.189	1.015	1.704	1.382	-1.073	-2.596	-1.904	-3.180	-3.206	-3.312	-3.405	-2.644	-1.795	-1.674	-1.489	-0.203	0.209	1.255	1.940	3.877
11000000	-0.203	1.134	1.515	2.170	-0.415	-3.313	-0.074	-1.480	-7.551	-10.179	-11.327	-15.741	-16.502	-18.728	-17.526	-19.258	-19.694	-21.326	-20.023	-23.578
12000000	0.582	0.813	1.523	1.759	-0.537	-1.615	-2.987	-2.395	-3.641	-2.369	-4.733	-5.181	-5.605	-3.201	-2.252	-3.614	-2.244	0.243	-0.948	0.126
13000000	-0.611	1.031	1.500	1.661	-1.085	-3.335	-1.875	-2.143	-5.798	-7.426	-9.766	-10.194	-8.765	-8.516	-7.915	-9.181	-10.139	-12.912	-12.003	-13.581
14000000	0.054	0.648	1.278	1.625	-1.438	-2.091	-1.805	-4.489	-3.156	-1.915	-4.575	-3.569	-5.282	-6.844	-9.198	-9.008	-10.414	-11.183	-8.549	-9.265
15000000	0.765	1.162	1.227	1.470	-1.164	-1.301	-0.969	-0.468	-2.124	-3.935	-1.476	-1.095	-1.458	0.336	1.506	1.941	3.949	4.454	5.488	1.984
16000000	-0.663	0.862	1.556	1.021	-0.498	-1.348	-2.596	-3.240	-3.194	-3.325	-2.529	-1.648	-3.304	-4.335	-3.928	-5.169	-5.877	-4.520	-5.137	-4.760
17000000	0.639	0.865	1.280	1.978	-1.126	-1.257	-2.009	-3.518	-3.024	-2.814	-5.776	-6.255	-6.998	-4.990	-9.287	-6.831	-7.135	-5.492	-4.373	-4.646
18000000	-0.373	1.041	1.631	1.740	-1.728	-0.873	-2.471	-1.367	-6.704	-7.415	-4.456	-4.306	-2.125	-2.733	0.179	-1.236	1.026	-0.547	2.466	6.308
19000000	-0.258	0.646	1.346	1.491	-1.388	-2.648	-1.749	0.302	-3.400	-4.319	-4.324	-4.189	-4.869	-9.216	-10.207	-10.667	-14.001	-15.697	-16.300	-15.699
20000000	-0.395	0.674	1.797	1.659	-0.127	-2.355	-2.139	-2.862	-3.251	-2.815	-1.535	-1.472	-3.640	-3.774	-3.389	-3.604	-4.153	-5.420	-4.677	-6.541
