state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20
1000000	0.287	0.550	1.696	1.065	-2.790	-0.245	-1.880	0.026	-6.132	-6.710	-9.000	-7.143	-10.076	-7.210	-11.746	-12.817	-12.141	-11.650	-15.536	-15.505
2000000	0.492	0.600	1.609	0.539	-2.156	-1.986	-3.076	-4.702	-4.288	-4.739	-3.584	-2.976	-1.735	-3.686	-4.636	-3.758	-4.043	-3.636	-3.759	-4.045
3000000	0.024	0.736	1.900	1.073	-1.794	-2.917	-0.805	-3.015	-5.997	-5.392	-4.437	-4.888	-5.731	-4.580	-7.235	-8.592	-7.889	-7.056	-9.761	-10.926
4000000	0.046	0.664	1.668	1.220	-1.596	-2.685	-1.918	-3.992	-2.970	-3.474	-5.044	-5.905	-4.893	-5.658	-7.189	-6.201	-7.181	-4.256	-2.424	-0.364
5000000	0.148	0.758	1.388	1.489	-1.238	-2.685	-1.471	-4.344	-3.143	0.467	1.281	-3.035	-4.837	-3.864	-2.441	-8.044	0.311	-2.615	-6.099	-14.067
6000000	-0.589	1.360	1.325	1.302	-2.103	-2.600	-3.046	-2.487	-1.409	-2.452	-1.488	-2.380	-2.864	-3.131	-2.119	-3.796	-3.784	-6.445	-7.363	-5.835
7000000	0.005	0.781	1.427	0.852	-1.649	-2.073	-3.696	-3.389	-4.833	-3.579	-3.969	-6.891	-7.119	-8.138	-8.112	-7.978	-7.598	-3.350	-1.698	-2.535
8000000	-0.349	1.245	1.143	1.450	-1.947	-1.996	-2.078	-4.161	-4.809	-2.875	-3.827	-6.050	-5.895	-6.875	-7.951	-6.647	-6.717	-5.976	-6.285	-7.819
9000000	-0.630	1.176	1.399	1.207	-0.582	-2.860	-1.557	-1.984	-4.050	-5.144	-2.570	-3.261	-1.030	-3.170	-4.645	-2.908	-0.211	-1.394	-3.269	-1.839
10000000	0.072	1.072	1.517	1.307	-1.599	-1.859	-1.358	-2.177	-2.243	-7.039	-7.508	-9.426	-12.193	-15.777	-15.808	-13.064	-10.048	-9.549	-9.611	-5.736
