state	posterior	prior	likelihood	skygrid
1000000	-68018.100	-1964.135	-66053.966	-1977.958
2000000	-68061.690	-1998.525	-66063.165	-2011.084
3000000	-68077.217	-2010.632	-66066.585	-2024.635
4000000	-68074.140	-2011.667	-66062.473	-2024.806
5000000	-68060.384	-1992.185	-66068.199	-2006.063
6000000	-68051.060	-1975.964	-66075.096	-1987.908
7000000	-68060.345	-1987.172	-66073.173	-2000.423
8000000	-68075.561	-1981.204	-66094.356	-1994.149
9000000	-68051.768	-1964.798	-66086.970	-1977.482
10000000	-68097.604	-2001.206	-66096.398	-2015.760
11000000	-68048.165	-1967.668	-66080.497	-1980.416
12000000	-68081.973	-1997.639	-66084.333	-2010.762
13000000	-68049.207	-1979.477	-66069.731	-1991.728
14000000	-68045.382	-1992.205	-66053.177	-2003.329
15000000	-68074.775	-1986.174	-66088.601	-1999.595
16000000	-67994.099	-1912.302	-66081.797	-1920.698
17000000	-67978.384	-1928.396	-66049.988	-1938.517
18000000	-68095.683	-2007.888	-66087.795	-2020.284
19000000	-68057.149	-1988.907	-66068.241	-2002.040
20000000	-68072.313	-2001.285	-66071.028	-2015.347
21000000	-68008.874	-1944.038	-66064.836	-1954.273
22000000	-68053.489	-1980.324	-66073.165	-1993.106
23000000	-68065.969	-2007.453	-66058.516	-2021.030
24000000	-68021.477	-1964.679	-66056.799	-1976.928
25000000	-68057.418	-1980.557	-66076.861	-1994.407
26000000	-68034.276	-1954.595	-66079.680	-1965.276
27000000	-68056.058	-1962.371	-66093.687	-1973.268
28000000	-68081.230	-2004.392	-66076.838	-2017.775
29000000	-68077.485	-1999.759	-66077.725	-2011.637
30000000	-68061.407	-1998.759	-66062.649	-2011.985
31000000	-68056.362	-1968.876	-66087.486	-1981.671
32000000	-68048.775	-1972.172	-66076.603	-1984.157
33000000	-68083.829	-1990.801	-66093.027	-2005.100
34000000	-68047.061	-1961.096	-66085.965	-1973.249
35000000	-68041.669	-1967.013	-66074.655	-1978.750
36000000	-68041.966	-1952.132	-66089.834	-1964.272
37000000	-68035.570	-1981.108	-66054.462	-1993.749
38000000	-68026.398	-1977.265	-66049.133	-1990.181
39000000	-68029.549	-1942.065	-66087.484	-1951.517
40000000	-68035.862	-1936.251	-66099.612	-1948.134
41000000	-68040.973	-1957.603	-66083.370	-1968.698
42000000	-68056.157	-1965.494	-66090.663	-1978.487
43000000	-68102.261	-1998.436	-66103.825	-2011.822
44000000	-68057.370	-1952.819	-66104.551	-1965.288
45000000	-68080.455	-1996.989	-66083.466	-2010.814
46000000	-68050.713	-1969.831	-66080.882	-1982.939
47000000	-68063.658	-1989.434	-66074.224	-2002.858
48000000	-68083.481	-1993.009	-66090.472	-2005.570
49000000	-68064.906	-1982.152	-66082.755	-1995.178
50000000	-68033.500	-1954.325	-66079.175	-1964.926
51000000	-68059.024	-1971.993	-66087.031	-1983.764
52000000	-68070.706	-1970.433	-66100.273	-1982.858
53000000	-68068.453	-1986.593	-66081.861	-2000.636
54000000	-68092.060	-1993.544	-66098.516	-2007.145
55000000	-68066.053	-1977.715	-66088.337	-1991.567
56000000	-68046.512	-1985.492	-66061.021	-1998.512
57000000	-68067.964	-2002.600	-66065.365	-2016.898
58000000	-67997.960	-1933.910	-66064.050	-1945.246
59000000	-68052.816	-1981.092	-66071.724	-1993.939
60000000	-68048.334	-1992.859	-66055.475	-2006.360
61000000	-68090.726	-1981.913	-66108.813	-1995.334
62000000	-68078.725	-1978.887	-66099.838	-1992.930
63000000	-68028.550	-1921.620	-66106.930	-1931.781
64000000	-67992.210	-1956.576	-66035.634	-1967.734
65000000	-68056.102	-1969.469	-66086.632	-1982.373
