state	cp12.kappa	cp3.kappa	cp12.alpha	cp3.alpha	cp12.mu	cp3.mu	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	avian.rate	equine.rate	galliform1.rate	human1.rate	shorebird1.rate	swine1.rate	swine2.rate	swine3.rate	skygrid.precision	rootHeight	treeLength	tmrca(equine1)	tmrca(equine2)	tmrca(galliform1)	tmrca(human1)	tmrca(shorebird1)	tmrca(swine1)	tmrca(swine2)	tmrca(swine3)
1000000	7.944	16.284	0.2151	1.1038	0.4094	2.1812	0.3544	0.2578	0.1802	0.2076	0.3800	0.1887	0.1825	0.2488	2.1446E-3	1.4499E-3	3.1297E-3	1.764E-3	3.213E-3	2.3224E-3	2.36E-3	2.3864E-3	44.828	886.482	4269.942	51.603	66.210	18.101	82.670	47.175	84.447	31.561	14.412
2000000	8.466	17.192	0.2396	1.1896	0.4197	2.1605	0.3500	0.2460	0.1802	0.2238	0.3710	0.1937	0.1754	0.2599	2.2345E-3	1.5856E-3	2.5943E-3	1.9129E-3	3.2335E-3	2.5397E-3	2.1518E-3	2.0803E-3	44.948	997.705	4450.108	51.473	66.567	18.053	81.591	51.317	83.633	30.949	15.128
3000000	8.712	15.803	0.2247	1.3325	0.3838	2.2323	0.3462	0.2462	0.1895	0.2181	0.3752	0.1957	0.1850	0.2441	2.1841E-3	1.5763E-3	3.0656E-3	1.7556E-3	3.1268E-3	2.1618E-3	2.4042E-3	2.547E-3	166.526	906.775	4310.225	51.497	64.831	17.668	83.796	48.523	83.420	31.972	14.940
4000000	7.428	16.984	0.2154	1.3256	0.4057	2.1885	0.3421	0.2434	0.1911	0.2234	0.3655	0.1914	0.1808	0.2622	2.1803E-3	1.5095E-3	2.5658E-3	1.8564E-3	3.203E-3	2.577E-3	2.5186E-3	2.5013E-3	17.974	942.477	4422.347	51.473	65.237	17.910	81.712	50.249	82.249	31.164	15.189
5000000	7.641	16.029	0.2194	1.1433	0.3913	2.2174	0.3558	0.2573	0.1733	0.2136	0.3675	0.1930	0.1795	0.2600	2.0978E-3	1.6241E-3	3.4537E-3	1.7535E-3	3.0593E-3	2.5135E-3	2.43E-3	2.0652E-3	730.426	965.678	4432.331	51.844	64.908	17.747	82.742	49.251	83.911	31.360	15.458
6000000	8.555	17.538	0.2268	1.2521	0.4022	2.1956	0.3571	0.2442	0.1779	0.2208	0.3803	0.1938	0.1817	0.2441	2.3218E-3	1.7756E-3	3.017E-3	2.0007E-3	2.8895E-3	2.3817E-3	2.2594E-3	2.7831E-3	153.412	940.928	4296.005	50.717	65.399	17.724	81.150	49.233	83.958	31.443	13.774
7000000	8.393	17.877	0.2080	1.2916	0.3821	2.2359	0.3557	0.2487	0.1749	0.2207	0.3857	0.1886	0.1780	0.2477	2.1039E-3	1.5297E-3	2.4364E-3	1.6981E-3	3.4218E-3	2.4809E-3	2.1879E-3	2.7733E-3	59.906	1037.098	4570.531	52.306	66.434	18.572	83.304	47.539	84.259	31.403	14.370
8000000	8.758	17.452	0.2108	1.2067	0.3745	2.2509	0.3572	0.2465	0.1762	0.2201	0.3741	0.2004	0.1813	0.2442	2.1814E-3	1.4853E-3	3.5254E-3	1.7971E-3	3.1021E-3	2.5137E-3	2.3688E-3	2.1437E-3	51.527	1003.085	4506.168	51.470	65.443	17.654	82.629	50.600	83.089	32.510	15.437
9000000	8.383	16.579	0.2190	1.3049	0.4120	2.1760	0.3478	0.2498	0.1903	0.2121	0.3797	0.2027	0.1770	0.2406	2.1655E-3	1.3918E-3	2.8225E-3	1.951E-3	2.9253E-3	2.2902E-3	2.3254E-3	2.3533E-3	38.858	859.933	4229.155	51.048	66.674	17.835	81.880	50.898	84.568	31.326	14.711
10000000	8.222	16.270	0.2256	1.2067	0.4024	2.1952	0.3490	0.2408	0.1912	0.2190	0.3738	0.1913	0.1881	0.2467	2.0914E-3	1.4934E-3	2.8487E-3	1.8257E-3	3.0208E-3	2.4639E-3	2.211E-3	2.5951E-3	472.944	1064.441	4631.176	51.885	69.459	17.203	82.759	48.490	83.513	31.099	14.389
11000000	7.820	16.684	0.2118	1.2365	0.3893	2.2214	0.3518	0.2530	0.1877	0.2074	0.3750	0.1951	0.1835	0.2465	2.1989E-3	1.5259E-3	3.4345E-3	1.7853E-3	3.0586E-3	2.5062E-3	2.294E-3	2.5674E-3	17.884	1032.356	4508.693	51.114	63.986	17.752	83.101	50.583	83.952	31.617	13.832
12000000	7.824	17.039	0.2207	1.1277	0.4023	2.1953	0.3484	0.2448	0.1934	0.2135	0.3728	0.1975	0.1862	0.2435	2.0729E-3	1.5112E-3	3.1021E-3	1.8492E-3	2.9647E-3	2.6368E-3	1.9944E-3	2.4757E-3	17.019	928.217	4391.205	51.217	64.950	17.504	81.346	47.495	83.367	31.597	14.995
13000000	8.095	15.950	0.2316	1.2303	0.4016	2.1968	0.3578	0.2527	0.1885	0.2011	0.3852	0.1946	0.1795	0.2407	2.0859E-3	1.5805E-3	2.4449E-3	1.7029E-3	2.8655E-3	2.4283E-3	2.2055E-3	2.3279E-3	36.601	781.524	4059.348	51.301	64.861	17.996	82.458	50.081	82.973	31.335	14.827
14000000	8.432	16.762	0.2212	1.2937	0.4258	2.1484	0.3454	0.2392	0.1942	0.2213	0.3767	0.1910	0.1857	0.2465	2.3061E-3	1.7069E-3	3.6001E-3	1.9726E-3	3.121E-3	2.669E-3	2.7711E-3	2.3197E-3	97.998	860.430	4162.246	50.586	65.182	17.705	82.415	50.385	83.755	30.661	15.013
15000000	7.916	15.879	0.2269	1.2538	0.4104	2.1792	0.3518	0.2541	0.1845	0.2096	0.3753	0.1965	0.1807	0.2475	2.2205E-3	1.5316E-3	2.8936E-3	1.888E-3	3.1003E-3	2.3661E-3	2.2963E-3	2.5054E-3	36.633	776.537	3982.605	51.529	66.720	18.256	83.204	47.264	83.512	31.401	14.930
16000000	7.948	17.080	0.2246	1.2775	0.3786	2.2429	0.3326	0.2551	0.1931	0.2192	0.3671	0.2007	0.1797	0.2525	2.1901E-3	1.6534E-3	3.239E-3	1.7533E-3	3.4654E-3	2.4087E-3	2.2974E-3	2.4782E-3	20.235	800.353	4063.995	51.514	63.579	17.927	82.669	45.688	83.088	32.108	14.692
17000000	8.080	16.759	0.2292	1.2574	0.3864	2.2271	0.3405	0.2411	0.1889	0.2294	0.3787	0.1955	0.1736	0.2522	2.1381E-3	1.5597E-3	3.2835E-3	1.7016E-3	3.364E-3	2.3108E-3	2.3859E-3	2.4574E-3	53.899	904.711	4271.211	51.992	64.350	17.645	83.768	47.728	82.907	31.097	14.640
