state	cp12.kappa	cp3.kappa	cp12.alpha	cp3.alpha	cp12.mu	cp3.mu	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	avian.rate	equine.rate	galliform1.rate	human1.rate	shorebird1.rate	swine1.rate	swine2.rate	swine3.rate	skygrid.precision	rootHeight	treeLength	tmrca(equine1)	tmrca(equine2)	tmrca(galliform1)	tmrca(human1)	tmrca(shorebird1)	tmrca(swine1)	tmrca(swine2)	tmrca(swine3)
18000000	8.409	16.586	0.2336	1.1376	0.4084	2.1832	0.3579	0.2493	0.1822	0.2107	0.3715	0.1986	0.1845	0.2454	2.1217E-3	1.4905E-3	3.2143E-3	1.9865E-3	2.9452E-3	2.5907E-3	2.0666E-3	2.3217E-3	89.473	1039.760	4632.864	50.871	65.220	17.775	82.841	49.644	83.627	31.647	15.097
19000000	8.964	17.709	0.2307	1.2094	0.4000	2.2000	0.3459	0.2511	0.1844	0.2185	0.3815	0.1952	0.1783	0.2451	2.1002E-3	1.2921E-3	2.3921E-3	1.7861E-3	3.1477E-3	2.4934E-3	2.1615E-3	2.386E-3	40.423	1080.751	4679.068	53.373	66.517	18.377	84.055	48.781	83.781	31.218	14.571
20000000	8.794	16.921	0.2244	1.3063	0.4084	2.1832	0.3398	0.2499	0.1950	0.2153	0.3780	0.1890	0.1797	0.2532	2.1026E-3	1.6081E-3	2.7225E-3	1.8888E-3	3.3124E-3	2.4545E-3	2.4872E-3	2.7761E-3	29.157	969.837	4427.918	50.135	66.131	17.411	82.157	48.497	83.994	31.594	14.685
21000000	8.264	16.983	0.2303	1.3285	0.3927	2.2145	0.3495	0.2540	0.1888	0.2077	0.3767	0.1937	0.1797	0.2499	2.1781E-3	1.5971E-3	2.877E-3	1.9117E-3	2.9685E-3	2.5514E-3	2.205E-3	2.7938E-3	38.314	925.894	4355.175	51.430	64.426	18.021	81.531	50.642	83.231	31.093	14.373
22000000	7.596	16.801	0.2123	1.2347	0.4246	2.1507	0.3592	0.2411	0.1937	0.2061	0.3807	0.1941	0.1779	0.2473	2.1474E-3	1.435E-3	2.5693E-3	1.8691E-3	3.1383E-3	2.4055E-3	2.1484E-3	2.311E-3	35.079	962.273	4456.677	53.014	68.964	18.276	82.133	49.039	83.311	31.485	14.937
23000000	8.388	16.806	0.2205	1.2292	0.3919	2.2161	0.3652	0.2431	0.1861	0.2056	0.3782	0.1912	0.1804	0.2502	2.1531E-3	1.4531E-3	2.7969E-3	1.7467E-3	2.9742E-3	2.4594E-3	2.3819E-3	2.4023E-3	116.834	887.669	4290.821	53.663	67.880	17.991	83.718	50.092	83.449	31.541	14.305
24000000	9.205	16.854	0.2156	1.1898	0.3810	2.2380	0.3520	0.2472	0.1831	0.2177	0.3834	0.1944	0.1854	0.2368	2.2467E-3	1.6509E-3	2.5488E-3	1.8611E-3	2.7889E-3	2.4266E-3	2.5254E-3	2.4248E-3	153.665	978.829	4397.555	51.045	65.305	17.553	83.361	47.892	83.107	31.038	14.132
25000000	8.279	16.048	0.2133	1.3096	0.3952	2.2097	0.3544	0.2496	0.1814	0.2146	0.3659	0.1931	0.1881	0.2530	2.2147E-3	1.648E-3	2.6522E-3	1.7036E-3	3.0998E-3	2.7178E-3	2.0781E-3	2.1153E-3	533.001	1115.422	4735.438	50.745	65.945	17.763	83.667	50.943	83.565	31.463	15.501
26000000	8.813	17.222	0.2288	1.2336	0.3856	2.2288	0.3586	0.2506	0.1778	0.2130	0.3854	0.1873	0.1822	0.2451	2.2398E-3	1.5468E-3	2.8794E-3	1.8595E-3	3.4427E-3	2.5859E-3	2.3742E-3	2.7689E-3	45.997	832.081	4116.797	51.858	66.605	17.395	81.551	46.773	83.547	30.979	14.058
27000000	7.974	16.457	0.2013	1.1743	0.4104	2.1793	0.3591	0.2463	0.1971	0.1974	0.3808	0.1944	0.1781	0.2468	2.3003E-3	1.6023E-3	2.7639E-3	1.8183E-3	3.5166E-3	2.385E-3	2.5604E-3	2.6702E-3	254.503	939.035	4322.381	52.121	67.129	18.323	83.037	46.337	83.039	31.829	14.259
28000000	7.969	16.911	0.2198	1.1932	0.4037	2.1927	0.3578	0.2472	0.1857	0.2093	0.3810	0.1907	0.1807	0.2476	2.1227E-3	1.555E-3	2.6346E-3	1.7776E-3	3.1133E-3	2.4115E-3	2.4506E-3	2.2081E-3	359.719	922.736	4350.965	51.055	65.658	18.099	83.710	47.580	83.144	31.334	15.110
29000000	8.010	15.154	0.2179	1.2261	0.3778	2.2444	0.3562	0.2454	0.1901	0.2083	0.3646	0.1931	0.1886	0.2537	2.2128E-3	1.5038E-3	3.4739E-3	1.8223E-3	3.2469E-3	2.5567E-3	2.4108E-3	2.3701E-3	20.115	882.060	4300.692	52.333	64.618	17.809	84.742	48.222	84.113	31.697	15.367
30000000	8.002	16.622	0.2239	1.2876	0.4161	2.1679	0.3625	0.2415	0.1718	0.2241	0.3699	0.1965	0.1825	0.2510	2.1919E-3	1.4974E-3	2.9367E-3	1.8968E-3	2.9647E-3	2.3769E-3	2.1615E-3	2.2289E-3	88.422	1137.736	4793.479	52.686	68.054	17.918	82.424	49.568	84.479	32.552	14.974
31000000	8.589	16.379	0.2225	1.2877	0.3807	2.2385	0.3434	0.2422	0.2012	0.2133	0.3709	0.1983	0.1842	0.2466	2.23E-3	1.5668E-3	3.0178E-3	1.7548E-3	3.0399E-3	2.5973E-3	2.4809E-3	2.509E-3	18.199	799.989	4073.113	51.539	66.888	17.940	82.403	48.573	82.776	31.256	14.870
32000000	8.864	16.982	0.2230	1.1984	0.4011	2.1977	0.3468	0.2456	0.1919	0.2157	0.3850	0.1897	0.1823	0.2430	2.2755E-3	1.6071E-3	2.9214E-3	1.8255E-3	3.3195E-3	2.4598E-3	2.1187E-3	2.5916E-3	48.320	834.762	4157.996	51.049	65.965	17.898	83.331	49.136	83.606	31.759	14.902
33000000	9.079	16.443	0.2217	1.1582	0.4158	2.1683	0.3455	0.2501	0.1849	0.2196	0.3806	0.1907	0.1828	0.2460	2.2105E-3	1.5108E-3	3.348E-3	1.9541E-3	2.9834E-3	2.4893E-3	1.9781E-3	2.6354E-3	58.663	772.509	4036.609	52.161	66.145	17.941	81.547	51.772	83.533	31.602	14.684
34000000	8.293	18.294	0.2211	1.2725	0.4178	2.1644	0.3644	0.2288	0.1841	0.2228	0.3828	0.1985	0.1808	0.2380	2.2168E-3	1.4581E-3	3.206E-3	1.8203E-3	2.9271E-3	2.3266E-3	2.3215E-3	2.5946E-3	31.922	1016.141	4508.650	52.102	67.884	18.017	82.141	49.574	83.382	30.971	14.388
35000000	7.586	17.804	0.2346	1.2998	0.3943	2.2115	0.3435	0.2401	0.1914	0.2250	0.3727	0.1974	0.1811	0.2488	2.2668E-3	1.4838E-3	2.8176E-3	1.9427E-3	3.1638E-3	2.3122E-3	2.3824E-3	2.6676E-3	57.005	832.169	4151.789	52.179	68.210	18.019	82.452	48.305	82.879	30.870	14.140
36000000	8.490	16.235	0.2249	1.3123	0.3933	2.2135	0.3419	0.2440	0.1849	0.2292	0.3680	0.2023	0.1820	0.2477	2.2169E-3	1.4452E-3	3.3858E-3	1.8416E-3	2.8189E-3	2.3941E-3	2.5611E-3	2.1185E-3	71.074	914.310	4306.173	51.483	67.698	17.776	82.710	50.253	83.009	31.623	15.204
37000000	8.200	16.997	0.2284	1.2270	0.3872	2.2256	0.3410	0.2540	0.1862	0.2188	0.3799	0.1945	0.1750	0.2505	2.1877E-3	1.5878E-3	3.4177E-3	1.7867E-3	3.153E-3	2.3845E-3	2.14E-3	2.7798E-3	28.484	1027.426	4512.077	52.616	67.197	17.748	83.240	47.198	82.648	31.310	13.764
38000000	8.939	16.879	0.2238	1.2571	0.3761	2.2478	0.3485	0.2577	0.1768	0.2171	0.3683	0.2023	0.1826	0.2467	2.22E-3	1.433E-3	2.7541E-3	1.8666E-3	3.2357E-3	2.4283E-3	2.2572E-3	2.2387E-3	137.347	893.122	4292.941	52.491	69.434	18.426	82.589	48.550	83.209	32.047	14.561
39000000	8.966	16.611	0.2394	1.1738	0.3903	2.2194	0.3484	0.2521	0.1874	0.2120	0.3830	0.1899	0.1801	0.2470	2.2118E-3	1.6128E-3	2.9668E-3	1.8826E-3	3.4325E-3	2.4273E-3	2.1352E-3	2.7858E-3	20.814	782.884	3985.408	51.654	63.122	17.752	81.888	47.748	82.854	31.336	14.214
40000000	8.168	16.645	0.2155	1.3204	0.4220	2.1560	0.3530	0.2363	0.1919	0.2189	0.3856	0.1880	0.1808	0.2455	2.1836E-3	1.5144E-3	2.9217E-3	1.9223E-3	3.1989E-3	2.5291E-3	2.5883E-3	2.8834E-3	17.485	1125.082	4751.181	52.247	68.208	18.046	82.723	48.427	83.404	31.021	14.122
41000000	8.376	16.862	0.2324	1.1891	0.4135	2.1731	0.3413	0.2423	0.1860	0.2305	0.3705	0.1932	0.1815	0.2549	2.3011E-3	1.7759E-3	3.2191E-3	1.8418E-3	3.4036E-3	2.3729E-3	2.4041E-3	2.1863E-3	235.570	756.204	3966.549	50.698	64.233	17.752	83.500	47.809	83.533	31.575	15.198
42000000	8.332	17.284	0.2250	1.2814	0.3947	2.2105	0.3342	0.2577	0.1899	0.2182	0.3742	0.2019	0.1802	0.2437	2.1262E-3	1.6881E-3	3.2418E-3	1.8236E-3	3.1483E-3	2.497E-3	3.0992E-3	2.9529E-3	49.972	1068.598	4683.684	50.868	66.286	17.650	82.488	49.957	83.970	30.548	14.132
43000000	8.101	16.884	0.2260	1.2751	0.3849	2.2302	0.3515	0.2534	0.1828	0.2124	0.3660	0.2029	0.1800	0.2511	2.2054E-3	1.5658E-3	3.3109E-3	1.8612E-3	3.1052E-3	2.4808E-3	2.4621E-3	2.6445E-3	33.074	995.309	4526.069	50.934	65.684	17.774	82.660	49.366	83.372	30.505	14.976
44000000	8.026	16.455	0.2269	1.3439	0.4157	2.1686	0.3572	0.2470	0.1857	0.2101	0.3771	0.1948	0.1853	0.2427	2.2225E-3	1.3728E-3	2.8243E-3	1.8948E-3	3.1006E-3	2.6133E-3	2.5981E-3	2.5762E-3	21.263	854.947	4193.593	52.225	68.188	17.564	82.534	49.412	83.350	30.553	14.785
45000000	8.572	15.332	0.2167	1.2997	0.3942	2.2117	0.3578	0.2433	0.1867	0.2121	0.3784	0.1851	0.1879	0.2485	2.2369E-3	1.8264E-3	2.8025E-3	1.8273E-3	3.1188E-3	2.6162E-3	2.4494E-3	2.1745E-3	128.814	991.859	4477.022	51.070	63.127	18.108	81.675	48.355	83.998	31.196	15.097
46000000	8.966	16.988	0.2146	1.2780	0.4158	2.1684	0.3424	0.2582	0.1794	0.2201	0.3876	0.1897	0.1830	0.2398	2.1697E-3	1.6737E-3	3.2862E-3	1.7728E-3	3.0552E-3	2.5629E-3	2.4494E-3	2.9365E-3	209.069	925.526	4341.193	50.542	64.121	17.997	82.833	48.130	82.986	31.576	13.523
47000000	8.224	16.714	0.2245	1.1289	0.3910	2.2181	0.3450	0.2395	0.1938	0.2218	0.3724	0.1970	0.1809	0.2497	2.2388E-3	1.4855E-3	2.8313E-3	1.7954E-3	2.8784E-3	2.4708E-3	2.277E-3	2.5787E-3	15.204	847.796	4219.204	51.689	68.865	17.969	81.914	49.363	83.698	32.197	14.813
48000000	8.701	16.354	0.2240	1.1765	0.4048	2.1904	0.3495	0.2398	0.1863	0.2244	0.3761	0.1973	0.1836	0.2429	2.2574E-3	1.49E-3	2.567E-3	1.8005E-3	3.2362E-3	2.6845E-3	2.3992E-3	1.9853E-3	423.237	854.425	4201.250	51.391	65.395	17.220	83.348	47.326	82.931	31.198	15.561
49000000	7.662	17.326	0.2176	1.3584	0.3931	2.2137	0.3389	0.2531	0.1869	0.2211	0.3747	0.1938	0.1793	0.2522	2.2442E-3	1.5471E-3	3.5201E-3	1.911E-3	3.0162E-3	2.4864E-3	2.3027E-3	2.4505E-3	39.609	900.996	4297.296	51.135	67.830	18.691	81.794	51.014	83.511	31.760	15.249
50000000	8.779	17.068	0.2172	1.3100	0.3838	2.2325	0.3515	0.2361	0.1966	0.2159	0.3858	0.1925	0.1832	0.2385	2.1661E-3	1.5894E-3	2.5012E-3	1.8378E-3	2.9639E-3	2.6503E-3	2.5459E-3	2.1076E-3	40.596	808.680	4110.031	51.514	65.938	17.553	84.241	49.493	84.304	31.793	14.972
51000000	8.449	16.444	0.2165	1.1920	0.3928	2.2143	0.3526	0.2505	0.1842	0.2128	0.3802	0.1991	0.1796	0.2411	2.161E-3	1.5971E-3	2.9078E-3	1.8155E-3	3.018E-3	2.4046E-3	2.4737E-3	3.0702E-3	179.324	867.830	4264.475	50.248	65.374	18.056	83.587	49.580	83.562	32.216	14.057
52000000	8.211	16.860	0.2132	1.2607	0.3865	2.2270	0.3401	0.2538	0.1874	0.2188	0.3756	0.1922	0.1855	0.2468	2.1619E-3	1.4255E-3	3.5357E-3	1.852E-3	3.3381E-3	2.4923E-3	2.564E-3	2.3067E-3	177.200	938.484	4370.175	52.843	73.146	17.617	82.490	47.100	83.786	30.649	14.673
53000000	7.743	17.641	0.2254	1.2492	0.3787	2.2426	0.3547	0.2525	0.1907	0.2021	0.3698	0.1951	0.1851	0.2500	2.1769E-3	1.5725E-3	2.9539E-3	1.8308E-3	3.06E-3	2.5822E-3	2.3245E-3	2.3479E-3	58.340	963.961	4407.021	51.413	65.348	17.620	81.997	49.325	83.241	30.905	14.209
54000000	7.742	16.731	0.2327	1.2077	0.3984	2.2033	0.3523	0.2503	0.1860	0.2113	0.3765	0.1919	0.1769	0.2547	2.1666E-3	1.3624E-3	2.5655E-3	1.6601E-3	3.1173E-3	2.2879E-3	2.2461E-3	2.5541E-3	39.672	800.106	4108.479	51.316	72.048	18.544	82.756	48.197	84.125	31.202	14.407
55000000	8.585	17.216	0.2162	1.3288	0.4091	2.1819	0.3446	0.2570	0.1895	0.2089	0.3713	0.1994	0.1729	0.2564	2.1528E-3	1.5158E-3	2.9358E-3	1.9418E-3	2.9477E-3	2.3472E-3	2.5589E-3	2.531E-3	18.159	1086.117	4676.054	51.936	64.031	18.243	82.270	48.858	83.366	31.071	14.501
56000000	8.057	16.690	0.2207	1.2605	0.3765	2.2471	0.3498	0.2317	0.1819	0.2366	0.3665	0.1993	0.1781	0.2560	2.1737E-3	1.2819E-3	2.5331E-3	1.8631E-3	2.9983E-3	2.4607E-3	2.5918E-3	3.0378E-3	20.775	922.073	4383.478	52.023	70.791	17.397	82.787	48.703	83.870	30.890	13.876
57000000	7.862	16.720	0.2316	1.1835	0.4115	2.1770	0.3572	0.2358	0.1908	0.2162	0.3843	0.1930	0.1772	0.2454	2.206E-3	1.4449E-3	3.0087E-3	1.7226E-3	3.1114E-3	2.7494E-3	2.1064E-3	2.053E-3	54.548	823.752	4140.659	51.836	66.719	17.736	84.589	49.539	82.401	31.368	15.257
58000000	8.667	15.355	0.2154	1.2677	0.3562	2.2877	0.3511	0.2455	0.1964	0.2070	0.3750	0.1893	0.1821	0.2536	2.1643E-3	1.42E-3	3.1059E-3	1.842E-3	3.3413E-3	2.4109E-3	2.4895E-3	2.2628E-3	181.740	851.288	4190.117	52.513	66.388	17.794	82.835	48.932	84.170	31.603	15.283
59000000	8.047	17.120	0.2231	1.2455	0.3931	2.2139	0.3518	0.2432	0.1811	0.2239	0.3729	0.1952	0.1766	0.2554	2.152E-3	1.5815E-3	2.597E-3	1.7738E-3	3.0233E-3	2.6764E-3	2.5289E-3	2.4681E-3	95.046	896.719	4325.651	51.539	66.245	18.323	82.936	47.939	82.681	31.200	14.877
60000000	8.442	16.241	0.2209	1.1667	0.3949	2.2102	0.3503	0.2579	0.1832	0.2087	0.3734	0.1927	0.1834	0.2505	2.2103E-3	1.3986E-3	3.3551E-3	1.8742E-3	2.908E-3	2.3818E-3	2.6161E-3	2.5624E-3	30.413	952.532	4378.367	51.417	70.177	17.820	83.834	47.977	83.860	30.777	14.849
61000000	7.884	17.151	0.2153	1.1635	0.4133	2.1735	0.3559	0.2363	0.1914	0.2164	0.3734	0.1974	0.1823	0.2470	2.1136E-3	1.3978E-3	2.8923E-3	1.8147E-3	3.0467E-3	2.2974E-3	2.6969E-3	2.8578E-3	61.764	854.771	4258.587	55.111	66.035	18.090	82.574	48.955	84.696	30.795	13.639
62000000	8.240	15.891	0.2179	1.2173	0.4092	2.1817	0.3461	0.2382	0.1985	0.2173	0.3800	0.1968	0.1777	0.2455	2.2736E-3	1.584E-3	3.2843E-3	1.8917E-3	2.9201E-3	2.4857E-3	2.3758E-3	2.7971E-3	99.461	867.901	4231.759	49.809	67.204	17.842	82.658	49.710	82.876	31.686	14.376
63000000	8.404	16.312	0.2106	1.1244	0.4233	2.1534	0.3478	0.2385	0.1876	0.2261	0.3770	0.1964	0.1786	0.2480	2.1205E-3	1.4398E-3	2.9868E-3	1.7072E-3	2.9613E-3	2.4592E-3	2.6798E-3	2.3845E-3	45.361	1008.548	4506.283	51.106	69.169	18.122	83.376	47.920	83.270	30.899	14.510
64000000	8.956	17.489	0.2332	1.1270	0.3819	2.2362	0.3582	0.2444	0.1805	0.2168	0.3743	0.1960	0.1829	0.2468	2.2136E-3	1.5646E-3	3.2887E-3	1.7427E-3	3.1108E-3	2.4805E-3	2.231E-3	2.545E-3	89.514	934.162	4382.292	51.941	66.166	17.547	83.102	50.102	83.009	31.914	14.755
65000000	9.013	16.810	0.2331	1.1999	0.3883	2.2235	0.3638	0.2390	0.1811	0.2162	0.3793	0.1930	0.1777	0.2500	2.1631E-3	1.4363E-3	3.1383E-3	2.0196E-3	3.3906E-3	2.565E-3	2.3302E-3	2.686E-3	169.187	873.061	4207.358	51.841	68.907	17.974	81.861	48.671	83.794	31.577	14.768
66000000	8.332	15.878	0.2211	1.3488	0.3687	2.2626	0.3576	0.2422	0.1884	0.2117	0.3721	0.2048	0.1798	0.2434	2.1392E-3	1.5367E-3	3.231E-3	1.8429E-3	3.0838E-3	2.327E-3	2.2938E-3	2.6524E-3	56.579	912.933	4314.035	52.696	68.543	18.194	83.075	50.323	83.263	30.860	14.669
67000000	7.919	16.369	0.2144	1.2551	0.3891	2.2219	0.3552	0.2345	0.2024	0.2079	0.3695	0.1983	0.1795	0.2527	2.3776E-3	1.4516E-3	2.6897E-3	1.8725E-3	3.2665E-3	2.6052E-3	2.3286E-3	2.7395E-3	48.033	760.452	4002.982	54.731	65.861	17.935	82.841	48.718	83.722	31.762	13.930
68000000	8.562	16.220	0.2162	1.1906	0.4033	2.1934	0.3691	0.2487	0.1812	0.2010	0.3743	0.1896	0.1814	0.2547	2.1663E-3	1.5519E-3	3.0866E-3	1.7796E-3	3.0812E-3	2.5047E-3	2.3424E-3	2.1201E-3	191.017	980.616	4472.974	51.493	68.991	18.091	83.286	49.619	83.455	31.267	14.698
69000000	8.542	16.597	0.2174	1.2247	0.4146	2.1707	0.3561	0.2455	0.1861	0.2124	0.3777	0.1980	0.1838	0.2405	2.1158E-3	1.4445E-3	2.9005E-3	1.6559E-3	2.9042E-3	2.5552E-3	2.1807E-3	2.5843E-3	39.151	928.931	4386.441	51.668	68.690	18.061	83.352	51.104	82.666	30.827	14.710
70000000	8.649	16.599	0.2360	1.2575	0.4044	2.1913	0.3590	0.2461	0.1753	0.2196	0.3807	0.1921	0.1846	0.2425	2.1701E-3	1.5208E-3	2.9354E-3	1.7874E-3	2.5198E-3	2.3359E-3	2.5134E-3	2.443E-3	250.029	852.231	4257.461	52.255	65.775	17.758	83.763	51.099	83.333	31.111	14.527
71000000	7.604	16.465	0.2164	1.3816	0.3891	2.2219	0.3531	0.2312	0.1931	0.2226	0.3711	0.1917	0.1851	0.2521	2.2334E-3	1.4566E-3	3.1842E-3	1.908E-3	3.1389E-3	2.6637E-3	1.9234E-3	2.6473E-3	33.605	863.647	4203.469	51.393	67.708	17.793	81.533	49.982	83.657	32.552	14.039
72000000	8.686	16.665	0.2177	1.2084	0.4006	2.1988	0.3546	0.2339	0.1950	0.2165	0.3756	0.2006	0.1743	0.2495	2.157E-3	1.4798E-3	3.6354E-3	1.8671E-3	3.1008E-3	2.2893E-3	2.6272E-3	1.9649E-3	39.597	885.266	4305.176	52.643	67.420	17.366	83.345	47.691	84.806	31.878	15.454
73000000	8.177	17.175	0.2210	1.2524	0.3676	2.2648	0.3423	0.2554	0.1750	0.2273	0.3739	0.1922	0.1824	0.2515	2.1317E-3	1.4582E-3	2.7847E-3	1.828E-3	2.9203E-3	2.33E-3	2.429E-3	2.5068E-3	26.849	981.272	4446.814	51.642	64.391	18.715	82.100	49.650	84.048	31.410	14.334
74000000	7.552	17.539	0.2272	1.4131	0.3981	2.2039	0.3541	0.2585	0.1817	0.2057	0.3805	0.1941	0.1805	0.2448	2.2595E-3	1.7107E-3	2.9909E-3	1.9939E-3	3.0473E-3	2.4486E-3	2.5255E-3	2.6435E-3	38.818	883.989	4243.062	51.266	64.997	17.679	80.927	48.616	83.724	30.750	14.578
