state	cp12.kappa	cp3.kappa	cp12.alpha	cp3.alpha	cp12.mu	cp3.mu	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	avian.rate	equine.rate	galliform1.rate	human1.rate	shorebird1.rate	swine1.rate	swine2.rate	swine3.rate	skygrid.precision	rootHeight	treeLength	tmrca(equine1)	tmrca(equine2)	tmrca(galliform1)	tmrca(human1)	tmrca(shorebird1)	tmrca(swine1)	tmrca(swine2)	tmrca(swine3)
11000000	8.202	17.153	0.2309	1.2566	0.4108	2.1783	0.3738	0.2382	0.1698	0.2182	0.3817	0.1957	0.1798	0.2428	2.1171E-3	1.5653E-3	3.3006E-3	1.8328E-3	2.813E-3	2.1496E-3	2.5743E-3	2.3509E-3	104.741	938.246	4405.000	52.292	68.241	17.761	82.714	50.512	84.204	31.093	14.595
12000000	8.396	16.736	0.2391	1.2534	0.3919	2.2162	0.3566	0.2383	0.1865	0.2185	0.3814	0.1898	0.1799	0.2489	2.1549E-3	1.4713E-3	2.5968E-3	1.6871E-3	3.0287E-3	2.4968E-3	2.4232E-3	2.6372E-3	42.854	799.387	4095.516	49.931	66.771	17.901	83.295	48.977	83.259	31.684	14.682
13000000	8.125	16.655	0.2237	1.2921	0.4069	2.1862	0.3547	0.2411	0.1891	0.2151	0.3782	0.1926	0.1783	0.2508	2.1983E-3	1.6087E-3	2.913E-3	1.7846E-3	3.2888E-3	2.6248E-3	2.1323E-3	2.2294E-3	374.308	967.284	4438.255	51.122	68.711	17.592	83.880	48.886	83.618	31.436	14.995
14000000	8.202	16.348	0.2230	1.3912	0.3913	2.2174	0.3389	0.2558	0.1856	0.2197	0.3781	0.1948	0.1825	0.2446	2.2343E-3	1.5736E-3	3.1599E-3	1.7616E-3	3.1129E-3	2.6175E-3	2.2507E-3	2.8706E-3	66.750	851.856	4131.945	50.914	67.712	18.140	83.746	50.164	83.157	31.446	13.959
15000000	8.847	17.560	0.2184	1.2489	0.3932	2.2136	0.3464	0.2541	0.1784	0.2211	0.3826	0.1933	0.1827	0.2414	2.2533E-3	1.3874E-3	3.032E-3	1.8774E-3	3.223E-3	2.5074E-3	2.5838E-3	2.6457E-3	28.251	1075.543	4665.636	52.028	68.553	18.439	82.917	48.879	83.035	31.245	15.244
16000000	7.880	17.039	0.2194	1.1231	0.4150	2.1701	0.3342	0.2599	0.1915	0.2144	0.3872	0.1921	0.1764	0.2443	2.1451E-3	1.5589E-3	2.6011E-3	1.8781E-3	3.3582E-3	2.5115E-3	2.2214E-3	2.7259E-3	15.275	907.483	4290.947	51.075	65.392	17.776	83.504	45.900	84.553	31.270	13.531
17000000	7.703	15.583	0.2127	1.3273	0.4079	2.1842	0.3426	0.2503	0.1911	0.2159	0.3784	0.1899	0.1827	0.2490	2.1648E-3	1.4285E-3	2.9833E-3	1.7259E-3	2.8941E-3	2.4173E-3	2.1969E-3	2.4268E-3	7.942	878.683	4267.558	52.289	68.307	18.099	83.084	48.281	83.792	31.005	14.784
18000000	8.887	16.405	0.2195	1.1275	0.3919	2.2162	0.3577	0.2431	0.1837	0.2155	0.3719	0.1863	0.1891	0.2527	2.0399E-3	1.3562E-3	2.8044E-3	1.7901E-3	2.9646E-3	2.239E-3	2.2601E-3	2.4273E-3	45.872	845.442	4196.794	52.046	65.501	18.016	82.195	50.369	83.890	30.918	14.037
19000000	8.302	17.472	0.2321	1.3669	0.3998	2.2005	0.3533	0.2530	0.1790	0.2147	0.3616	0.2031	0.1778	0.2575	2.2157E-3	1.6549E-3	3.0833E-3	1.8103E-3	3.3068E-3	2.4615E-3	2.3418E-3	2.1596E-3	2084.145	858.922	4245.833	50.631	67.391	17.547	83.494	47.433	83.587	32.032	15.593
20000000	7.528	16.828	0.2287	1.3000	0.3894	2.2213	0.3285	0.2424	0.1932	0.2360	0.3811	0.1928	0.1802	0.2459	2.1639E-3	1.401E-3	3.061E-3	1.845E-3	3.1256E-3	2.5802E-3	2.1922E-3	2.3598E-3	200.482	788.924	4112.391	52.305	65.879	17.814	81.330	49.955	83.994	32.032	14.468
21000000	8.414	16.183	0.2034	1.1441	0.3982	2.2035	0.3481	0.2431	0.1875	0.2213	0.3765	0.1916	0.1810	0.2508	2.1367E-3	1.6063E-3	3.1061E-3	1.8056E-3	3.3636E-3	2.3438E-3	2.4125E-3	2.5306E-3	399.717	998.507	4446.470	50.868	64.436	17.583	81.972	48.013	84.625	31.207	14.503
22000000	7.716	16.702	0.2035	1.1493	0.3708	2.2585	0.3365	0.2494	0.1902	0.2239	0.3789	0.1918	0.1880	0.2413	2.1539E-3	1.74E-3	2.7276E-3	1.8291E-3	3.4E-3	2.5275E-3	2.2782E-3	2.668E-3	127.363	916.081	4343.652	50.631	64.448	17.872	82.753	45.858	83.115	31.032	13.786
23000000	8.554	16.926	0.2362	1.2519	0.4150	2.1701	0.3609	0.2408	0.1687	0.2297	0.3847	0.1982	0.1775	0.2396	2.1278E-3	1.5115E-3	2.822E-3	1.8783E-3	2.798E-3	2.465E-3	2.2374E-3	1.924E-3	138.230	885.517	4255.027	50.370	66.793	17.552	82.373	48.296	84.613	31.599	15.173
24000000	7.923	17.019	0.2181	1.2160	0.4027	2.1946	0.3473	0.2400	0.1889	0.2238	0.3725	0.1956	0.1830	0.2490	2.1073E-3	1.5946E-3	2.8758E-3	1.761E-3	2.9747E-3	2.4582E-3	2.9481E-3	2.5573E-3	60.095	993.225	4503.457	50.009	65.096	17.775	82.922	51.730	83.184	30.824	14.610
25000000	8.395	15.986	0.2268	1.3517	0.4052	2.1895	0.3523	0.2460	0.1763	0.2253	0.3724	0.1964	0.1774	0.2538	2.2139E-3	1.5406E-3	2.6051E-3	1.8135E-3	3.1108E-3	2.61E-3	2.4795E-3	2.5044E-3	222.612	937.700	4395.672	51.331	66.404	17.816	83.436	50.133	83.697	30.921	14.665
26000000	7.894	17.011	0.2236	1.1893	0.4029	2.1941	0.3399	0.2450	0.1874	0.2277	0.3801	0.1899	0.1808	0.2492	2.2309E-3	1.5647E-3	3.0585E-3	1.8572E-3	3.226E-3	2.6197E-3	2.2921E-3	2.2513E-3	80.042	766.964	3999.715	51.170	66.287	17.965	83.952	47.896	82.817	31.740	14.732
27000000	8.467	15.760	0.2344	1.2406	0.3564	2.2872	0.3515	0.2535	0.1707	0.2243	0.3855	0.1966	0.1785	0.2395	2.1574E-3	1.3461E-3	2.2796E-3	1.9048E-3	3.0418E-3	2.6207E-3	2.1967E-3	2.5751E-3	132.210	1036.803	4594.841	51.795	68.300	18.418	82.876	49.028	82.360	31.457	14.462
28000000	8.531	16.151	0.2204	1.2714	0.3949	2.2101	0.3477	0.2531	0.1844	0.2148	0.3710	0.1954	0.1830	0.2506	2.1858E-3	1.4812E-3	2.9763E-3	1.9295E-3	2.9125E-3	2.4212E-3	2.2676E-3	2.7166E-3	32.736	960.687	4419.438	50.791	65.537	17.863	83.111	49.591	85.380	31.898	13.880
29000000	8.799	16.769	0.2398	1.2163	0.3936	2.2127	0.3587	0.2386	0.1900	0.2127	0.3804	0.1945	0.1783	0.2468	2.0518E-3	1.6709E-3	3.3632E-3	1.7234E-3	2.9636E-3	2.406E-3	2.196E-3	2.5432E-3	891.895	949.636	4430.638	49.852	68.154	17.636	82.282	51.235	83.296	30.606	14.891
30000000	8.012	16.289	0.2177	1.2818	0.3931	2.2137	0.3507	0.2516	0.1910	0.2067	0.3801	0.1922	0.1776	0.2502	2.1824E-3	1.5493E-3	3.1854E-3	1.8705E-3	3.0229E-3	2.5417E-3	2.0794E-3	2.5126E-3	154.024	976.941	4424.645	52.728	64.943	17.303	82.185	48.474	83.799	32.437	14.278
31000000	7.833	16.848	0.2120	1.3182	0.3989	2.2023	0.3281	0.2514	0.1978	0.2227	0.3730	0.1956	0.1831	0.2483	2.3071E-3	1.4565E-3	2.89E-3	1.8575E-3	3.0802E-3	2.5527E-3	2.4315E-3	3.0233E-3	42.459	1106.802	4644.088	50.054	68.759	17.932	82.131	48.868	83.465	31.473	14.213
32000000	8.135	16.879	0.2231	1.2825	0.4323	2.1354	0.3532	0.2385	0.1888	0.2196	0.3815	0.1965	0.1776	0.2444	2.0939E-3	1.7306E-3	3.3126E-3	1.887E-3	3.372E-3	2.4203E-3	2.2591E-3	2.3815E-3	53.865	874.548	4245.377	51.106	66.011	17.990	83.160	47.300	83.240	31.689	14.908
33000000	9.309	16.300	0.2161	1.3578	0.3755	2.2490	0.3374	0.2499	0.1969	0.2158	0.3678	0.2004	0.1770	0.2548	2.2885E-3	1.8273E-3	2.8985E-3	1.8079E-3	3.0052E-3	2.5279E-3	2.8978E-3	2.6449E-3	56.866	991.188	4449.694	50.001	63.074	18.759	83.439	49.859	84.073	30.761	14.909
34000000	8.388	15.872	0.2243	1.2852	0.4278	2.1443	0.3599	0.2547	0.1717	0.2137	0.3763	0.1998	0.1796	0.2442	2.1481E-3	1.4974E-3	2.9185E-3	1.9066E-3	2.7988E-3	2.2753E-3	2.4871E-3	2.5958E-3	162.968	890.112	4250.850	51.358	67.029	17.460	81.731	49.658	84.243	30.673	14.750
35000000	8.608	15.869	0.2196	1.3047	0.4223	2.1553	0.3458	0.2473	0.1875	0.2194	0.3852	0.1868	0.1869	0.2411	2.1315E-3	1.5968E-3	3.0536E-3	1.862E-3	3.1167E-3	2.3436E-3	2.2992E-3	2.1563E-3	35.754	876.361	4288.259	51.061	67.625	18.726	82.656	49.273	83.627	31.110	15.952
36000000	8.662	15.846	0.2266	1.2664	0.4059	2.1882	0.3609	0.2499	0.1786	0.2107	0.3729	0.1905	0.1851	0.2516	2.1029E-3	1.4119E-3	3.0596E-3	1.7943E-3	2.9804E-3	2.4702E-3	2.4725E-3	2.4343E-3	60.172	1015.465	4573.478	51.480	65.373	18.082	82.780	48.818	83.365	31.378	14.470
37000000	7.994	16.322	0.2186	1.1706	0.4151	2.1698	0.3536	0.2520	0.1762	0.2182	0.3707	0.1974	0.1809	0.2510	2.1347E-3	1.3796E-3	3.2468E-3	1.8897E-3	2.9815E-3	2.1727E-3	2.5429E-3	2.8767E-3	98.377	934.528	4398.656	52.936	70.853	18.318	83.190	52.934	83.220	31.105	13.598
38000000	8.288	16.415	0.2234	1.1474	0.3742	2.2516	0.3428	0.2593	0.1812	0.2167	0.3781	0.1918	0.1799	0.2502	2.1516E-3	1.617E-3	3.3644E-3	1.8159E-3	2.9235E-3	2.4294E-3	2.2236E-3	2.357E-3	67.086	765.223	4014.851	50.941	65.228	17.680	82.370	49.612	84.092	30.939	15.051
39000000	8.012	15.474	0.2182	1.2407	0.4198	2.1604	0.3621	0.2421	0.1833	0.2124	0.3695	0.1961	0.1816	0.2528	2.1104E-3	1.5935E-3	3.3205E-3	1.9495E-3	3.5445E-3	2.7229E-3	2.4673E-3	2.4874E-3	260.568	1005.233	4521.161	50.783	66.684	17.358	82.247	47.366	83.683	31.628	15.483
40000000	8.291	16.720	0.2279	1.2771	0.3803	2.2393	0.3463	0.2469	0.1887	0.2181	0.3687	0.2021	0.1808	0.2483	2.2087E-3	1.4389E-3	2.4821E-3	1.6748E-3	2.8008E-3	2.2581E-3	2.4377E-3	2.1944E-3	836.011	897.905	4278.478	51.864	65.117	18.021	84.136	49.909	83.782	31.231	14.358
41000000	8.222	16.172	0.2207	1.3032	0.4111	2.1778	0.3485	0.2542	0.1853	0.2121	0.3698	0.1987	0.1801	0.2515	2.1865E-3	1.617E-3	3.4083E-3	2.0024E-3	3.3394E-3	2.3847E-3	2.4737E-3	2.4244E-3	66.910	858.706	4191.431	51.673	64.587	17.560	83.168	47.707	83.101	30.851	14.916
42000000	7.711	16.649	0.2121	1.3352	0.4060	2.1880	0.3488	0.2394	0.1894	0.2224	0.3776	0.1921	0.1795	0.2508	2.3615E-3	1.6995E-3	2.8116E-3	1.9573E-3	3.3876E-3	2.5143E-3	2.6324E-3	2.8151E-3	18.904	883.808	4177.214	50.608	64.274	18.693	82.097	48.388	84.241	31.270	14.362
43000000	7.904	16.725	0.2307	1.1395	0.3769	2.2462	0.3458	0.2563	0.1769	0.2210	0.3780	0.1941	0.1834	0.2445	1.9955E-3	1.6777E-3	2.7092E-3	1.7162E-3	2.9937E-3	2.2795E-3	2.17E-3	2.2201E-3	24.616	804.834	4145.434	51.558	67.767	18.090	82.067	47.338	83.630	31.966	14.990
44000000	8.392	16.698	0.2203	1.2838	0.3732	2.2535	0.3457	0.2462	0.1869	0.2212	0.3794	0.1951	0.1857	0.2398	2.2682E-3	1.4158E-3	2.4945E-3	1.7529E-3	3.2565E-3	2.3176E-3	1.9416E-3	2.3947E-3	49.714	954.133	4386.815	51.534	69.563	18.274	83.572	47.558	83.225	32.521	15.063
45000000	8.137	17.444	0.2349	1.2082	0.3875	2.2249	0.3539	0.2381	0.1839	0.2241	0.3796	0.1943	0.1771	0.2489	2.0485E-3	1.4147E-3	2.5057E-3	1.7932E-3	2.874E-3	2.4069E-3	2.1597E-3	2.5547E-3	61.395	999.904	4500.936	51.423	69.029	18.058	82.407	49.559	83.293	31.604	14.287
46000000	8.541	17.604	0.2366	1.1864	0.4261	2.1479	0.3448	0.2552	0.1892	0.2108	0.3732	0.1981	0.1780	0.2507	2.1641E-3	1.3935E-3	2.8782E-3	1.7321E-3	3.0598E-3	2.1907E-3	2.3066E-3	2.6742E-3	34.562	855.250	4240.334	52.305	68.135	17.287	82.561	48.336	83.990	31.953	14.132
47000000	8.150	16.162	0.2321	1.2072	0.3968	2.2065	0.3411	0.2530	0.1947	0.2112	0.3710	0.1946	0.1902	0.2442	2.1345E-3	1.3488E-3	2.8492E-3	1.7758E-3	3.2429E-3	2.5814E-3	2.1809E-3	2.848E-3	148.524	1036.191	4578.595	52.269	69.298	17.770	82.640	47.717	83.550	32.275	13.787
48000000	8.405	17.171	0.2193	1.2876	0.3885	2.2229	0.3620	0.2444	0.1829	0.2107	0.3780	0.1948	0.1797	0.2475	2.138E-3	1.546E-3	2.7763E-3	1.7819E-3	3.0518E-3	2.2952E-3	2.7631E-3	2.4708E-3	100.210	857.209	4210.833	50.997	65.596	17.844	82.819	49.052	83.366	30.712	13.930
49000000	7.765	16.000	0.2243	1.2145	0.4143	2.1713	0.3395	0.2455	0.1988	0.2161	0.3784	0.1969	0.1781	0.2465	2.2654E-3	1.6218E-3	2.4222E-3	1.8552E-3	3.0947E-3	2.3276E-3	2.3236E-3	2.4706E-3	14.544	927.875	4287.933	51.635	63.771	17.665	83.822	50.256	83.854	31.932	14.678
50000000	8.324	17.053	0.2340	1.2942	0.3867	2.2266	0.3670	0.2384	0.1908	0.2039	0.3763	0.1980	0.1827	0.2431	2.1167E-3	1.4463E-3	2.6638E-3	1.7789E-3	3.1764E-3	2.5409E-3	2.3682E-3	2.2313E-3	30.224	804.744	4129.109	52.191	67.773	17.724	83.480	49.304	84.056	31.462	15.025
51000000	7.966	16.738	0.2226	1.4072	0.3987	2.2027	0.3413	0.2457	0.1963	0.2167	0.3800	0.1897	0.1836	0.2466	2.1749E-3	1.4303E-3	3.1734E-3	1.871E-3	2.975E-3	2.3382E-3	2.6011E-3	2.0193E-3	23.124	1003.001	4506.107	52.449	67.624	18.006	82.608	49.386	82.743	30.735	15.695
52000000	7.459	17.013	0.2221	1.1515	0.4032	2.1935	0.3552	0.2410	0.1803	0.2236	0.3757	0.1998	0.1753	0.2492	2.1414E-3	1.5358E-3	3.0477E-3	1.8344E-3	3.1509E-3	2.6091E-3	2.3075E-3	2.4976E-3	133.854	991.320	4457.839	50.435	66.008	17.757	82.194	47.431	83.033	31.918	14.636
53000000	8.166	16.321	0.2057	1.2037	0.4076	2.1848	0.3604	0.2497	0.1801	0.2098	0.3844	0.1907	0.1823	0.2426	2.1274E-3	1.431E-3	3.0292E-3	1.8437E-3	2.7346E-3	2.423E-3	2.3726E-3	2.0617E-3	20.767	895.955	4342.023	52.244	72.098	18.193	83.544	48.676	83.759	31.368	15.667
54000000	8.479	16.342	0.2240	1.2270	0.4024	2.1952	0.3389	0.2560	0.1905	0.2146	0.3803	0.1957	0.1788	0.2452	2.2875E-3	1.479E-3	2.4789E-3	1.7826E-3	3.0693E-3	2.5219E-3	2.3323E-3	2.6652E-3	99.948	886.573	4252.879	52.370	69.804	18.304	82.427	47.841	84.258	31.336	14.656
55000000	7.793	16.549	0.2325	1.1219	0.4244	2.1513	0.3586	0.2356	0.1974	0.2084	0.3834	0.1978	0.1812	0.2376	2.093E-3	1.4512E-3	2.8488E-3	1.7337E-3	2.9127E-3	2.4361E-3	2.2857E-3	2.6031E-3	50.124	893.694	4289.315	51.333	67.938	18.253	83.822	48.822	83.276	31.835	14.264
56000000	8.721	16.532	0.2338	1.2128	0.3791	2.2419	0.3503	0.2398	0.1781	0.2318	0.3776	0.1947	0.1835	0.2442	2.1873E-3	1.4929E-3	2.7941E-3	1.7385E-3	3.0921E-3	2.4994E-3	2.4792E-3	2.8791E-3	199.223	919.120	4319.873	51.653	65.811	17.455	81.859	49.110	82.949	31.569	14.342
57000000	8.278	16.950	0.2257	1.2217	0.3920	2.2160	0.3601	0.2471	0.1810	0.2118	0.3789	0.1907	0.1853	0.2451	2.3043E-3	1.4713E-3	3.124E-3	1.8154E-3	3.1709E-3	2.5636E-3	2.3087E-3	2.2554E-3	24.447	862.134	4186.261	50.854	68.634	17.896	82.957	50.538	83.103	31.475	14.986
58000000	7.982	17.099	0.2161	1.2599	0.3850	2.2301	0.3358	0.2577	0.1850	0.2214	0.3811	0.1957	0.1817	0.2415	2.1289E-3	1.4732E-3	2.8134E-3	1.738E-3	3.0408E-3	2.4186E-3	2.2741E-3	3.0057E-3	6.344	929.503	4416.511	52.008	68.017	17.849	83.333	48.257	84.057	31.519	13.975
59000000	8.075	16.372	0.2268	1.1594	0.3992	2.2016	0.3596	0.2428	0.1875	0.2102	0.3809	0.2023	0.1803	0.2365	2.1573E-3	1.5116E-3	2.585E-3	1.8532E-3	3.3361E-3	2.3332E-3	2.0487E-3	3.0336E-3	89.155	808.106	4038.912	50.437	66.940	17.913	82.864	47.541	83.163	31.457	13.594
60000000	8.734	17.476	0.2244	1.2537	0.4073	2.1853	0.3446	0.2537	0.1853	0.2163	0.3728	0.1949	0.1846	0.2477	2.2495E-3	1.4342E-3	3.1546E-3	1.9065E-3	3.2968E-3	2.6333E-3	2.1775E-3	2.8444E-3	29.597	996.408	4493.283	52.468	67.699	17.776	83.541	47.809	83.507	31.270	14.503
61000000	7.591	16.939	0.2123	1.3294	0.3904	2.2192	0.3498	0.2392	0.1953	0.2156	0.3774	0.1953	0.1758	0.2515	2.1021E-3	1.5486E-3	2.928E-3	1.7617E-3	3.0468E-3	2.2656E-3	2.1411E-3	2.2552E-3	43.689	1003.388	4547.592	51.559	66.893	18.088	83.163	47.949	83.857	31.594	14.907
62000000	8.950	16.277	0.2199	1.0621	0.4098	2.1804	0.3505	0.2698	0.1749	0.2048	0.3858	0.1899	0.1790	0.2454	2.101E-3	1.4601E-3	2.7213E-3	1.7218E-3	2.8335E-3	2.3814E-3	2.378E-3	2.4587E-3	832.466	915.711	4321.951	52.256	68.423	17.661	82.794	48.739	84.044	31.010	14.942
63000000	9.047	17.396	0.2285	1.2495	0.3946	2.2109	0.3515	0.2508	0.1793	0.2185	0.3817	0.1934	0.1789	0.2461	2.0602E-3	1.3819E-3	2.7117E-3	1.8256E-3	2.8892E-3	2.3606E-3	1.813E-3	2.4649E-3	51.358	1002.648	4569.663	51.121	68.960	17.586	81.830	50.538	84.028	32.127	14.740
64000000	7.886	16.683	0.2407	1.3091	0.3888	2.2223	0.3603	0.2365	0.1778	0.2255	0.3808	0.1973	0.1807	0.2411	2.2384E-3	1.5828E-3	2.542E-3	1.9166E-3	3.0747E-3	2.4895E-3	2.6381E-3	2.4711E-3	39.474	926.825	4321.506	51.578	66.713	17.951	83.582	49.890	84.169	30.782	14.104
65000000	8.301	16.235	0.2274	1.2109	0.3986	2.2029	0.3473	0.2390	0.1879	0.2258	0.3760	0.1952	0.1821	0.2467	2.2068E-3	1.6824E-3	3.2623E-3	1.7777E-3	3.2266E-3	2.4396E-3	2.1631E-3	2.6071E-3	82.649	923.127	4312.566	51.918	63.932	17.562	82.763	48.472	83.004	32.048	14.225
66000000	7.600	16.916	0.2336	1.2285	0.3964	2.2073	0.3601	0.2454	0.1836	0.2109	0.3757	0.1921	0.1836	0.2486	2.1191E-3	1.4097E-3	3.12E-3	1.8198E-3	3.011E-3	2.2996E-3	2.4327E-3	2.2157E-3	63.751	869.295	4297.283	51.506	68.101	18.046	83.147	49.753	84.430	31.752	14.440
67000000	7.895	16.765	0.2129	1.1731	0.4027	2.1947	0.3625	0.2388	0.1784	0.2203	0.3844	0.1905	0.1803	0.2448	2.1021E-3	1.382E-3	2.9973E-3	1.8627E-3	3.2529E-3	2.4183E-3	2.2754E-3	2.2729E-3	245.151	973.650	4473.085	51.807	65.647	18.328	82.360	48.965	84.533	31.648	14.952
68000000	8.405	16.980	0.2124	1.2301	0.3909	2.2182	0.3485	0.2566	0.1818	0.2131	0.3803	0.1945	0.1838	0.2413	2.2734E-3	1.4468E-3	2.8375E-3	1.6767E-3	3.2522E-3	2.4101E-3	2.1204E-3	2.5262E-3	99.912	799.683	4112.752	51.639	68.652	17.424	84.504	47.874	83.314	31.032	14.152
69000000	8.693	16.652	0.2325	1.2466	0.4114	2.1771	0.3380	0.2466	0.1879	0.2276	0.3819	0.1975	0.1778	0.2428	2.199E-3	1.4803E-3	2.8446E-3	1.9413E-3	3.5724E-3	2.3202E-3	2.2822E-3	2.1654E-3	175.951	698.307	3858.980	52.776	67.359	17.864	82.466	45.893	83.475	31.629	15.156
70000000	7.419	17.091	0.2218	1.2713	0.3732	2.2536	0.3450	0.2484	0.1861	0.2205	0.3769	0.1954	0.1758	0.2518	2.2171E-3	1.3889E-3	3.0487E-3	1.875E-3	3.0546E-3	2.4116E-3	2.1215E-3	2.6162E-3	168.161	890.799	4245.208	51.670	67.183	18.006	83.028	48.328	83.443	31.718	14.195
71000000	8.485	17.025	0.2260	1.2575	0.4172	2.1656	0.3468	0.2595	0.1773	0.2164	0.3829	0.1875	0.1754	0.2542	2.2185E-3	1.4594E-3	2.902E-3	1.7949E-3	3.0559E-3	2.4145E-3	2.2799E-3	2.2092E-3	247.958	842.131	4156.849	51.215	65.945	17.897	83.288	48.584	83.407	30.901	15.072
72000000	8.541	16.781	0.2045	1.3447	0.4009	2.1983	0.3580	0.2406	0.1888	0.2126	0.3779	0.1980	0.1857	0.2384	2.149E-3	1.532E-3	3.1008E-3	1.8284E-3	3.1175E-3	2.4882E-3	2.4889E-3	3.1725E-3	231.202	864.841	4223.599	51.112	68.945	17.518	83.201	46.706	82.586	31.153	14.048
73000000	7.882	16.292	0.2224	1.1216	0.4300	2.1400	0.3438	0.2493	0.1973	0.2097	0.3793	0.1941	0.1803	0.2463	2.0185E-3	1.4905E-3	3.0319E-3	1.6735E-3	3.1008E-3	2.5133E-3	2.2214E-3	2.6851E-3	77.734	891.632	4344.664	52.032	65.112	17.537	82.721	48.143	83.616	32.351	14.750
74000000	7.443	15.618	0.2379	1.1845	0.4127	2.1746	0.3505	0.2438	0.1892	0.2165	0.3795	0.1953	0.1808	0.2444	2.2654E-3	1.5286E-3	2.6735E-3	1.9778E-3	3.1873E-3	2.4746E-3	2.2813E-3	2.7852E-3	40.458	872.220	4224.294	51.022	68.491	18.030	81.788	46.863	83.763	31.579	13.906
