state	cp12.kappa	cp3.kappa	cp12.alpha	cp3.alpha	cp12.mu	cp3.mu	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	avian.rate	equine.rate	galliform1.rate	human1.rate	shorebird1.rate	swine1.rate	swine2.rate	swine3.rate	skygrid.precision	rootHeight	treeLength	tmrca(equine1)	tmrca(equine2)	tmrca(galliform1)	tmrca(human1)	tmrca(shorebird1)	tmrca(swine1)	tmrca(swine2)	tmrca(swine3)
1000000	7.478	16.435	0.2098	1.1467	0.4238	2.1524	0.3500	0.2412	0.1933	0.2155	0.3703	0.2027	0.1776	0.2494	2.1006E-3	1.5547E-3	2.6035E-3	1.7742E-3	3.0694E-3	2.5747E-3	2.6631E-3	2.3292E-3	65.043	1042.512	4606.318	50.584	64.531	17.990	83.566	47.747	84.055	30.860	14.735
2000000	7.903	16.940	0.2185	1.1780	0.3930	2.2140	0.3707	0.2434	0.1858	0.2001	0.3785	0.1981	0.1794	0.2439	2.1759E-3	1.631E-3	3.1509E-3	1.9611E-3	2.7206E-3	2.4201E-3	2.359E-3	2.5637E-3	137.672	939.785	4387.696	50.567	63.025	18.164	81.589	49.799	84.122	31.243	15.122
3000000	7.638	16.231	0.2270	1.1874	0.3975	2.2050	0.3494	0.2424	0.1878	0.2204	0.3731	0.1978	0.1799	0.2492	2.1367E-3	1.4788E-3	2.5281E-3	1.7038E-3	3.4045E-3	2.5518E-3	2.0222E-3	2.7809E-3	25.561	698.959	3832.140	52.002	63.936	18.094	82.688	49.147	83.329	31.769	14.714
4000000	8.007	16.433	0.2379	1.2184	0.3805	2.2390	0.3480	0.2462	0.1825	0.2233	0.3794	0.1879	0.1788	0.2539	2.1329E-3	1.5463E-3	3.207E-3	1.8004E-3	3.3266E-3	2.2137E-3	2.2952E-3	2.542E-3	73.415	874.942	4230.314	51.463	65.158	17.682	82.068	46.627	83.641	31.955	13.879
5000000	8.088	16.868	0.2206	1.2629	0.4109	2.1782	0.3560	0.2516	0.1919	0.2006	0.3685	0.1968	0.1861	0.2486	2.2207E-3	1.5165E-3	2.8356E-3	1.9499E-3	3.213E-3	2.5326E-3	2.6963E-3	2.422E-3	80.024	815.028	4077.528	51.036	65.334	17.707	82.104	51.548	83.548	30.618	14.493
6000000	8.530	16.255	0.2166	1.1989	0.4279	2.1442	0.3476	0.2484	0.1860	0.2179	0.3778	0.1992	0.1780	0.2450	2.1586E-3	1.5063E-3	2.7352E-3	1.7388E-3	3.117E-3	2.3545E-3	2.535E-3	2.4571E-3	38.309	910.719	4320.821	52.147	65.963	17.675	84.353	49.639	83.837	30.839	14.935
7000000	8.207	16.563	0.2290	1.2559	0.4100	2.1799	0.3498	0.2384	0.1939	0.2178	0.3775	0.1911	0.1858	0.2456	2.2351E-3	1.3468E-3	3.3264E-3	1.9015E-3	3.1617E-3	2.428E-3	2.2771E-3	2.351E-3	171.387	847.157	4175.378	51.418	67.167	17.660	83.016	47.899	83.229	31.414	14.501
8000000	8.951	15.810	0.2144	1.2092	0.4071	2.1857	0.3389	0.2627	0.1924	0.2060	0.3782	0.2010	0.1811	0.2398	2.1842E-3	1.5312E-3	3.1996E-3	1.8902E-3	3.0978E-3	2.5845E-3	2.3034E-3	2.2301E-3	17.934	898.980	4279.959	52.046	67.080	17.401	82.617	49.118	83.562	31.370	14.900
9000000	8.679	16.452	0.2202	1.3747	0.4183	2.1635	0.3381	0.2438	0.1932	0.2248	0.3777	0.1947	0.1827	0.2450	2.2993E-3	1.4929E-3	2.8386E-3	1.8653E-3	3.2774E-3	2.6021E-3	2.7294E-3	2.6436E-3	179.849	1040.065	4537.479	52.153	69.968	17.905	83.068	49.771	82.799	30.730	14.683
10000000	8.754	16.147	0.2177	1.1805	0.3691	2.2617	0.3370	0.2439	0.1843	0.2348	0.3754	0.1894	0.1835	0.2517	2.2291E-3	1.6326E-3	3.1399E-3	1.7583E-3	3.0972E-3	2.3581E-3	2.4262E-3	2.5004E-3	63.463	859.839	4163.002	51.204	64.665	17.272	82.090	47.826	83.774	31.015	14.612
11000000	7.500	16.340	0.2150	1.3332	0.3998	2.2004	0.3550	0.2358	0.1928	0.2164	0.3697	0.1919	0.1861	0.2523	2.1954E-3	1.6067E-3	2.9593E-3	1.8254E-3	3.297E-3	2.4761E-3	2.5116E-3	2.5377E-3	83.769	921.624	4332.668	51.478	65.585	18.306	83.951	47.629	84.097	31.173	14.908
12000000	8.123	16.175	0.2241	1.2148	0.4113	2.1775	0.3487	0.2363	0.1902	0.2248	0.3735	0.1912	0.1882	0.2471	2.0602E-3	1.4602E-3	2.7441E-3	1.9233E-3	3.287E-3	2.1596E-3	2.488E-3	1.8996E-3	87.677	1042.176	4659.205	51.168	66.075	17.717	81.562	47.601	82.921	30.852	15.861
13000000	9.140	16.674	0.2138	1.2219	0.4316	2.1369	0.3440	0.2479	0.1953	0.2128	0.3895	0.1917	0.1804	0.2385	2.1142E-3	1.4544E-3	2.8653E-3	1.7761E-3	3.2583E-3	2.4373E-3	2.5274E-3	2.6937E-3	67.046	945.911	4395.128	50.865	69.020	18.083	81.945	45.606	83.540	31.271	13.964
14000000	7.112	16.494	0.2134	1.2011	0.4186	2.1628	0.3508	0.2255	0.2109	0.2128	0.3738	0.1981	0.1816	0.2465	2.2363E-3	1.5347E-3	2.6717E-3	1.8057E-3	2.7765E-3	2.5645E-3	2.4501E-3	2.2579E-3	232.299	833.233	4176.215	53.479	64.288	17.783	83.082	50.818	83.530	31.709	15.452
15000000	8.915	16.486	0.2159	1.2764	0.4014	2.1973	0.3442	0.2377	0.1978	0.2204	0.3786	0.1922	0.1797	0.2495	2.248E-3	1.4545E-3	3.3081E-3	1.8395E-3	3.3247E-3	2.3807E-3	2.4327E-3	2.1429E-3	187.434	1148.904	4777.483	51.291	65.630	17.562	80.832	47.621	84.552	31.242	15.113
16000000	8.242	16.505	0.2138	1.3084	0.3555	2.2890	0.3512	0.2354	0.1759	0.2375	0.3758	0.2014	0.1839	0.2389	2.1904E-3	1.3821E-3	3.4211E-3	1.8007E-3	3.1641E-3	2.3849E-3	2.3679E-3	2.1524E-3	25.825	978.536	4485.306	52.405	65.972	17.719	83.670	46.494	83.348	31.047	15.920
17000000	8.660	16.076	0.2374	1.3590	0.4076	2.1847	0.3391	0.2538	0.1831	0.2239	0.3771	0.1999	0.1765	0.2465	2.2385E-3	1.3495E-3	3.2454E-3	1.7777E-3	3.0638E-3	2.5647E-3	2.4947E-3	2.6768E-3	138.484	933.761	4375.720	52.498	66.507	17.813	83.332	49.295	83.164	31.587	14.195
18000000	8.145	16.817	0.2391	1.1986	0.4166	2.1669	0.3459	0.2483	0.1891	0.2167	0.3811	0.1936	0.1813	0.2440	2.2389E-3	1.3073E-3	2.8115E-3	1.8556E-3	2.8153E-3	2.3359E-3	2.4078E-3	2.6E-3	45.384	951.055	4381.027	51.991	68.238	17.916	83.367	49.245	83.333	30.948	14.308
19000000	8.499	16.828	0.2331	1.4001	0.3866	2.2269	0.3517	0.2413	0.1991	0.2079	0.3736	0.1969	0.1855	0.2440	2.1129E-3	1.4486E-3	3.224E-3	1.7842E-3	2.746E-3	2.368E-3	2.6533E-3	2.2681E-3	85.799	938.331	4374.989	53.153	63.745	17.919	83.623	50.038	83.592	31.516	14.280
20000000	8.233	16.939	0.2117	1.2758	0.4062	2.1876	0.3549	0.2461	0.1842	0.2147	0.3697	0.1934	0.1852	0.2517	2.2544E-3	1.5735E-3	2.589E-3	1.9136E-3	3.2742E-3	2.2761E-3	2.4043E-3	2.5375E-3	51.018	896.500	4255.923	51.207	66.941	17.984	82.493	49.328	83.584	31.394	14.480
21000000	7.814	16.224	0.2206	1.1983	0.3973	2.2054	0.3690	0.2358	0.1813	0.2139	0.3738	0.1946	0.1808	0.2508	2.2551E-3	1.6848E-3	2.824E-3	1.8661E-3	2.8383E-3	2.3828E-3	2.9046E-3	2.3717E-3	110.790	930.029	4380.434	52.080	65.176	18.426	82.233	47.190	83.766	31.205	15.523
22000000	7.942	16.655	0.2204	1.1798	0.3907	2.2186	0.3556	0.2468	0.1823	0.2153	0.3763	0.1892	0.1790	0.2555	2.1794E-3	1.4931E-3	3.1714E-3	1.7821E-3	2.7527E-3	2.336E-3	2.2534E-3	2.9239E-3	42.058	903.352	4304.493	50.997	65.338	18.710	82.762	52.340	82.837	31.797	14.133
23000000	7.963	15.266	0.2083	1.2513	0.4014	2.1971	0.3506	0.2499	0.1905	0.2090	0.3837	0.1957	0.1780	0.2425	2.2359E-3	1.4E-3	2.6672E-3	1.7101E-3	2.9193E-3	2.5413E-3	2.3358E-3	2.3856E-3	30.449	984.117	4446.248	51.684	65.079	18.047	82.083	49.032	83.438	32.427	15.118
24000000	8.656	17.232	0.2288	1.1536	0.3922	2.2155	0.3570	0.2380	0.1888	0.2162	0.3678	0.1974	0.1817	0.2530	2.166E-3	1.4558E-3	2.7429E-3	1.8856E-3	3.129E-3	2.5204E-3	2.5042E-3	2.1118E-3	58.879	874.161	4296.653	51.060	66.497	17.905	82.909	49.450	82.954	31.403	15.420
25000000	8.362	16.234	0.2126	1.1520	0.3970	2.2060	0.3418	0.2472	0.1983	0.2128	0.3719	0.1971	0.1864	0.2446	2.0746E-3	1.4591E-3	3.2485E-3	1.7723E-3	3.134E-3	2.502E-3	2.1022E-3	2.865E-3	48.430	995.660	4521.834	52.353	64.135	17.852	83.523	49.354	83.356	31.652	13.586
