state	cp12.kappa	cp3.kappa	cp12.alpha	cp3.alpha	cp12.mu	cp3.mu	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	avian.rate	equine.rate	galliform1.rate	human1.rate	shorebird1.rate	swine1.rate	swine2.rate	swine3.rate	skygrid.precision	rootHeight	treeLength	tmrca(equine1)	tmrca(equine2)	tmrca(galliform1)	tmrca(human1)	tmrca(shorebird1)	tmrca(swine1)	tmrca(swine2)	tmrca(swine3)
1000000	8.041	17.327	0.2274	1.1232	0.4147	2.1705	0.3444	0.2560	0.1864	0.2132	0.3797	0.1864	0.1813	0.2527	2.192E-3	1.4154E-3	2.5103E-3	1.77E-3	3.0127E-3	2.4176E-3	2.3644E-3	2.1187E-3	2207.849	881.546	4292.138	51.305	66.847	17.968	82.467	49.508	83.828	31.910	14.691
2000000	7.868	17.727	0.2116	1.1645	0.4184	2.1632	0.3449	0.2534	0.1875	0.2143	0.3741	0.1947	0.1789	0.2523	2.1941E-3	1.5267E-3	3.0508E-3	1.8892E-3	3.0368E-3	2.3676E-3	2.6245E-3	2.2771E-3	29.595	1002.286	4456.332	52.730	65.267	17.722	82.156	48.754	83.150	31.386	14.684
3000000	8.027	16.140	0.2162	1.1951	0.3933	2.2134	0.3446	0.2396	0.1942	0.2215	0.3772	0.1918	0.1844	0.2466	2.2207E-3	1.5495E-3	2.8049E-3	1.8491E-3	3.0762E-3	2.2343E-3	2.2677E-3	2.7221E-3	91.561	815.986	4110.698	51.467	64.482	17.656	82.220	49.760	84.755	31.451	14.906
4000000	7.250	16.346	0.2489	1.2886	0.3809	2.2382	0.3501	0.2447	0.1778	0.2275	0.3666	0.1963	0.1770	0.2601	2.1274E-3	1.5329E-3	3.364E-3	1.8377E-3	3.0297E-3	2.3291E-3	2.1717E-3	2.7899E-3	7.529	939.890	4388.239	52.471	66.413	17.430	82.730	48.390	83.544	32.531	13.996
5000000	8.189	17.565	0.2414	1.1669	0.4119	2.1761	0.3406	0.2436	0.2032	0.2127	0.3785	0.1999	0.1796	0.2420	2.1614E-3	1.4076E-3	3.3706E-3	1.8403E-3	2.9034E-3	2.436E-3	2.4862E-3	2.3452E-3	61.879	859.277	4261.379	52.793	69.213	17.555	81.750	49.485	83.939	31.526	15.145
6000000	8.686	16.720	0.2265	1.1581	0.3987	2.2027	0.3641	0.2419	0.1799	0.2141	0.3703	0.2056	0.1765	0.2476	2.1295E-3	1.4693E-3	3.1984E-3	1.7521E-3	3.2055E-3	2.3093E-3	2.4567E-3	2.9528E-3	712.618	910.083	4348.347	50.813	66.320	17.379	83.157	46.411	83.601	31.084	13.958
7000000	8.606	16.638	0.2165	1.3037	0.4056	2.1888	0.3390	0.2456	0.1890	0.2264	0.3793	0.1911	0.1820	0.2476	2.2228E-3	1.4708E-3	3.0095E-3	1.8301E-3	3.2057E-3	2.5556E-3	2.579E-3	2.3547E-3	41.054	961.650	4399.674	53.263	68.902	17.500	82.840	46.564	82.805	30.939	14.142
8000000	7.711	16.474	0.2188	1.1420	0.4001	2.1998	0.3527	0.2329	0.1943	0.2201	0.3740	0.1995	0.1837	0.2427	2.2879E-3	1.4871E-3	3.4174E-3	1.7994E-3	3.2999E-3	2.4911E-3	2.5156E-3	2.6615E-3	19.876	987.025	4417.581	50.403	67.583	17.540	82.100	49.248	83.156	30.903	14.441
9000000	8.275	16.540	0.2509	1.2078	0.3962	2.2076	0.3398	0.2523	0.1919	0.2160	0.3754	0.1929	0.1770	0.2547	2.2231E-3	1.6427E-3	2.8327E-3	1.8147E-3	3.1385E-3	2.5925E-3	2.4383E-3	2.2486E-3	731.321	750.348	4000.578	52.063	68.213	17.878	82.165	47.938	83.762	31.385	14.911
10000000	8.897	15.917	0.2224	1.2109	0.4221	2.1559	0.3443	0.2551	0.1841	0.2165	0.3786	0.1934	0.1814	0.2466	2.2213E-3	1.5507E-3	3.3921E-3	1.7295E-3	3.1084E-3	2.4122E-3	2.198E-3	2.4833E-3	96.509	1096.804	4650.355	50.902	67.984	18.419	82.363	46.628	82.831	31.586	14.245
