state	cp12.kappa	cp3.kappa	cp12.alpha	cp3.alpha	cp12.mu	cp3.mu	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	avian.rate	equine.rate	galliform1.rate	human1.rate	shorebird1.rate	swine1.rate	swine2.rate	swine3.rate	skygrid.precision	rootHeight	treeLength	tmrca(equine1)	tmrca(equine2)	tmrca(galliform1)	tmrca(human1)	tmrca(shorebird1)	tmrca(swine1)	tmrca(swine2)	tmrca(swine3)
12000000	7.550	17.100	0.2201	1.2267	0.4173	2.1654	0.3367	0.2536	0.1979	0.2118	0.3687	0.1929	0.1852	0.2533	2.2238E-3	1.5177E-3	2.6619E-3	1.671E-3	3.1486E-3	2.3732E-3	2.2338E-3	2.0629E-3	23.859	805.997	4042.858	49.946	68.032	17.644	82.413	47.496	83.248	31.179	15.157
13000000	8.027	16.528	0.2272	1.3166	0.3954	2.2091	0.3453	0.2305	0.1946	0.2296	0.3756	0.1988	0.1825	0.2431	2.2407E-3	1.6272E-3	3.0025E-3	1.9831E-3	3.2214E-3	2.4874E-3	2.7161E-3	2.5961E-3	148.952	828.568	4100.527	50.962	67.665	17.974	83.044	46.497	83.244	31.232	14.118
14000000	8.498	16.804	0.2217	1.2658	0.3898	2.2204	0.3517	0.2350	0.1934	0.2198	0.3869	0.1859	0.1799	0.2474	2.1102E-3	1.4922E-3	2.6365E-3	1.8634E-3	2.9891E-3	2.2217E-3	2.3476E-3	2.2756E-3	48.719	773.375	4016.694	50.933	64.236	17.907	82.718	47.643	83.651	30.749	14.918
15000000	7.906	15.937	0.2131	1.2253	0.4027	2.1947	0.3514	0.2417	0.1814	0.2256	0.3847	0.1887	0.1851	0.2416	2.2294E-3	1.6299E-3	3.1155E-3	1.844E-3	3.2246E-3	2.4111E-3	2.7257E-3	2.7071E-3	14.574	914.970	4287.256	51.515	66.259	17.471	82.803	47.616	83.367	30.960	15.077
16000000	8.051	16.145	0.2206	1.1445	0.4070	2.1860	0.3409	0.2576	0.1906	0.2108	0.3804	0.1933	0.1786	0.2477	2.1229E-3	1.5987E-3	2.7714E-3	1.7202E-3	3.1527E-3	2.5465E-3	2.461E-3	2.0737E-3	274.861	827.145	4152.216	52.211	64.941	18.050	81.947	48.077	83.280	30.797	15.120
17000000	7.480	15.738	0.2271	1.3186	0.3885	2.2230	0.3533	0.2294	0.1888	0.2284	0.3837	0.1972	0.1772	0.2419	2.2292E-3	1.5983E-3	2.7952E-3	1.854E-3	3.2292E-3	2.5966E-3	2.5537E-3	2.5564E-3	34.353	713.807	3980.346	51.464	65.627	17.750	82.269	48.578	83.222	31.702	14.669
18000000	8.468	16.599	0.2311	1.2187	0.4120	2.1760	0.3587	0.2414	0.1866	0.2132	0.3793	0.1977	0.1815	0.2415	2.23E-3	1.4985E-3	2.6465E-3	1.848E-3	3.2525E-3	2.5289E-3	2.4911E-3	2.3118E-3	38.165	796.957	4100.720	52.026	68.462	18.210	84.354	49.431	83.886	30.762	14.152
19000000	8.134	17.410	0.2231	1.2429	0.4052	2.1896	0.3598	0.2401	0.1892	0.2109	0.3853	0.1860	0.1755	0.2531	2.0956E-3	1.2773E-3	2.8185E-3	1.702E-3	3.0012E-3	2.2897E-3	2.3172E-3	2.5586E-3	2102.618	878.189	4272.858	52.916	67.654	18.144	82.513	49.420	83.722	31.191	14.221
20000000	8.373	16.368	0.2217	1.3143	0.4039	2.1921	0.3481	0.2416	0.1834	0.2270	0.3659	0.2066	0.1812	0.2462	2.1773E-3	1.5149E-3	2.7557E-3	1.7412E-3	3.1622E-3	2.404E-3	2.7052E-3	2.6956E-3	99.754	823.706	4155.306	50.725	62.939	17.845	82.282	50.227	83.523	30.817	14.614
21000000	8.453	16.868	0.2247	1.2494	0.3928	2.2145	0.3477	0.2430	0.1969	0.2124	0.3744	0.1991	0.1800	0.2464	2.1563E-3	1.5519E-3	2.9519E-3	1.8334E-3	3.1609E-3	2.5503E-3	2.1994E-3	2.397E-3	72.076	959.326	4427.863	51.456	67.964	18.631	81.616	47.660	83.253	32.228	16.197
22000000	8.531	15.895	0.2327	1.2880	0.3987	2.2026	0.3619	0.2500	0.1740	0.2140	0.3762	0.1938	0.1862	0.2439	2.1319E-3	1.4332E-3	3.4406E-3	1.7816E-3	3.3679E-3	2.5451E-3	2.5827E-3	2.4954E-3	137.669	1019.146	4553.562	50.515	65.213	17.802	83.098	49.683	83.440	31.117	14.474
23000000	7.505	16.179	0.2210	1.3735	0.3787	2.2427	0.3312	0.2621	0.1839	0.2228	0.3750	0.2010	0.1794	0.2447	2.255E-3	1.4253E-3	3.2431E-3	1.8824E-3	3.2117E-3	2.4731E-3	2.4096E-3	2.3307E-3	9.486	866.764	4220.079	51.481	67.032	17.270	82.299	49.069	83.095	31.592	14.874
24000000	8.319	16.114	0.2140	1.2464	0.3976	2.2048	0.3395	0.2490	0.1864	0.2251	0.3773	0.1994	0.1772	0.2460	2.0966E-3	1.43E-3	3.2379E-3	1.6554E-3	2.9726E-3	2.2806E-3	2.2575E-3	2.6913E-3	43.659	959.180	4445.352	51.885	65.390	17.315	84.141	49.348	83.899	31.814	13.787
25000000	8.140	16.847	0.2202	1.2008	0.4274	2.1452	0.3421	0.2519	0.1873	0.2186	0.3793	0.1945	0.1804	0.2458	2.136E-3	1.3736E-3	2.9284E-3	1.6676E-3	3.049E-3	2.6866E-3	2.0332E-3	2.3912E-3	28.249	1016.592	4592.830	52.995	68.468	18.608	83.213	49.451	82.712	31.893	14.716
26000000	8.103	16.683	0.2216	1.1832	0.3919	2.2162	0.3432	0.2444	0.1932	0.2192	0.3704	0.1909	0.1866	0.2521	2.191E-3	1.5298E-3	2.6881E-3	1.8087E-3	3.1085E-3	2.4362E-3	2.493E-3	2.2291E-3	101.072	854.284	4220.105	51.020	68.139	18.058	82.309	50.059	84.252	31.848	15.650
27000000	7.770	16.505	0.2251	1.2024	0.3877	2.2247	0.3545	0.2400	0.1907	0.2148	0.3714	0.1906	0.1881	0.2499	2.2835E-3	1.3815E-3	2.6804E-3	1.8713E-3	3.1744E-3	2.4682E-3	2.2764E-3	2.5159E-3	42.941	801.078	4067.748	51.554	66.141	17.744	83.885	49.098	83.241	31.979	15.348
28000000	7.449	16.642	0.2052	1.2582	0.3989	2.2022	0.3544	0.2507	0.1815	0.2134	0.3735	0.1959	0.1853	0.2453	2.1774E-3	1.5344E-3	2.6936E-3	1.8889E-3	2.9111E-3	2.5508E-3	1.9497E-3	2.3647E-3	271.004	779.172	4024.180	50.789	68.287	17.924	82.371	48.218	83.239	32.004	14.687
29000000	7.735	16.425	0.2406	1.3051	0.3939	2.2123	0.3444	0.2538	0.1785	0.2233	0.3718	0.1978	0.1848	0.2456	2.1766E-3	1.5233E-3	2.8075E-3	1.7307E-3	3.1299E-3	2.4914E-3	2.333E-3	2.3014E-3	34.564	915.076	4310.497	51.799	66.159	18.240	84.412	50.279	83.745	31.330	14.739
30000000	8.260	17.204	0.2341	1.1935	0.3900	2.2200	0.3710	0.2414	0.1772	0.2105	0.3758	0.1977	0.1834	0.2431	2.1628E-3	1.4711E-3	3.0233E-3	1.8796E-3	3.17E-3	2.6118E-3	2.5005E-3	2.3756E-3	44.707	803.254	4080.944	50.896	67.926	17.731	83.841	48.901	83.001	30.968	14.668
31000000	7.932	16.151	0.2236	1.2550	0.3823	2.2354	0.3384	0.2616	0.1911	0.2089	0.3747	0.1985	0.1817	0.2451	2.1846E-3	1.5277E-3	2.9404E-3	1.7663E-3	3.13E-3	2.5291E-3	2.5663E-3	2.8181E-3	15.198	1102.614	4707.739	51.948	65.585	17.631	82.009	48.502	83.579	31.201	13.968
32000000	8.510	16.359	0.2220	1.1749	0.4164	2.1673	0.3549	0.2473	0.1776	0.2202	0.3786	0.1990	0.1748	0.2476	2.1347E-3	1.5384E-3	3.6533E-3	1.7745E-3	3.0696E-3	2.4252E-3	2.1538E-3	2.3629E-3	93.810	1091.072	4627.141	51.930	63.662	18.162	81.722	49.425	83.253	31.234	14.194
33000000	8.117	16.038	0.2127	1.1923	0.4093	2.1815	0.3437	0.2452	0.1952	0.2159	0.3738	0.1962	0.1858	0.2442	2.17E-3	1.4885E-3	3.2949E-3	1.9255E-3	3.1363E-3	2.5071E-3	2.4495E-3	2.0829E-3	57.748	880.979	4307.189	51.378	68.532	17.551	82.885	48.910	82.888	31.564	15.539
34000000	8.026	16.118	0.2184	1.2726	0.4023	2.1954	0.3503	0.2427	0.1853	0.2217	0.3749	0.1975	0.1791	0.2485	2.1238E-3	1.3641E-3	3.3469E-3	1.9542E-3	3.1588E-3	2.6066E-3	2.5872E-3	2.4924E-3	70.446	944.435	4380.924	53.031	71.156	17.194	82.356	48.086	83.774	31.304	14.620
35000000	8.884	16.734	0.2115	1.1017	0.4343	2.1315	0.3486	0.2485	0.1811	0.2218	0.3760	0.1956	0.1819	0.2465	2.1284E-3	1.3763E-3	2.9084E-3	1.8729E-3	2.8207E-3	2.5177E-3	2.474E-3	2.6158E-3	93.331	1033.246	4607.993	52.456	65.780	17.650	82.347	49.108	83.210	31.386	14.465
36000000	7.767	16.178	0.2198	1.2339	0.3879	2.2241	0.3508	0.2500	0.1759	0.2233	0.3818	0.1919	0.1822	0.2441	2.1794E-3	1.5282E-3	2.8966E-3	1.678E-3	2.9672E-3	2.217E-3	2.1371E-3	2.2141E-3	127.779	731.134	3959.034	51.691	67.193	17.950	83.977	48.255	83.388	30.646	15.569
37000000	8.270	16.201	0.2215	1.2624	0.3916	2.2169	0.3572	0.2419	0.1823	0.2186	0.3815	0.1920	0.1834	0.2431	2.1673E-3	1.6706E-3	3.2388E-3	1.9683E-3	3.0848E-3	2.5591E-3	2.3103E-3	2.5294E-3	33.289	960.846	4432.159	50.441	65.714	17.672	82.262	50.211	82.712	31.712	14.799
38000000	8.567	16.410	0.2324	1.1291	0.4294	2.1411	0.3438	0.2416	0.1978	0.2168	0.3769	0.1961	0.1813	0.2457	2.093E-3	1.4775E-3	2.4696E-3	1.8009E-3	2.9464E-3	2.5857E-3	2.2791E-3	2.8083E-3	43.441	865.842	4207.108	52.176	64.249	18.255	81.916	47.201	82.765	31.505	13.932
39000000	8.384	16.168	0.2184	1.2727	0.4124	2.1751	0.3515	0.2486	0.1899	0.2099	0.3800	0.1928	0.1845	0.2427	2.3025E-3	1.5442E-3	2.8843E-3	1.87E-3	3.1099E-3	2.7105E-3	2.3824E-3	2.8649E-3	113.411	940.011	4365.202	52.239	65.210	17.603	82.538	50.259	83.404	31.406	14.249
40000000	7.991	16.341	0.2230	1.2691	0.4081	2.1838	0.3740	0.2379	0.1844	0.2037	0.3805	0.1897	0.1820	0.2478	2.2195E-3	1.5719E-3	3.357E-3	1.9782E-3	3.1939E-3	2.3574E-3	2.6438E-3	2.3037E-3	173.419	867.550	4233.689	51.272	65.024	18.323	81.305	50.073	84.230	32.846	15.095
41000000	8.272	16.167	0.2113	1.2263	0.3861	2.2279	0.3472	0.2443	0.1958	0.2127	0.3794	0.1924	0.1855	0.2428	2.0905E-3	1.3875E-3	2.9064E-3	1.7359E-3	3.1709E-3	2.5549E-3	2.5088E-3	2.5385E-3	42.762	1094.536	4730.290	51.391	67.936	17.372	83.997	49.460	84.031	30.959	14.589
42000000	7.983	15.784	0.2278	1.2605	0.3772	2.2457	0.3521	0.2568	0.1853	0.2058	0.3757	0.1906	0.1836	0.2501	2.2294E-3	1.5224E-3	3.0487E-3	1.8296E-3	3.1671E-3	2.5879E-3	2.6778E-3	2.4535E-3	80.327	864.335	4177.441	51.458	66.213	19.037	82.511	48.646	83.155	31.511	14.663
43000000	8.643	16.373	0.2069	1.1956	0.3846	2.2307	0.3579	0.2507	0.1852	0.2061	0.3783	0.1909	0.1799	0.2509	2.1732E-3	1.5322E-3	3.4479E-3	1.9327E-3	3.1677E-3	2.5542E-3	2.819E-3	2.2377E-3	22.724	988.000	4498.146	50.966	68.883	17.631	82.133	49.629	83.984	31.413	14.299
44000000	7.052	16.267	0.2270	1.1974	0.4121	2.1759	0.3601	0.2375	0.1902	0.2122	0.3899	0.1952	0.1812	0.2337	2.1501E-3	1.5292E-3	3.1172E-3	1.9323E-3	3.1233E-3	2.6216E-3	2.1973E-3	2.6437E-3	18.540	1010.044	4529.339	51.724	65.829	17.815	82.582	48.394	82.847	32.065	14.529
45000000	8.409	17.089	0.2231	1.1427	0.4062	2.1876	0.3536	0.2338	0.1939	0.2187	0.3804	0.1962	0.1774	0.2460	2.1819E-3	1.595E-3	2.8806E-3	1.6671E-3	3.3005E-3	2.4785E-3	2.3243E-3	2.4685E-3	117.005	821.389	4141.318	52.830	61.441	17.992	83.630	45.972	83.191	31.857	14.767
46000000	8.192	16.602	0.2147	1.2940	0.3875	2.2249	0.3507	0.2486	0.1842	0.2165	0.3735	0.2012	0.1851	0.2402	2.1265E-3	1.5571E-3	2.9777E-3	1.8968E-3	3.4101E-3	2.2487E-3	2.6945E-3	2.4714E-3	12.035	831.134	4153.832	51.810	63.941	18.191	82.075	47.444	83.927	30.938	14.041
47000000	8.083	16.280	0.2220	1.1784	0.3958	2.2083	0.3548	0.2539	0.1794	0.2119	0.3782	0.1972	0.1791	0.2454	2.1368E-3	1.4861E-3	3.3549E-3	1.7869E-3	3.236E-3	2.4268E-3	2.4757E-3	2.4583E-3	24.715	811.847	4131.849	52.254	64.215	17.881	82.954	49.215	83.615	31.427	14.756
48000000	7.813	16.360	0.2230	1.2443	0.3932	2.2137	0.3631	0.2445	0.1810	0.2114	0.3730	0.1955	0.1818	0.2497	2.1879E-3	1.3638E-3	2.4696E-3	1.8246E-3	2.8811E-3	2.4925E-3	2.4711E-3	2.5695E-3	59.380	934.958	4388.892	52.248	67.748	18.468	83.093	49.161	82.527	30.964	13.980
49000000	8.632	17.331	0.2303	1.2123	0.4078	2.1845	0.3393	0.2577	0.1835	0.2195	0.3750	0.1991	0.1778	0.2481	2.2396E-3	1.4559E-3	2.5227E-3	1.8085E-3	3.045E-3	2.5092E-3	2.3899E-3	2.4561E-3	88.008	893.796	4292.145	51.682	65.716	17.654	83.405	48.461	83.055	31.679	14.974
50000000	7.577	16.332	0.2178	1.2235	0.4047	2.1906	0.3579	0.2410	0.1873	0.2138	0.3798	0.1976	0.1809	0.2417	2.1119E-3	1.3005E-3	3.168E-3	1.7075E-3	3.0689E-3	2.5629E-3	2.14E-3	2.6588E-3	32.369	1021.875	4598.522	52.565	70.015	17.999	81.830	49.607	83.270	31.435	14.224
51000000	9.024	16.598	0.2163	1.2015	0.3985	2.2031	0.3506	0.2532	0.1731	0.2232	0.3814	0.2001	0.1771	0.2414	2.1991E-3	1.3378E-3	3.0324E-3	1.933E-3	3.0652E-3	2.4721E-3	2.562E-3	2.6393E-3	37.567	1058.296	4590.103	52.667	65.558	17.869	81.013	46.936	84.059	31.560	13.867
52000000	8.163	16.314	0.2199	1.1394	0.4009	2.1981	0.3615	0.2410	0.1736	0.2239	0.3809	0.1930	0.1747	0.2514	2.095E-3	1.5349E-3	2.5839E-3	1.7831E-3	2.8486E-3	2.2611E-3	2.2931E-3	2.264E-3	22.258	937.714	4367.421	52.152	66.332	17.328	84.131	49.634	83.348	31.234	14.575
53000000	8.829	16.705	0.2125	1.2888	0.3740	2.2520	0.3665	0.2375	0.1802	0.2158	0.3746	0.1963	0.1802	0.2489	2.1804E-3	1.4182E-3	2.8784E-3	1.8232E-3	3.1787E-3	2.2289E-3	2.3696E-3	2.3308E-3	29.547	881.429	4255.590	51.967	67.424	18.689	82.252	49.309	83.942	31.424	14.746
54000000	7.988	17.595	0.2197	1.1344	0.3922	2.2156	0.3375	0.2421	0.1955	0.2249	0.3748	0.1949	0.1781	0.2523	2.1906E-3	1.5348E-3	2.917E-3	1.8266E-3	3.2091E-3	2.3788E-3	2.3392E-3	2.4131E-3	430.645	895.003	4281.453	51.844	64.917	18.268	83.512	47.456	83.698	31.358	14.880
55000000	7.599	16.806	0.2143	1.2597	0.3862	2.2276	0.3475	0.2448	0.1941	0.2136	0.3698	0.2058	0.1776	0.2469	2.1854E-3	1.4159E-3	3.0417E-3	1.8983E-3	3.0027E-3	2.3973E-3	2.6737E-3	2.653E-3	79.450	850.079	4199.831	53.124	65.712	18.132	81.446	50.323	84.126	31.200	14.394
56000000	8.549	16.653	0.2436	1.2051	0.4133	2.1734	0.3545	0.2653	0.1714	0.2089	0.3730	0.1946	0.1803	0.2521	2.0805E-3	1.4976E-3	3.0714E-3	1.7512E-3	3.0426E-3	2.4065E-3	2.4214E-3	2.9824E-3	48.911	940.987	4437.531	51.504	69.552	17.830	82.285	47.116	83.535	31.181	14.033
57000000	7.496	16.265	0.2422	1.3287	0.4069	2.1862	0.3420	0.2510	0.1879	0.2191	0.3814	0.1921	0.1802	0.2463	2.169E-3	1.6726E-3	3.4067E-3	1.655E-3	3.2672E-3	2.4862E-3	2.4368E-3	2.674E-3	48.233	911.459	4340.948	50.769	68.808	17.431	84.050	49.839	84.303	31.436	14.500
58000000	8.242	16.943	0.2114	1.2546	0.3880	2.2240	0.3375	0.2560	0.1759	0.2306	0.3743	0.1971	0.1847	0.2438	2.252E-3	1.589E-3	2.8143E-3	1.786E-3	3.1386E-3	2.4461E-3	2.5213E-3	2.4311E-3	81.894	869.842	4247.118	51.887	69.864	17.829	82.346	50.783	83.129	32.582	14.749
59000000	8.319	17.196	0.2190	1.2156	0.3777	2.2446	0.3420	0.2515	0.1942	0.2123	0.3785	0.1925	0.1761	0.2529	2.1263E-3	1.5481E-3	2.6316E-3	1.8212E-3	3.2064E-3	2.2527E-3	2.5077E-3	2.2306E-3	80.686	902.645	4337.088	52.140	65.943	18.243	82.441	47.458	82.888	31.382	14.834
60000000	8.399	16.258	0.2105	1.0442	0.4022	2.1956	0.3380	0.2483	0.1915	0.2221	0.3750	0.1924	0.1858	0.2468	2.1299E-3	1.473E-3	2.7828E-3	1.6817E-3	3.2988E-3	2.187E-3	2.5243E-3	2.0257E-3	682.926	832.571	4167.371	51.546	65.470	17.265	84.675	47.399	84.691	31.461	15.792
61000000	8.385	17.137	0.2142	1.3110	0.4014	2.1972	0.3475	0.2476	0.1854	0.2194	0.3697	0.1979	0.1801	0.2523	2.3248E-3	1.6112E-3	2.8867E-3	1.8201E-3	3.2758E-3	2.5267E-3	2.6688E-3	2.1673E-3	159.225	939.738	4306.885	50.398	62.909	17.787	83.485	46.773	82.916	31.289	15.820
62000000	8.881	16.206	0.2188	1.3088	0.4158	2.1684	0.3487	0.2559	0.1778	0.2175	0.3821	0.1941	0.1832	0.2405	2.2036E-3	1.5026E-3	2.5401E-3	1.8061E-3	3.1724E-3	2.5979E-3	2.6378E-3	2.6962E-3	76.554	913.860	4302.024	52.005	66.992	18.141	82.878	47.756	83.228	32.020	14.065
63000000	7.818	15.298	0.2395	1.2641	0.3710	2.2580	0.3421	0.2461	0.1858	0.2259	0.3819	0.1890	0.1795	0.2495	2.1446E-3	1.5555E-3	2.7252E-3	1.8975E-3	3.0305E-3	2.4099E-3	2.4402E-3	2.1859E-3	107.817	820.340	4137.245	49.855	64.836	17.764	83.801	48.525	84.638	31.096	15.167
64000000	7.761	16.266	0.2172	1.3502	0.4040	2.1921	0.3475	0.2552	0.1919	0.2054	0.3663	0.1990	0.1804	0.2543	2.1164E-3	1.4861E-3	2.3119E-3	1.7874E-3	3.3923E-3	2.5077E-3	2.5481E-3	2.3446E-3	193.719	831.356	4152.954	52.596	67.480	18.446	83.113	46.807	83.714	31.787	14.728
65000000	8.658	16.653	0.2056	1.1183	0.4176	2.1648	0.3603	0.2396	0.1878	0.2123	0.3941	0.1859	0.1777	0.2423	2.0869E-3	1.5194E-3	2.8394E-3	1.83E-3	2.9319E-3	2.229E-3	2.0025E-3	2.4554E-3	21.844	857.351	4194.890	51.532	65.201	18.109	81.792	49.194	85.175	31.697	14.534
66000000	7.439	15.860	0.2247	1.1956	0.4194	2.1612	0.3639	0.2377	0.1815	0.2168	0.3826	0.1881	0.1886	0.2407	2.1954E-3	1.5115E-3	2.8944E-3	1.8648E-3	3.1773E-3	2.2633E-3	2.4655E-3	2.6518E-3	245.695	819.187	4078.907	51.235	65.442	17.250	83.143	49.813	85.170	32.179	14.970
67000000	7.938	17.287	0.2277	1.1881	0.3874	2.2252	0.3509	0.2386	0.1928	0.2176	0.3802	0.1877	0.1859	0.2462	2.1645E-3	1.6838E-3	2.7381E-3	1.7533E-3	2.9114E-3	2.5948E-3	2.2459E-3	2.3283E-3	33.021	794.807	4085.864	51.029	63.340	17.882	82.527	49.884	84.079	32.052	15.076
68000000	8.062	16.535	0.2246	1.1660	0.4156	2.1688	0.3600	0.2555	0.1832	0.2014	0.3755	0.1977	0.1795	0.2472	2.1878E-3	1.5803E-3	3.3382E-3	1.6923E-3	3.1548E-3	2.4334E-3	2.2825E-3	2.9611E-3	21.675	820.109	4099.867	50.704	65.678	17.779	82.858	48.845	83.152	31.749	14.476
69000000	8.205	16.908	0.2198	1.2546	0.4057	2.1886	0.3382	0.2459	0.1949	0.2210	0.3678	0.1972	0.1886	0.2464	2.1948E-3	1.5362E-3	3.1893E-3	1.8292E-3	3.1602E-3	2.5705E-3	2.3227E-3	2.3478E-3	108.322	1040.837	4606.477	52.928	67.934	17.653	82.902	46.490	82.901	31.350	14.731
70000000	7.765	16.881	0.2171	1.1972	0.3976	2.2047	0.3616	0.2293	0.1983	0.2108	0.3723	0.1977	0.1773	0.2527	2.1455E-3	1.5299E-3	2.7636E-3	1.9299E-3	2.9585E-3	2.3403E-3	2.3838E-3	2.3818E-3	117.826	1008.153	4481.824	52.801	65.948	17.678	83.072	48.903	83.649	31.492	14.650
71000000	8.087	16.744	0.2171	1.2074	0.3758	2.2484	0.3558	0.2371	0.1855	0.2216	0.3814	0.1969	0.1803	0.2415	2.098E-3	1.4956E-3	2.9893E-3	1.7631E-3	3.1961E-3	2.303E-3	2.3127E-3	2.6999E-3	58.276	869.633	4254.458	51.358	65.621	17.782	83.836	48.952	84.192	31.368	13.853
72000000	8.172	16.759	0.2295	1.2243	0.3892	2.2216	0.3573	0.2388	0.1934	0.2106	0.3721	0.1979	0.1767	0.2534	2.1351E-3	1.4325E-3	2.4272E-3	1.8159E-3	2.9481E-3	2.4597E-3	2.3609E-3	2.5159E-3	38.031	866.797	4273.797	50.638	66.620	18.214	83.320	48.009	83.794	31.562	14.890
73000000	8.041	16.152	0.2160	1.1152	0.4143	2.1715	0.3441	0.2520	0.1915	0.2125	0.3763	0.1943	0.1752	0.2542	2.1215E-3	1.5016E-3	3.7961E-3	1.7829E-3	2.9461E-3	2.478E-3	2.6439E-3	2.543E-3	20.281	946.831	4386.961	51.308	65.794	17.804	83.169	49.876	82.440	31.035	13.790
74000000	8.039	17.689	0.2206	1.2679	0.3806	2.2388	0.3493	0.2478	0.1894	0.2135	0.3837	0.1966	0.1726	0.2472	2.1852E-3	1.5671E-3	2.9023E-3	1.9777E-3	3.1839E-3	2.2936E-3	2.5312E-3	2.4374E-3	18.518	1033.265	4578.198	51.251	64.936	18.285	81.653	50.790	84.225	31.248	14.423
