state	cp12.kappa	cp3.kappa	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	cp12.mu	cp3.mu	clock.rate	constant.popSize	rootHeight	treeLength
1000000	6.212	12.875	0.3123	0.1840	0.2502	0.2535	0.3953	0.1791	0.1260	0.2996	0.5160	1.9681	2.5588E-3	25.702	15.872	968.998
2000000	6.296	12.993	0.3096	0.1926	0.2575	0.2403	0.4065	0.1646	0.1319	0.2970	0.5225	1.9550	2.6327E-3	25.698	17.666	965.977
3000000	5.960	11.808	0.3294	0.1809	0.2443	0.2455	0.3958	0.1743	0.1305	0.2994	0.5011	1.9977	2.5233E-3	25.876	16.924	974.710
4000000	5.462	11.513	0.3122	0.2038	0.2431	0.2408	0.3957	0.1788	0.1243	0.3012	0.5085	1.9829	2.5302E-3	24.189	16.910	950.653
5000000	5.553	12.312	0.3172	0.1902	0.2370	0.2556	0.3998	0.1619	0.1337	0.3046	0.4923	2.0153	2.6408E-3	23.963	15.620	952.318
6000000	5.864	11.781	0.3186	0.1936	0.2440	0.2438	0.3871	0.1787	0.1310	0.3031	0.5011	1.9978	2.67E-3	23.816	16.791	935.326
7000000	5.326	10.945	0.3274	0.1804	0.2584	0.2338	0.3856	0.1703	0.1296	0.3145	0.4855	2.0290	2.6473E-3	23.706	16.108	932.363
8000000	5.447	11.769	0.3238	0.1764	0.2593	0.2405	0.4083	0.1665	0.1376	0.2875	0.5155	1.9690	2.4804E-3	25.202	16.926	981.831
9000000	5.746	12.994	0.3173	0.1874	0.2485	0.2467	0.3879	0.1590	0.1419	0.3112	0.5073	1.9855	2.4093E-3	27.122	17.562	994.662
10000000	5.929	12.171	0.3150	0.1902	0.2482	0.2466	0.3930	0.1721	0.1318	0.3031	0.5094	1.9813	2.4362E-3	26.264	16.834	994.999
11000000	5.658	10.799	0.3201	0.1841	0.2476	0.2482	0.3966	0.1697	0.1327	0.3010	0.4921	2.0159	2.5423E-3	26.116	17.413	973.820
12000000	6.296	11.610	0.3112	0.1992	0.2417	0.2479	0.4103	0.1564	0.1226	0.3107	0.5315	1.9370	2.5598E-3	24.225	18.550	953.854
13000000	6.561	12.884	0.3138	0.2128	0.2528	0.2205	0.3993	0.1676	0.1276	0.3055	0.5029	1.9942	2.4178E-3	27.546	16.490	1000.668
14000000	5.602	12.924	0.3101	0.1971	0.2554	0.2374	0.3934	0.1718	0.1170	0.3178	0.5034	1.9933	2.4247E-3	25.521	17.986	975.368
15000000	5.901	12.515	0.3168	0.1718	0.2576	0.2538	0.4156	0.1629	0.1307	0.2908	0.5124	1.9752	2.5499E-3	25.219	17.555	949.568
16000000	5.654	12.338	0.3321	0.1949	0.2449	0.2281	0.4112	0.1703	0.1213	0.2972	0.5045	1.9910	2.4465E-3	26.591	16.787	998.986
17000000	5.608	13.151	0.3164	0.1942	0.2286	0.2608	0.3870	0.1708	0.1414	0.3009	0.5196	1.9608	2.558E-3	24.672	15.761	937.726
18000000	5.888	10.643	0.3370	0.1768	0.2345	0.2517	0.3726	0.1891	0.1461	0.2922	0.5001	1.9997	2.583E-3	26.092	16.831	984.345
19000000	5.531	12.780	0.3199	0.1949	0.2378	0.2474	0.3958	0.1672	0.1306	0.3064	0.5185	1.9631	2.5273E-3	24.161	16.604	954.334
20000000	6.020	12.896	0.3182	0.1838	0.2530	0.2451	0.4010	0.1705	0.1372	0.2912	0.5006	1.9987	2.5115E-3	25.385	16.034	975.079
21000000	5.858	12.337	0.3318	0.1827	0.2497	0.2358	0.3982	0.1785	0.1245	0.2988	0.5051	1.9898	2.5534E-3	24.563	17.339	960.616
22000000	6.149	12.117	0.3204	0.1976	0.2370	0.2451	0.4083	0.1760	0.1299	0.2858	0.4953	2.0095	2.5761E-3	25.261	16.241	943.660
23000000	5.900	12.543	0.3196	0.1951	0.2432	0.2421	0.4095	0.1687	0.1334	0.2884	0.5242	1.9516	2.5222E-3	25.208	16.836	966.124
24000000	6.168	12.296	0.3320	0.1902	0.2525	0.2254	0.3967	0.1772	0.1290	0.2971	0.4995	2.0010	2.4767E-3	25.921	17.324	998.494
25000000	5.685	12.506	0.3197	0.1862	0.2558	0.2382	0.4122	0.1669	0.1308	0.2900	0.5185	1.9630	2.5016E-3	27.057	15.984	988.777
26000000	5.898	11.881	0.3042	0.1902	0.2620	0.2436	0.4138	0.1687	0.1232	0.2943	0.5341	1.9317	2.5309E-3	26.023	15.878	974.424
27000000	5.644	11.727	0.3039	0.1886	0.2472	0.2602	0.4020	0.1731	0.1334	0.2915	0.5202	1.9597	2.4505E-3	26.933	15.751	993.094
28000000	5.741	12.104	0.3103	0.1840	0.2649	0.2408	0.3973	0.1679	0.1269	0.3079	0.4972	2.0057	2.4192E-3	26.265	16.119	984.610
