state	posterior	prior	likelihood	coalescent
1000000	-37561.415	-8224.482	-29336.933	-8213.965
2000000	-37755.806	-8481.995	-29273.811	-8471.399
3000000	-37568.560	-8320.814	-29247.746	-8310.417
4000000	-37631.480	-8394.263	-29237.217	-8383.844
5000000	-37710.975	-8461.026	-29249.949	-8450.163
6000000	-37617.936	-8288.423	-29329.513	-8277.785
7000000	-37753.352	-8472.374	-29280.978	-8461.706
8000000	-37562.425	-8340.685	-29221.741	-8330.196
9000000	-37518.574	-8298.038	-29220.536	-8287.601
10000000	-37497.098	-8263.270	-29233.827	-8252.943
11000000	-37662.884	-8429.478	-29233.406	-8418.933
12000000	-37668.576	-8445.262	-29223.315	-8434.750
13000000	-37648.631	-8332.904	-29315.727	-8322.493
14000000	-37507.423	-8225.196	-29282.228	-8214.835
15000000	-37499.628	-8191.510	-29308.118	-8181.115
16000000	-37616.549	-8306.412	-29310.137	-8296.152
17000000	-37522.461	-8281.102	-29241.359	-8270.280
18000000	-37673.050	-8397.179	-29275.871	-8386.461
19000000	-37544.676	-8189.093	-29355.583	-8178.470
20000000	-37592.242	-8255.749	-29336.493	-8245.232
21000000	-37594.576	-8232.646	-29361.930	-8221.893
22000000	-37591.734	-8274.156	-29317.578	-8263.786
23000000	-37599.750	-8385.536	-29214.214	-8375.156
24000000	-37512.873	-8343.018	-29169.855	-8332.327
25000000	-37612.359	-8364.541	-29247.819	-8354.045
26000000	-37503.252	-8276.441	-29226.811	-8266.001
27000000	-37580.234	-8300.227	-29280.007	-8289.682
28000000	-37486.513	-8276.195	-29210.318	-8265.799
29000000	-37603.225	-8360.873	-29242.351	-8350.077
30000000	-37545.960	-8303.085	-29242.875	-8292.474
31000000	-37581.438	-8287.350	-29294.087	-8276.816
32000000	-37431.589	-8256.919	-29174.670	-8246.644
33000000	-37505.881	-8243.290	-29262.591	-8232.701
34000000	-37571.479	-8255.968	-29315.511	-8245.502
35000000	-37611.748	-8330.684	-29281.064	-8320.142
36000000	-37749.317	-8426.779	-29322.538	-8416.230
37000000	-37678.302	-8432.250	-29246.053	-8421.918
38000000	-37683.384	-8433.161	-29250.223	-8422.868
39000000	-37468.671	-8218.448	-29250.223	-8208.259
40000000	-37564.937	-8341.537	-29223.400	-8330.965
41000000	-37651.434	-8298.223	-29353.211	-8287.778
42000000	-37709.149	-8436.141	-29273.008	-8425.413
43000000	-37503.035	-8260.380	-29242.654	-8249.753
44000000	-37551.890	-8261.877	-29290.013	-8251.352
45000000	-37612.380	-8302.432	-29309.948	-8291.886
46000000	-37648.654	-8333.332	-29315.322	-8323.031
47000000	-37581.596	-8378.974	-29202.622	-8368.594
48000000	-37501.871	-8196.128	-29305.742	-8185.567
49000000	-37666.867	-8339.375	-29327.492	-8328.910
50000000	-37621.384	-8370.651	-29250.733	-8359.897
51000000	-37532.231	-8242.960	-29289.270	-8232.401
52000000	-37577.288	-8331.797	-29245.491	-8321.128
53000000	-37542.919	-8300.267	-29242.652	-8289.755
54000000	-37518.277	-8330.791	-29187.487	-8320.298
55000000	-37647.694	-8386.588	-29261.107	-8375.471
56000000	-37607.457	-8323.017	-29284.441	-8312.527
57000000	-37665.015	-8379.503	-29285.512	-8368.766
58000000	-37662.087	-8379.538	-29282.548	-8369.060
59000000	-37639.448	-8400.542	-29238.907	-8389.884
60000000	-37591.792	-8394.411	-29197.381	-8383.765
61000000	-37678.602	-8388.991	-29289.610	-8378.181
62000000	-37586.890	-8311.170	-29275.720	-8300.444
63000000	-37687.518	-8464.871	-29222.646	-8454.026
64000000	-37658.810	-8411.104	-29247.706	-8400.637
65000000	-37635.101	-8319.267	-29315.834	-8308.592
66000000	-37591.192	-8302.619	-29288.574	-8292.027
67000000	-37679.961	-8396.606	-29283.355	-8386.075
68000000	-37615.960	-8409.370	-29206.590	-8398.665
69000000	-37662.494	-8317.074	-29345.419	-8306.464
70000000	-37667.252	-8424.957	-29242.295	-8414.439
71000000	-37735.183	-8448.961	-29286.223	-8438.577
72000000	-37656.656	-8450.951	-29205.705	-8440.308
73000000	-37727.719	-8551.089	-29176.631	-8540.497
74000000	-37673.778	-8443.510	-29230.268	-8432.888
75000000	-37516.418	-8238.086	-29278.332	-8227.634
76000000	-37695.793	-8467.146	-29228.647	-8456.490
77000000	-37528.020	-8323.059	-29204.960	-8312.522
78000000	-37567.965	-8330.249	-29237.716	-8319.639
79000000	-37532.081	-8241.563	-29290.518	-8230.890
80000000	-37692.861	-8409.343	-29283.518	-8398.747
81000000	-37573.381	-8291.572	-29281.809	-8280.887
82000000	-37594.461	-8369.420	-29225.041	-8358.978
83000000	-37639.949	-8307.593	-29332.357	-8297.370
84000000	-37696.140	-8391.920	-29304.220	-8381.183
85000000	-37537.301	-8308.495	-29228.806	-8298.009
86000000	-37494.349	-8242.499	-29251.851	-8231.849
87000000	-37536.371	-8338.195	-29198.176	-8327.563
88000000	-37629.559	-8345.739	-29283.820	-8334.781
89000000	-37673.350	-8396.593	-29276.757	-8386.191
90000000	-37638.385	-8357.550	-29280.835	-8347.078
91000000	-37569.372	-8335.013	-29234.359	-8324.489
92000000	-37676.773	-8476.336	-29200.437	-8466.041
93000000	-37667.514	-8404.618	-29262.896	-8393.774
94000000	-37665.303	-8400.641	-29264.662	-8389.838
95000000	-37607.112	-8321.180	-29285.932	-8310.614
96000000	-37609.227	-8378.650	-29230.577	-8368.208
97000000	-37762.892	-8507.032	-29255.860	-8496.509
98000000	-37540.005	-8286.165	-29253.839	-8275.421
99000000	-37616.353	-8298.071	-29318.282	-8287.064
100000000	-37459.551	-8201.321	-29258.230	-8190.856
101000000	-37593.282	-8354.175	-29239.107	-8343.759
102000000	-37534.854	-8303.072	-29231.783	-8292.351
103000000	-37516.602	-8226.054	-29290.548	-8215.696
104000000	-37694.720	-8400.939	-29293.781	-8390.489
105000000	-37590.452	-8342.371	-29248.081	-8331.803
106000000	-37662.433	-8395.668	-29266.765	-8385.513
107000000	-37644.341	-8391.246	-29253.095	-8380.440
108000000	-37623.926	-8363.936	-29259.991	-8353.458
109000000	-37782.338	-8486.704	-29295.635	-8475.955
110000000	-37623.190	-8416.928	-29206.263	-8406.175
111000000	-37530.574	-8260.564	-29270.010	-8249.947
112000000	-37470.525	-8183.066	-29287.460	-8172.522
113000000	-37579.310	-8251.574	-29327.736	-8241.151
114000000	-37543.998	-8233.212	-29310.786	-8222.770
115000000	-37638.727	-8323.108	-29315.619	-8312.429
116000000	-37665.624	-8421.523	-29244.101	-8410.769
117000000	-37601.883	-8359.365	-29242.518	-8348.957
118000000	-37712.662	-8410.147	-29302.515	-8399.661
119000000	-37533.585	-8297.702	-29235.884	-8287.287
120000000	-37660.856	-8359.729	-29301.126	-8348.900
121000000	-37622.379	-8325.155	-29297.224	-8314.699
122000000	-37619.867	-8391.017	-29228.849	-8380.341
123000000	-37569.803	-8305.821	-29263.981	-8295.310
124000000	-37517.548	-8250.949	-29266.599	-8240.136
125000000	-37649.760	-8399.104	-29250.656	-8388.678
126000000	-37683.879	-8441.716	-29242.163	-8431.270
127000000	-37689.531	-8448.710	-29240.820	-8438.276
128000000	-37516.049	-8254.018	-29262.031	-8243.590
129000000	-37620.162	-8346.846	-29273.316	-8336.201
130000000	-37678.957	-8333.699	-29345.258	-8323.024
131000000	-37723.143	-8418.995	-29304.148	-8408.312
132000000	-37669.323	-8367.122	-29302.201	-8356.160
133000000	-37583.055	-8376.923	-29206.133	-8366.437
134000000	-37634.239	-8339.795	-29294.443	-8329.199
135000000	-37589.503	-8338.023	-29251.480	-8327.423
136000000	-37556.777	-8342.494	-29214.283	-8331.944
137000000	-37633.639	-8416.011	-29217.628	-8405.707
138000000	-37493.925	-8295.100	-29198.825	-8284.628
139000000	-37454.901	-8193.562	-29261.338	-8182.780
140000000	-37633.729	-8407.148	-29226.580	-8396.772
141000000	-37621.729	-8364.564	-29257.165	-8353.931
142000000	-37698.731	-8442.082	-29256.649	-8431.795
143000000	-37700.259	-8398.179	-29302.080	-8387.901
144000000	-37628.120	-8381.722	-29246.398	-8371.372
145000000	-37735.102	-8401.152	-29333.950	-8390.547
146000000	-37607.847	-8352.150	-29255.696	-8341.599
147000000	-37654.382	-8364.409	-29289.973	-8353.865
148000000	-37625.372	-8351.739	-29273.633	-8341.167
149000000	-37661.478	-8391.627	-29269.851	-8380.872
