state	cp12.kappa	cp3.kappa	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	cp12.mu	cp3.mu	clock.rate	constant.popSize	rootHeight	treeLength
1000000	5.351	12.374	0.3220	0.1930	0.2468	0.2382	0.3957	0.1780	0.1360	0.2903	0.4953	2.0095	2.7319E-3	22.421	16.166	909.048
2000000	5.784	11.711	0.3132	0.2020	0.2482	0.2366	0.3957	0.1721	0.1352	0.2971	0.5044	1.9911	2.5562E-3	25.558	17.655	974.222
3000000	6.108	10.863	0.3033	0.1943	0.2471	0.2554	0.4025	0.1661	0.1295	0.3019	0.4885	2.0229	2.5933E-3	23.557	16.379	927.295
4000000	5.820	11.188	0.3102	0.2012	0.2509	0.2376	0.3974	0.1639	0.1370	0.3017	0.5025	1.9951	2.5656E-3	24.392	16.761	944.563
5000000	5.494	13.303	0.3093	0.1974	0.2490	0.2443	0.4061	0.1778	0.1263	0.2899	0.5263	1.9474	2.6612E-3	25.152	15.712	966.989
6000000	5.629	12.839	0.3241	0.1939	0.2401	0.2419	0.3950	0.1634	0.1429	0.2987	0.5174	1.9651	2.6356E-3	23.737	16.547	919.525
7000000	5.608	12.386	0.3125	0.1862	0.2417	0.2596	0.3775	0.1704	0.1529	0.2992	0.4908	2.0183	2.5314E-3	26.238	16.800	979.537
8000000	5.366	12.379	0.3213	0.1873	0.2497	0.2417	0.3910	0.1768	0.1339	0.2982	0.5368	1.9263	2.5927E-3	23.672	16.968	940.356
9000000	5.678	11.144	0.3303	0.1883	0.2418	0.2396	0.3899	0.1811	0.1256	0.3034	0.5109	1.9782	2.6833E-3	23.366	16.661	931.469
10000000	5.136	11.634	0.3258	0.1923	0.2541	0.2277	0.3951	0.1712	0.1268	0.3068	0.5251	1.9498	2.6969E-3	22.976	16.585	910.288
11000000	5.727	11.795	0.3133	0.1926	0.2535	0.2406	0.3828	0.1746	0.1320	0.3105	0.5227	1.9546	2.547E-3	24.895	17.145	968.029
12000000	5.449	11.899	0.3213	0.1913	0.2454	0.2420	0.4112	0.1748	0.1336	0.2803	0.4946	2.0107	2.5881E-3	24.919	16.815	955.524
13000000	5.534	11.452	0.3230	0.1941	0.2506	0.2322	0.3880	0.1800	0.1323	0.2998	0.4938	2.0123	2.6411E-3	23.328	16.907	934.963
14000000	5.339	11.695	0.3246	0.1908	0.2426	0.2420	0.3888	0.1738	0.1366	0.3009	0.4931	2.0138	2.7139E-3	22.145	16.021	903.963
15000000	6.003	11.108	0.3199	0.1845	0.2558	0.2398	0.3702	0.1756	0.1373	0.3169	0.4911	2.0178	2.718E-3	21.303	16.720	902.262
16000000	5.371	10.746	0.3187	0.1897	0.2381	0.2535	0.3929	0.1754	0.1307	0.3010	0.4985	2.0031	2.66E-3	23.509	16.830	927.645
17000000	6.338	13.040	0.3215	0.1949	0.2361	0.2476	0.3863	0.1768	0.1357	0.3012	0.4950	2.0099	2.6554E-3	22.544	16.648	922.056
18000000	6.205	11.923	0.3146	0.2000	0.2420	0.2434	0.3942	0.1717	0.1473	0.2868	0.5075	1.9850	2.6514E-3	23.861	16.843	946.640
19000000	6.148	12.005	0.3212	0.1897	0.2503	0.2389	0.3862	0.1690	0.1348	0.3100	0.4896	2.0209	2.7303E-3	22.066	16.693	899.045
20000000	6.226	11.247	0.3212	0.1894	0.2446	0.2448	0.3736	0.1808	0.1380	0.3076	0.4952	2.0097	2.6695E-3	22.927	15.982	912.022
21000000	6.072	12.760	0.3063	0.2178	0.2413	0.2346	0.3673	0.1807	0.1449	0.3071	0.4935	2.0130	2.6779E-3	23.456	16.437	909.800
22000000	5.128	11.931	0.3180	0.1957	0.2478	0.2385	0.3876	0.1780	0.1273	0.3071	0.5118	1.9764	2.6915E-3	22.651	15.380	917.334
