state	cp12.kappa	cp3.kappa	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	cp12.mu	cp3.mu	clock.rate	constant.popSize	rootHeight	treeLength
1000000	5.784	11.411	0.3396	0.1816	0.2501	0.2286	0.3889	0.1644	0.1292	0.3176	0.5076	1.9848	2.4976E-3	25.739	16.901	974.945
2000000	6.146	11.013	0.3344	0.1917	0.2513	0.2226	0.3829	0.1776	0.1330	0.3065	0.4956	2.0088	2.7013E-3	22.763	16.341	917.100
3000000	5.580	12.162	0.3414	0.1813	0.2316	0.2457	0.3928	0.1758	0.1349	0.2965	0.5127	1.9745	2.5519E-3	24.277	17.528	947.908
4000000	6.282	12.708	0.3345	0.1838	0.2263	0.2554	0.4081	0.1733	0.1263	0.2923	0.4983	2.0035	2.6201E-3	22.750	16.270	931.863
5000000	6.129	11.851	0.3264	0.1886	0.2500	0.2351	0.4069	0.1594	0.1357	0.2981	0.5082	1.9836	2.632E-3	23.835	16.598	945.084
6000000	6.350	12.954	0.3151	0.1993	0.2386	0.2470	0.3922	0.1658	0.1381	0.3039	0.5189	1.9621	2.7427E-3	24.177	16.375	931.402
7000000	5.466	11.948	0.3157	0.1881	0.2427	0.2535	0.4148	0.1606	0.1343	0.2903	0.5128	1.9744	2.6026E-3	23.819	16.129	946.373
8000000	5.506	12.766	0.3122	0.2069	0.2376	0.2433	0.3904	0.1671	0.1357	0.3067	0.5039	1.9922	2.779E-3	21.510	16.224	887.755
9000000	6.121	11.950	0.2960	0.2009	0.2602	0.2429	0.3965	0.1711	0.1332	0.2992	0.5000	2.0000	2.5971E-3	24.741	17.288	936.505
10000000	5.829	12.163	0.3264	0.1855	0.2511	0.2370	0.3858	0.1740	0.1373	0.3029	0.4931	2.0138	2.6501E-3	23.959	15.147	951.364
11000000	6.077	11.208	0.3151	0.1727	0.2728	0.2394	0.3867	0.1644	0.1453	0.3035	0.4927	2.0147	2.7018E-3	24.227	15.929	932.018
12000000	5.631	11.359	0.3312	0.1873	0.2428	0.2387	0.3907	0.1714	0.1357	0.3022	0.4979	2.0043	2.6776E-3	23.236	16.144	913.853
13000000	5.207	12.871	0.3392	0.1970	0.2262	0.2376	0.3984	0.1645	0.1313	0.3058	0.5373	1.9253	2.7267E-3	21.958	17.206	901.181
14000000	5.303	11.388	0.3156	0.1912	0.2349	0.2582	0.3947	0.1538	0.1348	0.3166	0.5258	1.9484	2.6731E-3	23.130	15.817	930.195
15000000	6.415	11.955	0.3242	0.1870	0.2514	0.2374	0.4082	0.1688	0.1319	0.2911	0.5046	1.9908	2.6009E-3	24.827	16.531	941.849
16000000	5.748	12.585	0.3202	0.1944	0.2566	0.2287	0.4045	0.1660	0.1275	0.3021	0.5089	1.9823	2.6191E-3	22.990	17.920	931.278
17000000	5.278	13.268	0.2860	0.1895	0.2608	0.2637	0.3968	0.1605	0.1431	0.2996	0.5120	1.9760	2.5743E-3	23.451	17.233	950.775
18000000	6.916	11.924	0.3125	0.2041	0.2439	0.2395	0.3866	0.1712	0.1390	0.3031	0.5142	1.9717	2.5667E-3	24.166	17.368	947.498
19000000	5.827	11.777	0.3493	0.1815	0.2264	0.2429	0.3874	0.1769	0.1353	0.3004	0.5071	1.9859	2.6344E-3	23.534	15.506	931.716
20000000	5.490	11.096	0.3047	0.1975	0.2418	0.2560	0.3970	0.1617	0.1284	0.3129	0.5144	1.9712	2.5863E-3	25.139	17.398	946.893
21000000	5.536	12.743	0.3433	0.1937	0.2362	0.2269	0.3998	0.1620	0.1279	0.3103	0.5235	1.9529	2.4936E-3	23.831	16.712	941.069
22000000	6.061	13.106	0.2976	0.2115	0.2434	0.2475	0.4048	0.1615	0.1393	0.2944	0.4828	2.0345	2.5851E-3	23.931	15.942	944.086
23000000	5.404	11.875	0.3227	0.1852	0.2518	0.2403	0.4067	0.1631	0.1347	0.2954	0.4966	2.0068	2.6238E-3	24.022	16.028	931.625
24000000	5.269	12.132	0.3207	0.1863	0.2518	0.2412	0.4014	0.1674	0.1203	0.3109	0.5234	1.9532	2.52E-3	23.251	16.599	939.169
25000000	5.531	11.659	0.3274	0.1772	0.2477	0.2478	0.4054	0.1786	0.1168	0.2992	0.5033	1.9935	2.607E-3	23.377	16.278	933.337
26000000	5.712	12.496	0.3270	0.1902	0.2356	0.2472	0.3923	0.1702	0.1378	0.2997	0.4952	2.0096	2.6503E-3	23.616	16.029	925.919
27000000	5.977	12.087	0.3051	0.2027	0.2394	0.2527	0.4075	0.1754	0.1248	0.2923	0.5099	1.9801	2.5763E-3	23.695	16.662	949.218
28000000	5.422	11.206	0.3454	0.1907	0.2444	0.2196	0.4135	0.1668	0.1346	0.2851	0.5114	1.9771	2.6012E-3	24.531	16.509	938.279
29000000	5.203	12.146	0.3239	0.1837	0.2305	0.2620	0.3882	0.1654	0.1364	0.3101	0.5067	1.9865	2.6805E-3	23.844	16.702	920.179
30000000	5.942	12.051	0.3392	0.1921	0.2228	0.2459	0.4160	0.1554	0.1299	0.2987	0.5038	1.9924	2.5282E-3	23.923	16.086	944.099
31000000	5.573	12.511	0.3216	0.2010	0.2453	0.2321	0.3959	0.1762	0.1345	0.2934	0.5122	1.9756	2.6996E-3	21.588	17.073	905.681
32000000	5.440	11.775	0.3211	0.1907	0.2384	0.2499	0.3916	0.1721	0.1391	0.2971	0.4941	2.0117	2.806E-3	22.227	16.506	898.110
33000000	5.574	11.799	0.3308	0.1857	0.2326	0.2508	0.3911	0.1761	0.1443	0.2884	0.5148	1.9705	2.6103E-3	24.630	16.460	956.439
34000000	5.697	13.368	0.3312	0.1834	0.2437	0.2418	0.4137	0.1685	0.1281	0.2896	0.5191	1.9618	2.6062E-3	22.890	16.365	943.815
35000000	5.959	11.096	0.3174	0.1865	0.2394	0.2567	0.3843	0.1653	0.1356	0.3149	0.5102	1.9797	2.5442E-3	24.936	17.353	973.639
36000000	5.719	10.700	0.3008	0.1975	0.2517	0.2501	0.3858	0.1737	0.1261	0.3144	0.5128	1.9745	2.6127E-3	24.184	16.815	950.498
37000000	6.312	12.392	0.3075	0.2091	0.2366	0.2467	0.3941	0.1791	0.1310	0.2958	0.4962	2.0077	2.6507E-3	25.002	17.058	963.128
38000000	5.593	11.733	0.3058	0.2029	0.2450	0.2463	0.3935	0.1649	0.1309	0.3107	0.5015	1.9970	2.6351E-3	22.688	16.766	915.778
39000000	5.741	11.524	0.3225	0.1903	0.2503	0.2369	0.4065	0.1620	0.1358	0.2958	0.5076	1.9849	2.7182E-3	23.452	16.913	924.874
40000000	5.943	12.229	0.3319	0.1962	0.2286	0.2434	0.3827	0.1827	0.1259	0.3087	0.5199	1.9602	2.5954E-3	24.720	17.446	954.174
41000000	5.807	12.293	0.3111	0.2057	0.2442	0.2391	0.3881	0.1683	0.1294	0.3142	0.5220	1.9560	2.7815E-3	22.385	15.915	912.685
42000000	5.852	13.673	0.3273	0.1915	0.2456	0.2356	0.3883	0.1779	0.1382	0.2957	0.4950	2.0101	2.6256E-3	24.197	17.723	940.293
43000000	5.744	12.360	0.3199	0.1954	0.2511	0.2336	0.3964	0.1670	0.1273	0.3093	0.5175	1.9650	2.5839E-3	24.728	16.200	940.532
44000000	5.933	12.494	0.3432	0.1841	0.2329	0.2398	0.4001	0.1713	0.1286	0.3000	0.4913	2.0174	2.6206E-3	23.083	16.444	936.090
45000000	5.863	12.113	0.3188	0.1827	0.2552	0.2434	0.4125	0.1554	0.1388	0.2934	0.5051	1.9898	2.5585E-3	24.440	16.717	959.754
46000000	5.999	11.351	0.3252	0.1897	0.2595	0.2256	0.3844	0.1791	0.1313	0.3052	0.4879	2.0243	2.643E-3	24.060	17.044	941.991
47000000	5.583	12.375	0.2978	0.1889	0.2574	0.2558	0.4141	0.1618	0.1333	0.2908	0.4822	2.0356	2.7343E-3	21.091	16.858	895.655
48000000	6.025	13.775	0.3143	0.1868	0.2472	0.2517	0.3855	0.1688	0.1326	0.3130	0.5062	1.9875	2.6715E-3	23.167	16.965	924.005
49000000	5.756	11.783	0.3220	0.1992	0.2501	0.2287	0.3996	0.1746	0.1401	0.2857	0.4994	2.0012	2.6744E-3	22.699	16.356	910.850
50000000	6.077	12.098	0.3229	0.1940	0.2400	0.2431	0.3963	0.1819	0.1272	0.2947	0.5104	1.9792	2.5416E-3	24.199	16.788	932.613
51000000	5.724	12.882	0.3102	0.2006	0.2541	0.2351	0.3995	0.1728	0.1312	0.2965	0.4918	2.0164	2.5623E-3	23.495	16.998	929.664
52000000	6.144	12.943	0.3410	0.1828	0.2269	0.2492	0.3926	0.1662	0.1270	0.3142	0.5188	1.9624	2.5337E-3	24.533	16.663	961.734
53000000	6.202	11.583	0.3175	0.2001	0.2444	0.2381	0.3992	0.1680	0.1362	0.2967	0.5211	1.9577	2.659E-3	24.868	16.991	954.403
54000000	6.386	11.448	0.3369	0.1824	0.2353	0.2454	0.3985	0.1615	0.1290	0.3110	0.5086	1.9827	2.5896E-3	24.093	16.180	929.826
55000000	6.019	12.563	0.3415	0.1766	0.2304	0.2515	0.3871	0.1768	0.1259	0.3102	0.4962	2.0076	2.6774E-3	23.241	15.590	911.972
