state	cp12.kappa	cp3.kappa	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	cp12.mu	cp3.mu	clock.rate	constant.popSize	rootHeight	treeLength
1000000	5.543	12.378	0.3142	0.2071	0.2323	0.2464	0.4059	0.1691	0.1357	0.2893	0.4936	2.0129	2.7487E-3	20.896	16.812	893.809
2000000	5.344	12.312	0.3025	0.2029	0.2437	0.2509	0.3989	0.1745	0.1354	0.2911	0.5057	1.9885	2.7243E-3	22.203	16.487	898.891
3000000	5.323	12.354	0.3152	0.1977	0.2494	0.2377	0.4068	0.1613	0.1343	0.2976	0.5034	1.9932	2.6403E-3	22.528	16.696	917.218
4000000	4.657	12.035	0.3082	0.1855	0.2528	0.2535	0.3909	0.1656	0.1262	0.3173	0.5168	1.9664	2.692E-3	22.355	16.437	916.535
5000000	5.726	11.595	0.3209	0.1953	0.2462	0.2376	0.3982	0.1575	0.1321	0.3123	0.5053	1.9894	2.7762E-3	22.424	16.692	892.387
6000000	6.179	12.068	0.3339	0.1895	0.2386	0.2380	0.3789	0.1817	0.1328	0.3066	0.5145	1.9709	2.6625E-3	24.248	16.037	935.539
7000000	5.814	11.696	0.3110	0.1852	0.2556	0.2482	0.4099	0.1721	0.1242	0.2938	0.5075	1.9850	2.7363E-3	20.848	17.078	882.627
8000000	5.896	12.013	0.3315	0.1829	0.2443	0.2413	0.4127	0.1668	0.1294	0.2911	0.5299	1.9403	2.6899E-3	22.478	16.355	906.169
9000000	5.441	11.317	0.3102	0.1947	0.2592	0.2359	0.3923	0.1716	0.1311	0.3050	0.5162	1.9676	2.6366E-3	23.674	16.874	939.629
10000000	5.585	12.904	0.3211	0.1863	0.2568	0.2358	0.3807	0.1699	0.1429	0.3064	0.5162	1.9677	2.8247E-3	20.943	16.032	891.490
11000000	6.118	11.820	0.3164	0.1975	0.2344	0.2518	0.4060	0.1649	0.1269	0.3022	0.5051	1.9897	2.5693E-3	25.594	17.048	956.306
12000000	5.745	12.274	0.3244	0.1869	0.2298	0.2589	0.3962	0.1724	0.1357	0.2957	0.4938	2.0124	2.649E-3	23.118	16.558	926.817
13000000	5.895	11.484	0.3078	0.1897	0.2531	0.2493	0.3949	0.1739	0.1279	0.3033	0.4877	2.0246	2.5892E-3	23.567	16.800	942.575
14000000	5.998	11.622	0.3228	0.2006	0.2478	0.2289	0.3913	0.1710	0.1365	0.3013	0.4853	2.0294	2.5626E-3	23.715	15.570	930.678
15000000	5.429	11.571	0.3277	0.1956	0.2357	0.2411	0.3936	0.1740	0.1303	0.3021	0.5186	1.9627	2.7103E-3	21.916	15.716	900.307
16000000	6.170	11.634	0.3125	0.1977	0.2503	0.2394	0.4054	0.1680	0.1244	0.3021	0.5277	1.9445	2.5966E-3	23.047	18.048	930.766
