state	posterior	prior	likelihood	coalescent
1000000	-37585.510	-8288.902	-29296.609	-8278.346
2000000	-37504.375	-8239.033	-29265.342	-8228.526
3000000	-37429.075	-8156.943	-29272.132	-8146.449
4000000	-37556.383	-8286.743	-29269.640	-8276.152
5000000	-37543.569	-8234.348	-29309.222	-8223.656
6000000	-37535.738	-8297.407	-29238.331	-8286.991
7000000	-37458.185	-8218.029	-29240.156	-8207.528
8000000	-37390.482	-8178.753	-29211.729	-8168.550
9000000	-37499.447	-8158.040	-29341.407	-8147.684
10000000	-37541.758	-8296.370	-29245.387	-8286.182
11000000	-37496.427	-8311.122	-29185.305	-8300.563
12000000	-37495.144	-8193.035	-29302.109	-8182.394
13000000	-37476.570	-8264.415	-29212.155	-8253.851
14000000	-37559.634	-8268.752	-29290.882	-8258.175
15000000	-37408.637	-8182.457	-29226.180	-8172.040
16000000	-37569.115	-8282.280	-29286.835	-8271.605
17000000	-37559.307	-8305.358	-29253.949	-8294.741
18000000	-37508.381	-8291.946	-29216.435	-8281.688
19000000	-37439.698	-8233.115	-29206.583	-8222.512
20000000	-37468.058	-8226.030	-29242.028	-8215.473
21000000	-37645.608	-8372.663	-29272.945	-8362.033
22000000	-37612.670	-8375.032	-29237.639	-8364.765
23000000	-37459.599	-8203.950	-29255.648	-8193.386
24000000	-37642.928	-8397.893	-29245.034	-8386.951
25000000	-37510.786	-8294.817	-29215.969	-8284.036
26000000	-37678.055	-8513.980	-29164.075	-8503.077
27000000	-37730.137	-8437.007	-29293.129	-8426.554
28000000	-37620.299	-8308.830	-29311.470	-8298.143
29000000	-37590.839	-8324.675	-29266.163	-8314.015
30000000	-37683.216	-8395.840	-29287.376	-8385.449
31000000	-37644.172	-8342.962	-29301.210	-8332.200
32000000	-37593.997	-8324.759	-29269.238	-8314.461
33000000	-37709.788	-8510.039	-29199.750	-8499.286
34000000	-37629.695	-8353.154	-29276.541	-8342.570
35000000	-37787.109	-8555.080	-29232.029	-8544.314
36000000	-37570.463	-8390.918	-29179.544	-8380.510
37000000	-37682.038	-8471.378	-29210.660	-8460.446
38000000	-37598.527	-8380.744	-29217.783	-8370.258
39000000	-37658.873	-8416.753	-29242.120	-8405.791
40000000	-37594.791	-8397.123	-29197.668	-8386.495
41000000	-37624.064	-8394.267	-29229.797	-8383.682
42000000	-37781.350	-8533.260	-29248.090	-8522.763
43000000	-37654.176	-8431.387	-29222.789	-8420.803
44000000	-37630.061	-8344.141	-29285.920	-8333.505
45000000	-37536.309	-8338.166	-29198.143	-8327.217
46000000	-37739.442	-8415.058	-29324.383	-8404.609
47000000	-37793.546	-8532.637	-29260.909	-8522.008
48000000	-37540.866	-8213.759	-29327.107	-8202.971
49000000	-37430.933	-8172.656	-29258.277	-8162.119
50000000	-37627.306	-8339.215	-29288.091	-8328.692
51000000	-37662.767	-8415.075	-29247.692	-8404.807
52000000	-37609.575	-8320.529	-29289.046	-8309.912
53000000	-37703.877	-8414.642	-29289.236	-8404.052
54000000	-37594.663	-8353.352	-29241.311	-8342.687
55000000	-37662.998	-8452.011	-29210.987	-8441.279
56000000	-37577.076	-8371.027	-29206.049	-8360.367
57000000	-37600.315	-8402.467	-29197.848	-8391.649
58000000	-37651.598	-8417.804	-29233.794	-8407.244
59000000	-37548.457	-8337.909	-29210.548	-8327.326
60000000	-37572.398	-8304.067	-29268.331	-8293.498
61000000	-37562.269	-8338.526	-29223.744	-8327.906
62000000	-37590.556	-8402.710	-29187.846	-8392.094
63000000	-37617.477	-8432.824	-29184.653	-8421.878
64000000	-37642.331	-8404.963	-29237.368	-8394.325
65000000	-37549.400	-8337.293	-29212.107	-8326.899
66000000	-37525.440	-8189.577	-29335.864	-8179.003
67000000	-37641.363	-8384.878	-29256.484	-8374.289
68000000	-37765.260	-8509.526	-29255.734	-8498.786
69000000	-37604.579	-8369.242	-29235.337	-8358.849
70000000	-37640.442	-8340.799	-29299.643	-8330.225
71000000	-37600.423	-8382.537	-29217.887	-8372.187
72000000	-37782.522	-8562.195	-29220.327	-8551.662
73000000	-37719.771	-8521.809	-29197.963	-8511.347
74000000	-37625.883	-8408.137	-29217.746	-8397.714
75000000	-37603.721	-8384.616	-29219.105	-8374.069
76000000	-37620.454	-8425.035	-29195.419	-8414.385
77000000	-37674.227	-8441.395	-29232.832	-8430.589
78000000	-37718.056	-8461.996	-29256.060	-8451.575
