state	posterior	prior	likelihood	coalescent
1000000	-37731.080	-8489.129	-29241.951	-8478.241
2000000	-37724.564	-8463.558	-29261.006	-8452.552
3000000	-37718.535	-8499.601	-29218.934	-8488.969
4000000	-37611.437	-8377.374	-29234.063	-8367.029
5000000	-37619.639	-8429.985	-29189.654	-8419.365
6000000	-37642.882	-8337.963	-29304.919	-8327.359
7000000	-37588.574	-8336.656	-29251.918	-8326.370
8000000	-37749.916	-8492.070	-29257.845	-8481.641
9000000	-37761.527	-8582.887	-29178.640	-8572.169
10000000	-37715.473	-8545.927	-29169.547	-8535.292
11000000	-37689.165	-8485.488	-29203.677	-8475.074
12000000	-37620.510	-8364.278	-29256.232	-8353.663
13000000	-37754.003	-8596.036	-29157.967	-8585.096
14000000	-37714.513	-8464.465	-29250.048	-8453.877
15000000	-37588.320	-8392.483	-29195.836	-8381.799
16000000	-37800.469	-8564.816	-29235.653	-8554.192
17000000	-37563.908	-8376.468	-29187.440	-8365.798
18000000	-37774.874	-8520.357	-29254.517	-8509.843
19000000	-37639.786	-8449.159	-29190.627	-8438.589
20000000	-37755.244	-8518.232	-29237.012	-8507.445
21000000	-37654.716	-8436.015	-29218.701	-8425.371
22000000	-37582.957	-8376.626	-29206.331	-8365.924
23000000	-37730.915	-8440.479	-29290.436	-8429.790
24000000	-37774.407	-8566.658	-29207.750	-8555.901
25000000	-37706.091	-8547.402	-29158.688	-8536.680
26000000	-37662.296	-8521.718	-29140.578	-8511.076
27000000	-37824.401	-8583.598	-29240.803	-8573.069
28000000	-37748.124	-8556.643	-29191.481	-8546.107
29000000	-37776.252	-8523.850	-29252.403	-8513.127
30000000	-37693.897	-8463.503	-29230.394	-8452.566
31000000	-37566.162	-8414.729	-29151.433	-8404.079
32000000	-37530.723	-8343.598	-29187.125	-8333.002
33000000	-37597.038	-8338.851	-29258.188	-8328.100
34000000	-37699.423	-8467.636	-29231.787	-8456.586
35000000	-37606.832	-8396.009	-29210.824	-8385.715
36000000	-37710.526	-8502.067	-29208.459	-8491.893
37000000	-37638.569	-8352.871	-29285.697	-8342.079
38000000	-37596.065	-8363.367	-29232.698	-8353.135
39000000	-37523.421	-8312.119	-29211.303	-8301.606
40000000	-37672.585	-8438.062	-29234.522	-8427.572
41000000	-37567.816	-8352.012	-29215.804	-8341.527
42000000	-37683.235	-8392.481	-29290.755	-8381.963
43000000	-37722.143	-8474.785	-29247.357	-8464.074
44000000	-37779.176	-8541.258	-29237.918	-8530.318
45000000	-37767.478	-8512.480	-29254.999	-8501.900
46000000	-37732.927	-8498.777	-29234.150	-8488.347
47000000	-37720.867	-8475.963	-29244.904	-8465.621
48000000	-37618.093	-8342.163	-29275.930	-8331.837
49000000	-37709.903	-8437.779	-29272.124	-8427.450
50000000	-37715.800	-8471.125	-29244.675	-8460.353
51000000	-37654.636	-8428.385	-29226.251	-8417.921
52000000	-37687.395	-8439.681	-29247.714	-8429.003
53000000	-37762.056	-8461.342	-29300.714	-8450.710
54000000	-37672.846	-8436.655	-29236.191	-8426.065
55000000	-37600.569	-8324.292	-29276.277	-8313.501
56000000	-37670.561	-8421.262	-29249.298	-8410.640
