state	posterior	prior	likelihood	coalescent
1000000	-37545.392	-8271.022	-29274.370	-8260.515
2000000	-37532.960	-8248.764	-29284.197	-8238.313
3000000	-37535.586	-8262.294	-29273.292	-8251.916
4000000	-37695.845	-8438.676	-29257.169	-8428.022
5000000	-37716.858	-8489.112	-29227.746	-8478.513
6000000	-37584.739	-8371.683	-29213.057	-8361.212
7000000	-37518.845	-8243.600	-29275.245	-8232.786
8000000	-37609.633	-8393.262	-29216.371	-8382.656
9000000	-37579.435	-8332.090	-29247.345	-8321.658
10000000	-37576.003	-8333.494	-29242.509	-8322.985
11000000	-37513.534	-8240.064	-29273.470	-8229.443
12000000	-37443.968	-8085.836	-29358.132	-8075.343
13000000	-37494.799	-8210.021	-29284.779	-8199.705
14000000	-37582.455	-8232.201	-29350.254	-8221.239
15000000	-37718.805	-8336.554	-29382.251	-8326.161
16000000	-37687.916	-8409.294	-29278.622	-8398.393
17000000	-37540.638	-8320.202	-29220.436	-8309.650
18000000	-37586.815	-8299.564	-29287.252	-8289.106
19000000	-37437.948	-8214.120	-29223.828	-8203.564
20000000	-37472.090	-8183.054	-29289.037	-8172.081
21000000	-37579.865	-8298.193	-29281.672	-8287.646
22000000	-37397.534	-8133.331	-29264.203	-8122.796
23000000	-37428.742	-8163.690	-29265.052	-8153.094
24000000	-37624.044	-8336.650	-29287.394	-8325.996
25000000	-37627.310	-8367.254	-29260.056	-8356.661
26000000	-37559.375	-8241.246	-29318.128	-8230.863
27000000	-37626.503	-8391.028	-29235.475	-8380.739
28000000	-37553.246	-8311.278	-29241.968	-8300.611
29000000	-37513.794	-8265.726	-29248.069	-8255.177
30000000	-37403.842	-8097.637	-29306.205	-8087.140
31000000	-37547.907	-8204.212	-29343.695	-8193.826
32000000	-37571.044	-8345.154	-29225.890	-8334.738
33000000	-37444.803	-8151.137	-29293.666	-8140.459
34000000	-37666.577	-8373.094	-29293.483	-8362.480
35000000	-37594.534	-8342.031	-29252.503	-8331.374
36000000	-37626.572	-8361.387	-29265.184	-8350.651
37000000	-37522.959	-8269.237	-29253.722	-8258.719
38000000	-37441.740	-8172.437	-29269.303	-8161.777
39000000	-37560.555	-8306.458	-29254.097	-8295.654
40000000	-37622.992	-8454.905	-29168.086	-8444.233
41000000	-37668.058	-8411.538	-29256.520	-8400.753
42000000	-37485.954	-8216.525	-29269.429	-8205.982
43000000	-37580.234	-8338.809	-29241.425	-8328.214
44000000	-37536.229	-8248.400	-29287.829	-8237.883
45000000	-37612.368	-8358.364	-29254.004	-8347.834
46000000	-37479.708	-8226.832	-29252.875	-8216.154
47000000	-37505.773	-8280.094	-29225.679	-8269.363
48000000	-37578.005	-8271.356	-29306.649	-8261.083
49000000	-37597.571	-8327.562	-29270.009	-8316.425
50000000	-37651.428	-8371.283	-29280.146	-8360.437
51000000	-37538.148	-8336.846	-29201.302	-8326.115
52000000	-37608.175	-8281.968	-29326.208	-8271.302
53000000	-37484.814	-8197.723	-29287.091	-8187.147
54000000	-37633.663	-8386.631	-29247.032	-8375.968
55000000	-37710.909	-8438.132	-29272.776	-8427.716
56000000	-37590.763	-8271.554	-29319.210	-8260.784
57000000	-37656.839	-8364.516	-29292.323	-8353.833
58000000	-37656.095	-8407.573	-29248.523	-8397.078
59000000	-37673.364	-8382.723	-29290.640	-8371.949
60000000	-37639.804	-8403.220	-29236.583	-8392.365
61000000	-37581.000	-8326.984	-29254.015	-8316.026
62000000	-37458.852	-8229.412	-29229.440	-8218.994
63000000	-37470.706	-8241.940	-29228.765	-8231.549
64000000	-37515.433	-8294.070	-29221.363	-8283.601
65000000	-37505.709	-8235.179	-29270.530	-8224.868
66000000	-37718.324	-8416.184	-29302.140	-8405.913
67000000	-37593.530	-8312.417	-29281.113	-8301.986
68000000	-37788.423	-8477.132	-29311.290	-8466.810
69000000	-37622.988	-8308.802	-29314.186	-8297.985
70000000	-37599.801	-8331.884	-29267.917	-8321.177
71000000	-37605.932	-8371.960	-29233.972	-8361.129
72000000	-37467.275	-8220.451	-29246.823	-8209.853
73000000	-37537.892	-8218.374	-29319.518	-8207.634
74000000	-37489.693	-8272.810	-29216.882	-8262.428
75000000	-37544.602	-8252.902	-29291.700	-8242.195
76000000	-37490.732	-8246.143	-29244.589	-8235.467
77000000	-37638.330	-8377.597	-29260.733	-8366.916
78000000	-37632.787	-8402.862	-29229.925	-8392.136
79000000	-37633.664	-8439.167	-29194.497	-8428.810
80000000	-37576.378	-8348.988	-29227.390	-8338.319
81000000	-37627.962	-8374.272	-29253.690	-8363.527
82000000	-37563.328	-8342.184	-29221.144	-8331.718
83000000	-37562.687	-8365.548	-29197.139	-8355.453
84000000	-37536.925	-8322.374	-29214.552	-8311.430
85000000	-37662.062	-8349.720	-29312.342	-8339.141
86000000	-37557.122	-8247.301	-29309.821	-8236.697
87000000	-37736.987	-8478.417	-29258.569	-8467.603
88000000	-37537.524	-8234.762	-29302.762	-8224.393
89000000	-37572.089	-8291.812	-29280.276	-8281.136
90000000	-37527.319	-8227.601	-29299.718	-8217.295
91000000	-37597.000	-8308.085	-29288.915	-8297.703
92000000	-37577.062	-8403.624	-29173.438	-8392.954
93000000	-37596.321	-8273.366	-29322.955	-8262.787
94000000	-37617.974	-8333.734	-29284.241	-8323.210
95000000	-37611.256	-8341.752	-29269.504	-8331.332
96000000	-37762.315	-8545.158	-29217.157	-8534.649
97000000	-37642.458	-8335.114	-29307.344	-8324.488
98000000	-37540.829	-8275.596	-29265.233	-8265.329
99000000	-37601.514	-8396.824	-29204.690	-8386.106
100000000	-37516.038	-8263.224	-29252.814	-8252.701
101000000	-37603.601	-8344.660	-29258.941	-8334.209
102000000	-37618.271	-8420.335	-29197.936	-8410.037
103000000	-37648.091	-8372.775	-29275.315	-8362.016
104000000	-37604.510	-8340.685	-29263.825	-8329.979
105000000	-37662.156	-8445.584	-29216.572	-8434.982
106000000	-37454.765	-8273.137	-29181.628	-8262.298
107000000	-37489.933	-8208.116	-29281.817	-8197.573
108000000	-37517.108	-8222.703	-29294.405	-8212.129
109000000	-37563.702	-8320.650	-29243.052	-8309.648
110000000	-37545.909	-8272.508	-29273.402	-8261.815
111000000	-37559.298	-8312.888	-29246.410	-8302.241
112000000	-37612.663	-8355.172	-29257.491	-8344.413
113000000	-37540.964	-8354.122	-29186.842	-8343.612
114000000	-37655.400	-8431.041	-29224.358	-8420.439
115000000	-37585.971	-8383.595	-29202.376	-8372.917
116000000	-37514.635	-8311.131	-29203.504	-8300.336
117000000	-37468.246	-8201.424	-29266.822	-8190.734
118000000	-37384.052	-8115.911	-29268.140	-8105.485
119000000	-37502.775	-8239.339	-29263.436	-8228.635
120000000	-37495.935	-8294.925	-29201.010	-8284.533
121000000	-37473.772	-8242.503	-29231.270	-8232.135
122000000	-37504.196	-8293.952	-29210.244	-8283.092
123000000	-37456.851	-8226.933	-29229.918	-8216.404
124000000	-37555.141	-8244.212	-29310.929	-8233.508
125000000	-37570.528	-8260.493	-29310.035	-8249.705
126000000	-37559.366	-8275.083	-29284.283	-8264.556
127000000	-37488.495	-8249.335	-29239.160	-8238.796
128000000	-37595.167	-8293.639	-29301.529	-8282.895
129000000	-37590.708	-8297.806	-29292.902	-8287.267
130000000	-37614.318	-8296.852	-29317.466	-8286.318
131000000	-37533.969	-8224.933	-29309.036	-8214.312
132000000	-37555.458	-8191.455	-29364.003	-8180.850
133000000	-37541.455	-8316.599	-29224.857	-8305.991
134000000	-37460.240	-8224.782	-29235.459	-8214.206
135000000	-37695.941	-8397.426	-29298.515	-8386.589
136000000	-37717.136	-8411.197	-29305.939	-8400.558
137000000	-37598.872	-8301.237	-29297.635	-8290.580
138000000	-37574.944	-8326.338	-29248.606	-8315.570
139000000	-37640.298	-8344.939	-29295.359	-8334.334
140000000	-37636.953	-8380.362	-29256.591	-8369.565
141000000	-37657.651	-8404.613	-29253.039	-8393.838
142000000	-37726.326	-8553.618	-29172.708	-8542.750
143000000	-37522.962	-8262.575	-29260.387	-8252.039
144000000	-37531.376	-8200.517	-29330.860	-8190.068
145000000	-37501.002	-8203.698	-29297.304	-8193.281
146000000	-37484.798	-8252.927	-29231.871	-8241.999
147000000	-37485.595	-8351.047	-29134.549	-8340.279
148000000	-37551.499	-8261.144	-29290.355	-8250.458
149000000	-37504.947	-8241.512	-29263.435	-8231.177
150000000	-37393.725	-8161.489	-29232.236	-8150.697
151000000	-37515.182	-8286.132	-29229.050	-8275.507
152000000	-37466.385	-8208.012	-29258.373	-8197.390
153000000	-37382.611	-8192.257	-29190.354	-8181.874
154000000	-37578.564	-8338.783	-29239.781	-8328.376
155000000	-37607.479	-8283.656	-29323.823	-8273.278
156000000	-37560.045	-8364.964	-29195.081	-8354.297
157000000	-37682.477	-8438.384	-29244.093	-8427.802
158000000	-37504.461	-8208.353	-29296.107	-8197.757
159000000	-37599.816	-8295.238	-29304.578	-8284.796
160000000	-37638.468	-8362.308	-29276.161	-8351.566
161000000	-37503.054	-8251.132	-29251.923	-8240.585
162000000	-37581.690	-8348.040	-29233.651	-8337.339
163000000	-37630.022	-8399.365	-29230.657	-8388.613
164000000	-37565.554	-8307.542	-29258.013	-8296.933
165000000	-37760.127	-8529.682	-29230.445	-8519.092
166000000	-37485.754	-8259.821	-29225.933	-8249.283
167000000	-37457.562	-8214.731	-29242.831	-8204.260
168000000	-37666.952	-8400.247	-29266.705	-8389.777
169000000	-37598.255	-8314.161	-29284.094	-8303.660
170000000	-37487.109	-8199.243	-29287.866	-8188.566
171000000	-37627.030	-8317.278	-29309.752	-8306.683
172000000	-37791.886	-8476.029	-29315.856	-8465.237
173000000	-37589.479	-8319.418	-29270.061	-8308.666
174000000	-37483.222	-8266.360	-29216.861	-8255.801
175000000	-37534.631	-8302.283	-29232.348	-8291.652
176000000	-37364.415	-8160.822	-29203.593	-8150.250
177000000	-37533.339	-8282.233	-29251.106	-8271.721
