state	posterior	prior	likelihood	coalescent
1000000	-37561.043	-8308.184	-29252.859	-8297.663
2000000	-37492.656	-8240.369	-29252.286	-8229.660
3000000	-37608.366	-8351.050	-29257.316	-8340.558
4000000	-37583.839	-8374.526	-29209.314	-8363.926
5000000	-37456.810	-8224.624	-29232.186	-8214.361
6000000	-37570.775	-8289.555	-29281.220	-8279.102
7000000	-37671.310	-8430.398	-29240.912	-8419.779
8000000	-37621.292	-8379.397	-29241.895	-8368.761
9000000	-37460.961	-8211.303	-29249.658	-8200.457
10000000	-37486.590	-8179.712	-29306.878	-8168.949
11000000	-37506.061	-8235.245	-29270.816	-8224.794
12000000	-37508.737	-8189.398	-29319.338	-8178.911
13000000	-37527.485	-8243.702	-29283.782	-8233.160
14000000	-37506.118	-8249.480	-29256.638	-8239.062
15000000	-37561.895	-8246.865	-29315.030	-8236.104
16000000	-37589.360	-8267.687	-29321.672	-8257.100
17000000	-37678.830	-8363.856	-29314.974	-8353.211
18000000	-37608.433	-8346.230	-29262.203	-8335.497
19000000	-37579.804	-8335.898	-29243.906	-8325.264
20000000	-37588.570	-8271.316	-29317.254	-8260.427
21000000	-37457.167	-8234.809	-29222.357	-8224.383
22000000	-37560.889	-8365.412	-29195.477	-8354.922
23000000	-37654.464	-8376.684	-29277.781	-8365.905
24000000	-37621.752	-8336.408	-29285.345	-8325.503
25000000	-37665.129	-8407.420	-29257.709	-8396.799
26000000	-37653.004	-8406.671	-29246.333	-8396.141
27000000	-37498.395	-8221.189	-29277.206	-8210.741
28000000	-37627.941	-8341.838	-29286.103	-8331.404
29000000	-37552.230	-8349.808	-29202.422	-8339.365
30000000	-37619.471	-8368.012	-29251.459	-8357.291
31000000	-37589.864	-8341.545	-29248.319	-8330.900
32000000	-37577.295	-8311.507	-29265.789	-8300.967
33000000	-37587.082	-8346.213	-29240.869	-8335.837
34000000	-37552.481	-8230.185	-29322.296	-8219.237
35000000	-37493.440	-8190.905	-29302.535	-8180.384
36000000	-37511.307	-8267.071	-29244.237	-8256.570
37000000	-37479.285	-8199.403	-29279.882	-8188.822
38000000	-37531.097	-8210.406	-29320.690	-8199.342
39000000	-37601.536	-8259.641	-29341.895	-8248.699
40000000	-37477.581	-8191.671	-29285.911	-8180.968
41000000	-37499.969	-8252.961	-29247.008	-8242.378
42000000	-37581.224	-8297.278	-29283.946	-8286.615
43000000	-37568.233	-8310.218	-29258.015	-8299.444
