state	posterior	prior	likelihood	coalescent
1000000	-37483.441	-8346.880	-29136.561	-8336.177
2000000	-37443.295	-8275.949	-29167.346	-8265.340
3000000	-37538.232	-8384.594	-29153.638	-8374.236
4000000	-37570.233	-8437.869	-29132.364	-8427.220
5000000	-37602.755	-8336.544	-29266.211	-8325.970
6000000	-37810.098	-8558.742	-29251.357	-8548.300
7000000	-37683.754	-8410.809	-29272.945	-8399.588
8000000	-37675.288	-8448.353	-29226.935	-8437.604
9000000	-37494.177	-8375.666	-29118.511	-8365.383
10000000	-37579.274	-8454.297	-29124.977	-8443.797
11000000	-37751.376	-8508.090	-29243.286	-8497.340
12000000	-37520.040	-8283.135	-29236.904	-8272.243
13000000	-37578.244	-8393.318	-29184.926	-8382.512
14000000	-37718.271	-8530.821	-29187.450	-8520.199
15000000	-37588.213	-8485.023	-29103.190	-8474.620
16000000	-37650.387	-8503.712	-29146.674	-8492.941
17000000	-37525.536	-8451.559	-29073.978	-8440.910
18000000	-37477.075	-8324.888	-29152.188	-8314.404
19000000	-37656.436	-8459.677	-29196.760	-8449.065
20000000	-37608.651	-8444.574	-29164.078	-8433.986
21000000	-37604.330	-8447.736	-29156.593	-8437.227
22000000	-37771.578	-8518.194	-29253.384	-8507.599
23000000	-37660.523	-8461.464	-29199.060	-8450.896
24000000	-37698.341	-8468.703	-29229.637	-8457.993
25000000	-37658.931	-8407.518	-29251.413	-8397.013
26000000	-37723.127	-8457.882	-29265.245	-8447.198
27000000	-37532.703	-8330.706	-29201.997	-8320.361
28000000	-37609.017	-8394.396	-29214.621	-8383.647
29000000	-37648.128	-8441.986	-29206.142	-8431.228
30000000	-37688.654	-8547.575	-29141.079	-8536.986
31000000	-37638.046	-8437.709	-29200.337	-8426.963
32000000	-37626.543	-8448.389	-29178.154	-8437.780
33000000	-37643.643	-8360.612	-29283.031	-8350.114
34000000	-37606.524	-8401.978	-29204.545	-8391.420
35000000	-37609.182	-8361.256	-29247.927	-8350.613
36000000	-37596.190	-8395.203	-29200.987	-8384.408
37000000	-37559.869	-8328.127	-29231.743	-8317.740
38000000	-37560.142	-8316.344	-29243.798	-8305.768
39000000	-37623.960	-8397.350	-29226.610	-8386.778
40000000	-37567.868	-8333.300	-29234.568	-8322.594
41000000	-37481.798	-8235.920	-29245.878	-8225.465
42000000	-37628.176	-8337.005	-29291.171	-8326.438
43000000	-37605.593	-8333.789	-29271.804	-8322.766
44000000	-37675.906	-8486.489	-29189.417	-8476.003
45000000	-37644.847	-8406.312	-29238.535	-8395.907
46000000	-37708.484	-8476.327	-29232.156	-8465.658
47000000	-37720.919	-8429.182	-29291.737	-8418.681
48000000	-37783.324	-8649.806	-29133.518	-8639.182
49000000	-37645.179	-8468.225	-29176.954	-8457.527
50000000	-37659.272	-8492.559	-29166.714	-8481.873
51000000	-37757.523	-8552.131	-29205.392	-8541.566
52000000	-37706.964	-8476.550	-29230.414	-8465.890
53000000	-37685.316	-8482.029	-29203.287	-8471.376
54000000	-37562.417	-8360.349	-29202.068	-8349.794
55000000	-37556.781	-8387.844	-29168.937	-8377.412
56000000	-37632.653	-8398.863	-29233.790	-8388.327
57000000	-37481.317	-8284.190	-29197.126	-8273.671
58000000	-37538.317	-8337.301	-29201.016	-8326.725
59000000	-37534.387	-8356.173	-29178.214	-8345.820
60000000	-37431.513	-8203.778	-29227.736	-8192.969
61000000	-37725.253	-8467.447	-29257.806	-8456.847
62000000	-37619.634	-8401.096	-29218.538	-8390.467
63000000	-37658.819	-8480.518	-29178.301	-8469.891
64000000	-37598.799	-8408.626	-29190.173	-8398.273
65000000	-37585.887	-8354.790	-29231.097	-8344.174
66000000	-37687.339	-8459.634	-29227.706	-8449.275
67000000	-37582.480	-8370.036	-29212.444	-8359.358
68000000	-37719.744	-8483.386	-29236.358	-8472.800
69000000	-37501.532	-8346.762	-29154.770	-8336.096
70000000	-37513.264	-8240.168	-29273.096	-8229.599
71000000	-37550.127	-8315.829	-29234.298	-8304.956
72000000	-37630.140	-8403.514	-29226.626	-8392.695
73000000	-37570.029	-8287.654	-29282.375	-8277.045
74000000	-37599.282	-8368.483	-29230.799	-8357.767
75000000	-37451.884	-8321.677	-29130.206	-8311.077
76000000	-37667.258	-8403.698	-29263.560	-8392.976
77000000	-37565.704	-8413.621	-29152.083	-8402.925
78000000	-37586.739	-8331.253	-29255.486	-8320.427
79000000	-37670.300	-8352.546	-29317.754	-8341.995
80000000	-37545.080	-8282.531	-29262.549	-8272.008
81000000	-37566.489	-8254.296	-29312.193	-8243.417
82000000	-37574.664	-8334.215	-29240.449	-8323.795
83000000	-37589.340	-8349.529	-29239.811	-8338.997
84000000	-37490.265	-8266.861	-29223.404	-8256.554
85000000	-37594.994	-8334.087	-29260.907	-8323.379
86000000	-37601.079	-8253.171	-29347.908	-8242.601
87000000	-37625.015	-8399.815	-29225.200	-8389.290
88000000	-37624.315	-8360.208	-29264.107	-8349.785
89000000	-37547.673	-8263.328	-29284.345	-8252.671
90000000	-37673.627	-8400.098	-29273.529	-8389.608
91000000	-37471.811	-8246.404	-29225.407	-8235.913
92000000	-37478.719	-8317.109	-29161.610	-8306.442
93000000	-37628.357	-8388.895	-29239.462	-8378.465
94000000	-37628.719	-8405.436	-29223.283	-8395.081
95000000	-37581.686	-8364.495	-29217.191	-8353.818
96000000	-37633.774	-8423.305	-29210.468	-8412.551
97000000	-37590.880	-8405.257	-29185.623	-8394.995
98000000	-37791.636	-8580.237	-29211.399	-8569.707
99000000	-37724.895	-8444.873	-29280.022	-8434.478
100000000	-37545.202	-8317.213	-29227.989	-8306.497
101000000	-37718.977	-8498.710	-29220.266	-8487.997
102000000	-37664.420	-8379.429	-29284.991	-8368.772
103000000	-37513.755	-8279.861	-29233.894	-8268.874
104000000	-37542.636	-8361.398	-29181.238	-8350.897
105000000	-37553.912	-8339.311	-29214.601	-8328.907
106000000	-37613.220	-8421.136	-29192.085	-8410.768
107000000	-37693.887	-8499.960	-29193.928	-8489.309
108000000	-37569.841	-8332.241	-29237.600	-8321.376
109000000	-37558.977	-8277.697	-29281.280	-8266.846
110000000	-37667.474	-8379.994	-29287.479	-8369.732
111000000	-37520.234	-8247.405	-29272.829	-8236.873
112000000	-37614.858	-8336.218	-29278.640	-8325.896
113000000	-37520.838	-8267.406	-29253.432	-8256.582
114000000	-37403.641	-8107.717	-29295.924	-8096.965
115000000	-37514.552	-8246.669	-29267.883	-8236.129
116000000	-37716.534	-8453.129	-29263.406	-8442.335
117000000	-37644.040	-8359.759	-29284.280	-8349.416
118000000	-37538.978	-8214.117	-29324.861	-8203.311
119000000	-37568.369	-8300.842	-29267.527	-8290.341
120000000	-37398.514	-8152.452	-29246.061	-8142.133
121000000	-37403.760	-8131.096	-29272.665	-8120.645
122000000	-37358.045	-8099.400	-29258.645	-8088.862
123000000	-37602.263	-8322.765	-29279.497	-8311.884
124000000	-37677.697	-8363.910	-29313.787	-8353.157
125000000	-37465.970	-8151.669	-29314.301	-8141.301
126000000	-37520.446	-8230.215	-29290.230	-8219.718
127000000	-37476.708	-8246.399	-29230.309	-8235.660
128000000	-37552.276	-8350.434	-29201.842	-8339.795
129000000	-37489.141	-8343.721	-29145.420	-8333.109
130000000	-37466.785	-8276.028	-29190.756	-8265.389
131000000	-37611.417	-8315.463	-29295.954	-8304.954
132000000	-37397.118	-8157.976	-29239.142	-8147.637
133000000	-37726.503	-8462.410	-29264.094	-8451.953
134000000	-37636.906	-8341.969	-29294.936	-8331.298
135000000	-37627.511	-8434.830	-29192.680	-8424.383
136000000	-37628.376	-8363.619	-29264.757	-8352.848
137000000	-37581.441	-8354.959	-29226.482	-8344.181
138000000	-37535.899	-8334.744	-29201.155	-8324.142
139000000	-37639.457	-8340.425	-29299.032	-8329.841
140000000	-37595.643	-8357.218	-29238.425	-8346.701
141000000	-37651.896	-8396.275	-29255.621	-8385.504
142000000	-37497.883	-8247.202	-29250.681	-8236.597
143000000	-37624.926	-8362.106	-29262.821	-8351.632
144000000	-37703.684	-8475.041	-29228.642	-8464.128
145000000	-37573.764	-8355.900	-29217.864	-8345.302
146000000	-37687.879	-8448.075	-29239.804	-8437.287
147000000	-37726.330	-8463.550	-29262.781	-8452.678
148000000	-37668.999	-8398.374	-29270.625	-8387.663
149000000	-37630.724	-8409.533	-29221.191	-8398.857
150000000	-37648.214	-8439.364	-29208.850	-8428.817
151000000	-37595.484	-8370.924	-29224.559	-8360.362
152000000	-37549.848	-8335.462	-29214.387	-8324.965
153000000	-37641.585	-8392.109	-29249.476	-8381.318
154000000	-37552.587	-8300.623	-29251.964	-8289.838
155000000	-37656.864	-8397.255	-29259.610	-8386.369
156000000	-37509.968	-8341.420	-29168.548	-8330.898
157000000	-37607.358	-8421.118	-29186.240	-8410.627
158000000	-37531.002	-8349.868	-29181.134	-8339.304
159000000	-37683.644	-8485.735	-29197.909	-8475.550
160000000	-37580.660	-8323.391	-29257.268	-8312.886
161000000	-37558.513	-8331.085	-29227.428	-8320.586
162000000	-37700.544	-8438.326	-29262.218	-8427.957
163000000	-37760.508	-8497.800	-29262.708	-8487.232
164000000	-37522.210	-8170.324	-29351.886	-8159.740
165000000	-37629.881	-8367.548	-29262.333	-8357.034
166000000	-37644.650	-8407.103	-29237.548	-8396.573
167000000	-37543.984	-8279.763	-29264.221	-8269.262
168000000	-37500.391	-8224.504	-29275.887	-8213.837
169000000	-37508.035	-8185.921	-29322.114	-8175.250
170000000	-37501.586	-8211.178	-29290.408	-8200.708
171000000	-37529.279	-8306.299	-29222.980	-8295.731
172000000	-37500.978	-8336.763	-29164.215	-8326.147
173000000	-37402.658	-8186.896	-29215.762	-8176.309
174000000	-37526.424	-8304.259	-29222.165	-8293.518
175000000	-37533.818	-8372.801	-29161.017	-8362.045
176000000	-37617.083	-8372.694	-29244.390	-8362.315
177000000	-37622.718	-8334.843	-29287.875	-8324.117
178000000	-37693.831	-8507.394	-29186.437	-8496.694
179000000	-37541.933	-8374.392	-29167.541	-8363.804
180000000	-37510.939	-8334.067	-29176.872	-8323.331
181000000	-37612.670	-8413.891	-29198.779	-8403.097
182000000	-37818.657	-8581.357	-29237.300	-8570.575
183000000	-37527.505	-8314.798	-29212.707	-8304.042
184000000	-37629.861	-8366.984	-29262.876	-8356.393
185000000	-37519.567	-8288.244	-29231.323	-8277.805
186000000	-37630.997	-8383.900	-29247.097	-8373.249
187000000	-37669.335	-8351.255	-29318.080	-8340.586
188000000	-37464.756	-8251.458	-29213.298	-8240.919
189000000	-37537.931	-8307.193	-29230.739	-8296.567
190000000	-37505.856	-8387.800	-29118.056	-8377.082
191000000	-37612.439	-8354.511	-29257.928	-8343.744
192000000	-37621.504	-8377.331	-29244.173	-8366.910
193000000	-37801.483	-8520.296	-29281.187	-8509.587
194000000	-37627.357	-8332.206	-29295.150	-8321.665
195000000	-37649.679	-8382.594	-29267.085	-8372.055
196000000	-37750.159	-8443.987	-29306.172	-8433.368
197000000	-37600.192	-8395.426	-29204.766	-8384.868
198000000	-37611.435	-8362.962	-29248.472	-8352.226
199000000	-37725.539	-8475.479	-29250.060	-8464.942
200000000	-37771.645	-8498.458	-29273.186	-8487.619
201000000	-37679.616	-8461.663	-29217.953	-8450.846
202000000	-37535.680	-8249.471	-29286.209	-8239.076
203000000	-37562.015	-8346.912	-29215.104	-8336.604
204000000	-37618.262	-8390.571	-29227.692	-8380.210
205000000	-37629.379	-8454.293	-29175.086	-8443.637
206000000	-37603.991	-8378.899	-29225.093	-8368.028
207000000	-37598.204	-8332.524	-29265.680	-8322.003
208000000	-37624.749	-8408.146	-29216.603	-8397.755
209000000	-37495.951	-8257.902	-29238.049	-8247.336
210000000	-37481.570	-8260.675	-29220.894	-8250.091
211000000	-37677.781	-8425.036	-29252.746	-8414.739
212000000	-37642.151	-8362.091	-29280.060	-8351.451
213000000	-37613.249	-8381.943	-29231.306	-8371.300
214000000	-37562.741	-8329.410	-29233.331	-8318.813
215000000	-37569.613	-8245.560	-29324.053	-8235.037
216000000	-37639.022	-8376.270	-29262.752	-8365.594
217000000	-37526.808	-8304.478	-29222.330	-8293.799
218000000	-37647.841	-8378.544	-29269.298	-8368.081
219000000	-37417.491	-8112.983	-29304.509	-8102.484
220000000	-37529.207	-8197.839	-29331.368	-8187.272
221000000	-37385.827	-8178.605	-29207.222	-8168.290
222000000	-37532.568	-8230.302	-29302.266	-8219.807
223000000	-37490.815	-8263.679	-29227.136	-8252.999
224000000	-37620.013	-8299.662	-29320.350	-8289.107
225000000	-37602.069	-8298.589	-29303.481	-8287.675
226000000	-37602.864	-8344.913	-29257.950	-8334.323
227000000	-37636.929	-8412.272	-29224.657	-8401.420
228000000	-37542.385	-8304.532	-29237.853	-8293.940
229000000	-37700.850	-8531.318	-29169.532	-8520.794
230000000	-37619.045	-8381.638	-29237.407	-8370.922
231000000	-37632.910	-8427.775	-29205.135	-8417.301
232000000	-37625.450	-8412.850	-29212.600	-8402.337
233000000	-37576.757	-8404.112	-29172.644	-8393.548
234000000	-37711.264	-8413.614	-29297.650	-8403.057
235000000	-37600.916	-8399.871	-29201.045	-8389.249
236000000	-37636.545	-8377.375	-29259.170	-8366.748
237000000	-37565.781	-8306.947	-29258.835	-8296.475
238000000	-37607.387	-8396.024	-29211.363	-8385.296
239000000	-37510.675	-8266.237	-29244.438	-8255.499
240000000	-37412.965	-8193.220	-29219.745	-8182.652
241000000	-37720.476	-8394.029	-29326.447	-8383.297
242000000	-37659.774	-8444.729	-29215.044	-8434.144
243000000	-37473.742	-8265.931	-29207.811	-8255.324
244000000	-37565.215	-8299.922	-29265.293	-8289.379
245000000	-37655.967	-8426.685	-29229.282	-8416.044
246000000	-37542.348	-8256.795	-29285.554	-8246.556
247000000	-37635.996	-8423.858	-29212.138	-8413.346
