state	posterior	prior	likelihood	coalescent
1000000	-37497.682	-8221.099	-29276.584	-8210.408
2000000	-37693.354	-8431.678	-29261.677	-8421.088
3000000	-37706.005	-8340.772	-29365.233	-8330.246
4000000	-37572.915	-8294.195	-29278.720	-8283.773
5000000	-37797.685	-8473.411	-29324.274	-8462.943
6000000	-37642.250	-8354.294	-29287.956	-8343.835
7000000	-37524.859	-8260.793	-29264.066	-8250.152
8000000	-37585.325	-8314.016	-29271.309	-8303.524
9000000	-37594.738	-8376.733	-29218.005	-8365.874
10000000	-37686.205	-8443.349	-29242.855	-8432.675
11000000	-37652.054	-8422.437	-29229.617	-8411.730
12000000	-37607.894	-8347.173	-29260.721	-8336.766
13000000	-37690.615	-8443.250	-29247.365	-8432.491
14000000	-37544.746	-8262.947	-29281.799	-8252.428
15000000	-37649.431	-8435.716	-29213.715	-8425.178
16000000	-37570.719	-8347.862	-29222.858	-8337.193
17000000	-37536.198	-8303.756	-29232.443	-8293.205
18000000	-37526.858	-8302.927	-29223.931	-8292.323
19000000	-37457.525	-8219.731	-29237.795	-8209.062
20000000	-37573.948	-8324.975	-29248.972	-8314.267
21000000	-37474.558	-8216.280	-29258.278	-8205.738
22000000	-37557.173	-8261.034	-29296.140	-8250.546
23000000	-37600.845	-8360.748	-29240.097	-8350.042
24000000	-37581.575	-8332.283	-29249.292	-8321.825
25000000	-37624.759	-8352.024	-29272.735	-8341.392
26000000	-37703.326	-8462.972	-29240.354	-8452.614
27000000	-37767.524	-8551.075	-29216.449	-8540.384
28000000	-37725.306	-8421.702	-29303.604	-8411.044
29000000	-37663.474	-8451.344	-29212.129	-8440.682
30000000	-37742.854	-8481.631	-29261.223	-8471.184
31000000	-37758.762	-8502.296	-29256.466	-8491.438
32000000	-37598.131	-8348.993	-29249.138	-8338.736
33000000	-37745.258	-8498.489	-29246.769	-8487.908
34000000	-37533.705	-8289.016	-29244.689	-8278.375
35000000	-37679.004	-8462.942	-29216.062	-8452.118
36000000	-37598.492	-8319.667	-29278.825	-8309.077
37000000	-37636.544	-8414.657	-29221.886	-8403.810
38000000	-37631.565	-8360.263	-29271.302	-8349.771
39000000	-37555.689	-8295.821	-29259.868	-8285.254
40000000	-37631.841	-8349.438	-29282.404	-8338.531
41000000	-37541.124	-8286.259	-29254.866	-8275.767
42000000	-37528.093	-8275.663	-29252.431	-8265.470
43000000	-37604.197	-8361.717	-29242.479	-8351.110
44000000	-37563.579	-8382.463	-29181.116	-8372.017
45000000	-37632.342	-8406.454	-29225.889	-8396.230
46000000	-37696.655	-8507.035	-29189.619	-8496.492
47000000	-37669.569	-8495.546	-29174.023	-8484.869
48000000	-37609.089	-8400.188	-29208.900	-8389.721
49000000	-37507.121	-8316.415	-29190.706	-8305.577
50000000	-37549.280	-8364.702	-29184.579	-8354.195
51000000	-37620.939	-8414.017	-29206.922	-8403.422
52000000	-37788.045	-8529.493	-29258.552	-8518.772
53000000	-37692.391	-8458.938	-29233.453	-8448.483
54000000	-37727.778	-8453.057	-29274.721	-8442.513
55000000	-37726.755	-8561.886	-29164.869	-8551.018
56000000	-37714.520	-8449.240	-29265.281	-8438.577
57000000	-37540.913	-8356.405	-29184.508	-8345.750
58000000	-37662.815	-8441.137	-29221.679	-8430.344
59000000	-37693.671	-8470.532	-29223.138	-8460.152
60000000	-37748.846	-8500.981	-29247.865	-8490.491
61000000	-37512.137	-8317.252	-29194.886	-8306.764
62000000	-37640.994	-8458.576	-29182.417	-8447.874
63000000	-37617.477	-8382.297	-29235.180	-8371.995
64000000	-37386.802	-8165.091	-29221.712	-8154.704
65000000	-37710.368	-8460.349	-29250.019	-8449.763
66000000	-37532.401	-8287.653	-29244.747	-8276.929
67000000	-37586.958	-8366.715	-29220.243	-8355.667
68000000	-37528.608	-8252.780	-29275.828	-8242.469
69000000	-37544.374	-8272.651	-29271.724	-8262.186
70000000	-37672.669	-8464.221	-29208.448	-8453.726
71000000	-37711.385	-8480.095	-29231.290	-8469.307
72000000	-37635.975	-8386.751	-29249.224	-8375.968
73000000	-37601.659	-8306.920	-29294.739	-8296.264
74000000	-37557.558	-8312.502	-29245.055	-8301.964
75000000	-37536.597	-8309.002	-29227.595	-8298.568
76000000	-37713.613	-8485.186	-29228.427	-8474.628
77000000	-37646.811	-8375.052	-29271.759	-8364.410
78000000	-37701.732	-8517.392	-29184.339	-8506.939
79000000	-37622.755	-8378.599	-29244.156	-8367.974
80000000	-37642.748	-8390.891	-29251.857	-8380.463
81000000	-37585.830	-8272.708	-29313.122	-8262.663
82000000	-37571.148	-8263.001	-29308.147	-8252.350
83000000	-37595.984	-8277.957	-29318.026	-8267.498
84000000	-37809.599	-8488.793	-29320.806	-8478.083
85000000	-37628.066	-8368.826	-29259.240	-8358.146
86000000	-37783.204	-8511.486	-29271.717	-8500.900
87000000	-37666.457	-8370.623	-29295.834	-8359.994
88000000	-37583.960	-8344.454	-29239.505	-8333.809
89000000	-37481.995	-8231.679	-29250.316	-8221.173
90000000	-37634.973	-8426.558	-29208.415	-8415.879
91000000	-37612.798	-8317.517	-29295.281	-8306.963
92000000	-37777.639	-8482.744	-29294.895	-8472.155
93000000	-37714.355	-8412.726	-29301.628	-8401.907
94000000	-37707.138	-8450.101	-29257.036	-8439.462
95000000	-37619.477	-8351.577	-29267.901	-8341.051
96000000	-37684.102	-8431.309	-29252.793	-8420.736
97000000	-37552.894	-8253.001	-29299.893	-8242.461
98000000	-37465.082	-8228.953	-29236.129	-8218.545
99000000	-37630.264	-8359.869	-29270.395	-8349.041
100000000	-37547.077	-8256.570	-29290.507	-8246.058
101000000	-37477.480	-8268.065	-29209.415	-8257.479
102000000	-37561.364	-8266.853	-29294.510	-8256.318
103000000	-37486.303	-8232.708	-29253.595	-8222.289
104000000	-37538.742	-8299.548	-29239.194	-8288.930
105000000	-37663.611	-8476.495	-29187.117	-8465.827
106000000	-37696.856	-8448.733	-29248.123	-8438.088
107000000	-37749.500	-8500.360	-29249.140	-8489.526
108000000	-37703.180	-8381.953	-29321.227	-8371.516
109000000	-37565.025	-8337.233	-29227.792	-8326.440
110000000	-37654.521	-8386.713	-29267.809	-8375.967
111000000	-37475.829	-8251.551	-29224.278	-8240.744
112000000	-37667.617	-8352.928	-29314.689	-8342.227
113000000	-37719.150	-8455.907	-29263.243	-8445.444
114000000	-37595.481	-8395.935	-29199.545	-8385.406
115000000	-37581.350	-8404.471	-29176.879	-8393.755
116000000	-37595.503	-8379.039	-29216.464	-8368.226
117000000	-37639.653	-8371.401	-29268.252	-8360.991
118000000	-37687.887	-8446.588	-29241.300	-8435.963
119000000	-37522.658	-8352.416	-29170.242	-8341.708
120000000	-37551.725	-8387.477	-29164.248	-8376.826
121000000	-37472.087	-8267.820	-29204.267	-8257.371
122000000	-37758.571	-8487.132	-29271.439	-8476.622
123000000	-37591.035	-8326.015	-29265.019	-8315.409
124000000	-37649.132	-8422.684	-29226.448	-8411.924
125000000	-37632.278	-8430.968	-29201.310	-8420.099
126000000	-37706.725	-8369.803	-29336.922	-8359.369
127000000	-37693.097	-8434.767	-29258.329	-8424.270
128000000	-37696.512	-8346.626	-29349.886	-8336.126
129000000	-37581.618	-8325.358	-29256.261	-8314.771
130000000	-37580.162	-8378.661	-29201.501	-8367.885
131000000	-37654.943	-8372.180	-29282.763	-8361.622
132000000	-37631.701	-8464.098	-29167.603	-8453.697
133000000	-37618.563	-8346.749	-29271.814	-8336.324
134000000	-37643.224	-8392.634	-29250.590	-8382.123
135000000	-37608.900	-8332.958	-29275.941	-8322.348
136000000	-37615.545	-8366.733	-29248.811	-8356.240
137000000	-37714.280	-8434.883	-29279.396	-8424.650
138000000	-37771.184	-8521.335	-29249.849	-8510.391
139000000	-37690.699	-8428.644	-29262.055	-8418.217
140000000	-37564.404	-8346.224	-29218.180	-8335.673
141000000	-37646.777	-8404.806	-29241.971	-8394.240
142000000	-37654.371	-8381.170	-29273.201	-8370.650
143000000	-37715.298	-8453.336	-29261.962	-8442.839
144000000	-37465.223	-8230.929	-29234.294	-8220.615
145000000	-37602.506	-8397.516	-29204.990	-8387.024
146000000	-37682.926	-8459.763	-29223.163	-8449.105
147000000	-37710.731	-8495.950	-29214.781	-8485.250
148000000	-37636.916	-8395.438	-29241.478	-8384.838
149000000	-37540.967	-8297.156	-29243.812	-8286.584
150000000	-37708.028	-8432.414	-29275.613	-8422.123
151000000	-37536.253	-8336.903	-29199.350	-8326.176
152000000	-37606.332	-8476.295	-29130.037	-8465.270
153000000	-37609.169	-8417.010	-29192.158	-8406.269
154000000	-37574.758	-8435.895	-29138.863	-8425.054
155000000	-37503.119	-8296.476	-29206.642	-8285.748
156000000	-37583.586	-8290.102	-29293.484	-8279.377
157000000	-37573.775	-8327.015	-29246.759	-8316.119
158000000	-37640.905	-8435.814	-29205.091	-8425.401
159000000	-37678.582	-8432.179	-29246.402	-8421.344
160000000	-37599.664	-8283.165	-29316.499	-8272.345
161000000	-37520.793	-8286.675	-29234.118	-8276.040
162000000	-37536.363	-8336.161	-29200.202	-8325.675
163000000	-37625.290	-8368.087	-29257.203	-8357.072
164000000	-37592.736	-8326.200	-29266.536	-8315.422
165000000	-37697.914	-8447.181	-29250.733	-8436.547
166000000	-37624.690	-8382.546	-29242.144	-8371.823
167000000	-37586.166	-8383.616	-29202.550	-8372.759
168000000	-37628.112	-8376.479	-29251.633	-8366.102
169000000	-37430.346	-8216.989	-29213.358	-8206.357
170000000	-37626.632	-8353.851	-29272.781	-8343.378
171000000	-37519.538	-8278.012	-29241.526	-8267.524
172000000	-37532.030	-8282.738	-29249.291	-8272.220
173000000	-37613.395	-8355.357	-29258.038	-8344.937
174000000	-37693.191	-8394.745	-29298.446	-8383.997
175000000	-37553.889	-8290.062	-29263.826	-8279.576
176000000	-37499.465	-8281.142	-29218.323	-8270.871
177000000	-37592.444	-8333.655	-29258.789	-8322.911
178000000	-37685.957	-8376.485	-29309.472	-8365.939
179000000	-37585.049	-8278.871	-29306.178	-8267.964
180000000	-37643.762	-8323.870	-29319.892	-8313.491
181000000	-37585.189	-8325.445	-29259.744	-8314.776
182000000	-37689.141	-8461.445	-29227.695	-8450.957
183000000	-37660.465	-8385.231	-29275.233	-8374.772
184000000	-37667.345	-8430.825	-29236.520	-8420.105
185000000	-37491.449	-8179.571	-29311.878	-8168.892
186000000	-37699.563	-8456.500	-29243.064	-8445.896
187000000	-37682.574	-8441.372	-29241.202	-8431.026
188000000	-37654.151	-8395.504	-29258.647	-8384.797
189000000	-37669.900	-8403.531	-29266.369	-8393.019
190000000	-37527.054	-8308.834	-29218.220	-8298.392
191000000	-37604.114	-8340.334	-29263.780	-8329.704
192000000	-37582.189	-8338.585	-29243.604	-8327.895
193000000	-37605.926	-8385.979	-29219.947	-8375.293
194000000	-37675.736	-8486.524	-29189.212	-8475.612
195000000	-37830.823	-8547.540	-29283.283	-8536.793
196000000	-37590.797	-8346.543	-29244.254	-8336.044
197000000	-37587.061	-8356.625	-29230.436	-8345.946
198000000	-37671.013	-8425.580	-29245.434	-8415.016
199000000	-37603.902	-8390.308	-29213.595	-8379.404
200000000	-37588.662	-8317.769	-29270.893	-8307.057
201000000	-37697.693	-8514.400	-29183.293	-8503.625
202000000	-37664.687	-8348.915	-29315.771	-8338.494
203000000	-37589.487	-8281.687	-29307.800	-8271.376
204000000	-37698.046	-8329.998	-29368.047	-8319.255
205000000	-37682.786	-8483.185	-29199.601	-8472.313
206000000	-37725.185	-8415.376	-29309.809	-8404.854
207000000	-37593.447	-8296.486	-29296.962	-8285.892
208000000	-37604.616	-8348.070	-29256.545	-8337.523
209000000	-37635.479	-8386.601	-29248.878	-8376.064
210000000	-37612.297	-8439.931	-29172.366	-8429.262
211000000	-37688.168	-8468.838	-29219.330	-8458.232
212000000	-37624.450	-8397.229	-29227.221	-8386.522
213000000	-37486.476	-8254.349	-29232.127	-8243.684
214000000	-37576.125	-8342.328	-29233.796	-8331.411
215000000	-37601.254	-8334.000	-29267.254	-8323.209
216000000	-37711.208	-8437.238	-29273.970	-8426.628
217000000	-37673.272	-8377.583	-29295.689	-8366.846
218000000	-37538.827	-8293.743	-29245.084	-8283.294
219000000	-37581.429	-8341.615	-29239.814	-8331.042
220000000	-37598.449	-8331.567	-29266.881	-8320.753
221000000	-37608.813	-8387.647	-29221.165	-8376.951
222000000	-37642.432	-8404.088	-29238.345	-8393.369
223000000	-37544.246	-8389.212	-29155.035	-8378.986
224000000	-37563.521	-8373.386	-29190.135	-8362.950
225000000	-37541.956	-8395.129	-29146.827	-8384.340
226000000	-37553.682	-8379.519	-29174.163	-8369.038
227000000	-37768.731	-8547.313	-29221.418	-8536.779
228000000	-37660.353	-8429.269	-29231.084	-8418.756
229000000	-37589.499	-8263.587	-29325.911	-8252.958
230000000	-37593.340	-8299.807	-29293.533	-8289.156
231000000	-37581.287	-8342.227	-29239.061	-8331.623
232000000	-37529.051	-8294.781	-29234.270	-8284.259
233000000	-37564.930	-8339.988	-29224.942	-8329.161
234000000	-37593.115	-8280.084	-29313.031	-8269.604
235000000	-37630.222	-8364.857	-29265.364	-8354.247
236000000	-37570.994	-8343.957	-29227.037	-8333.196
237000000	-37511.828	-8254.529	-29257.299	-8243.947
238000000	-37674.787	-8373.180	-29301.607	-8362.673
239000000	-37641.231	-8362.907	-29278.324	-8352.192
240000000	-37499.836	-8260.854	-29238.982	-8250.257
