state	posterior	prior	likelihood	coalescent
1000000	-37431.139	-8118.282	-29312.857	-8107.849
2000000	-37562.519	-8225.180	-29337.339	-8214.780
3000000	-37428.134	-8122.198	-29305.936	-8111.559
4000000	-37435.080	-8142.032	-29293.048	-8131.401
5000000	-37585.607	-8248.248	-29337.359	-8237.652
6000000	-37514.815	-8264.121	-29250.694	-8253.543
7000000	-37611.160	-8311.461	-29299.699	-8300.779
8000000	-37506.661	-8167.379	-29339.282	-8156.912
9000000	-37530.020	-8207.551	-29322.468	-8196.863
10000000	-37567.416	-8297.872	-29269.544	-8287.446
11000000	-37469.442	-8206.891	-29262.552	-8196.104
12000000	-37506.581	-8233.096	-29273.485	-8222.692
13000000	-37492.220	-8168.330	-29323.891	-8157.941
14000000	-37575.553	-8279.927	-29295.626	-8269.173
15000000	-37497.688	-8185.793	-29311.895	-8175.278
16000000	-37635.046	-8342.785	-29292.261	-8332.303
17000000	-37676.879	-8350.874	-29326.005	-8340.294
18000000	-37651.866	-8307.562	-29344.303	-8297.159
19000000	-37509.414	-8134.058	-29375.356	-8123.681
20000000	-37476.480	-8181.802	-29294.678	-8171.032
21000000	-37466.988	-8209.056	-29257.931	-8198.662
22000000	-37484.283	-8183.584	-29300.699	-8172.921
23000000	-37491.617	-8191.077	-29300.540	-8180.877
24000000	-37536.903	-8217.238	-29319.665	-8206.380
25000000	-37562.034	-8236.388	-29325.646	-8225.738
26000000	-37577.476	-8201.780	-29375.696	-8191.210
27000000	-37525.828	-8193.591	-29332.237	-8183.031
28000000	-37493.097	-8203.277	-29289.820	-8193.121
29000000	-37479.640	-8214.810	-29264.831	-8204.248
30000000	-37626.727	-8305.050	-29321.677	-8294.432
31000000	-37636.472	-8348.770	-29287.702	-8337.991
32000000	-37544.340	-8313.408	-29230.932	-8302.848
33000000	-37573.149	-8258.172	-29314.976	-8247.795
34000000	-37490.976	-8259.120	-29231.856	-8248.378
35000000	-37632.141	-8277.301	-29354.839	-8266.851
36000000	-37429.668	-8115.896	-29313.771	-8105.269
37000000	-37459.048	-8209.075	-29249.973	-8198.342
38000000	-37493.517	-8176.376	-29317.142	-8165.635
39000000	-37582.819	-8247.556	-29335.263	-8236.910
40000000	-37783.025	-8422.235	-29360.790	-8411.731
41000000	-37532.748	-8255.686	-29277.062	-8245.297
42000000	-37564.234	-8216.143	-29348.091	-8205.530
43000000	-37540.488	-8206.736	-29333.752	-8196.304
44000000	-37549.636	-8289.990	-29259.647	-8279.428
45000000	-37612.113	-8383.679	-29228.434	-8373.115
46000000	-37693.981	-8383.206	-29310.775	-8372.503
47000000	-37629.774	-8375.579	-29254.196	-8364.941
48000000	-37563.359	-8257.768	-29305.591	-8247.207
49000000	-37576.228	-8254.771	-29321.457	-8244.166
50000000	-37440.349	-8148.964	-29291.386	-8138.665
51000000	-37502.132	-8254.215	-29247.917	-8243.843
52000000	-37582.433	-8310.917	-29271.516	-8300.070
53000000	-37666.783	-8333.821	-29332.962	-8323.088
54000000	-37537.883	-8218.654	-29319.229	-8208.112
55000000	-37546.846	-8224.548	-29322.298	-8214.287
56000000	-37492.603	-8131.510	-29361.093	-8121.139
57000000	-37617.913	-8307.969	-29309.944	-8297.554
58000000	-37605.692	-8248.447	-29357.245	-8238.150
59000000	-37564.025	-8300.674	-29263.351	-8289.901
60000000	-37580.287	-8321.261	-29259.026	-8310.954
61000000	-37480.431	-8237.486	-29242.944	-8226.908
62000000	-37511.554	-8248.883	-29262.671	-8238.561
63000000	-37493.735	-8186.068	-29307.667	-8175.569
64000000	-37566.983	-8327.771	-29239.212	-8317.220
65000000	-37535.382	-8231.163	-29304.220	-8220.864
66000000	-37509.329	-8216.215	-29293.114	-8205.538
67000000	-37539.212	-8229.040	-29310.172	-8218.345
68000000	-37453.439	-8143.558	-29309.881	-8133.173
69000000	-37551.382	-8269.545	-29281.837	-8259.419
70000000	-37545.231	-8280.191	-29265.039	-8269.953
71000000	-37527.642	-8240.807	-29286.835	-8230.362
72000000	-37577.605	-8339.546	-29238.060	-8329.051
73000000	-37565.097	-8283.539	-29281.558	-8272.779
74000000	-37568.066	-8285.096	-29282.970	-8274.412
75000000	-37590.722	-8268.243	-29322.479	-8257.515
76000000	-37445.467	-8196.616	-29248.851	-8185.978
77000000	-37571.052	-8256.410	-29314.641	-8246.070
78000000	-37486.099	-8240.916	-29245.183	-8230.578
79000000	-37656.566	-8382.539	-29274.027	-8372.116
80000000	-37547.032	-8245.776	-29301.256	-8235.351
81000000	-37637.956	-8268.859	-29369.097	-8258.220
82000000	-37614.052	-8330.030	-29284.022	-8319.297
83000000	-37495.933	-8140.897	-29355.036	-8130.159
84000000	-37540.109	-8242.440	-29297.669	-8231.983
85000000	-37587.941	-8302.709	-29285.232	-8292.022
86000000	-37611.968	-8349.413	-29262.554	-8339.269
87000000	-37459.152	-8272.380	-29186.773	-8261.632
88000000	-37583.625	-8308.820	-29274.805	-8298.248
89000000	-37611.314	-8253.692	-29357.622	-8242.976
90000000	-37663.995	-8411.357	-29252.638	-8400.950
91000000	-37630.328	-8353.160	-29277.168	-8342.463
92000000	-37471.592	-8175.527	-29296.065	-8164.599
93000000	-37536.883	-8281.167	-29255.716	-8270.669
94000000	-37614.447	-8329.491	-29284.956	-8318.803
95000000	-37597.048	-8360.348	-29236.699	-8349.692
96000000	-37707.048	-8438.650	-29268.398	-8428.187
97000000	-37656.661	-8313.335	-29343.326	-8302.631
98000000	-37668.628	-8309.329	-29359.298	-8298.608
99000000	-37514.205	-8155.989	-29358.216	-8145.494
100000000	-37645.386	-8308.562	-29336.824	-8298.010
101000000	-37558.544	-8275.528	-29283.017	-8265.093
102000000	-37630.485	-8365.276	-29265.209	-8354.736
103000000	-37643.682	-8273.890	-29369.792	-8263.296
104000000	-37615.617	-8291.488	-29324.129	-8280.721
105000000	-37548.168	-8178.705	-29369.463	-8168.275
106000000	-37648.746	-8377.136	-29271.610	-8366.815
107000000	-37590.346	-8310.714	-29279.632	-8300.104
108000000	-37368.922	-8060.560	-29308.362	-8050.119
109000000	-37718.463	-8354.101	-29364.362	-8343.378
110000000	-37553.175	-8197.312	-29355.863	-8187.009
111000000	-37554.069	-8237.555	-29316.514	-8227.009
112000000	-37448.102	-8143.111	-29304.991	-8132.708
113000000	-37453.982	-8073.292	-29380.689	-8062.732
114000000	-37474.451	-8139.845	-29334.606	-8129.035
115000000	-37548.571	-8295.726	-29252.845	-8285.419
116000000	-37488.036	-8144.344	-29343.692	-8133.996
117000000	-37418.777	-8118.479	-29300.298	-8108.121
118000000	-37545.935	-8168.760	-29377.175	-8158.373
119000000	-37512.639	-8179.590	-29333.048	-8169.090
120000000	-37572.863	-8235.679	-29337.184	-8225.092
121000000	-37533.058	-8268.700	-29264.358	-8258.147
122000000	-37556.929	-8185.074	-29371.855	-8174.369
123000000	-37449.402	-8160.326	-29289.075	-8149.953
124000000	-37663.695	-8294.016	-29369.679	-8283.346
125000000	-37400.520	-8056.162	-29344.358	-8045.382
126000000	-37476.162	-8195.494	-29280.668	-8184.899
127000000	-37433.022	-8103.731	-29329.290	-8093.386
128000000	-37591.036	-8234.997	-29356.039	-8224.628
129000000	-37495.803	-8191.901	-29303.902	-8181.559
130000000	-37459.060	-8117.109	-29341.951	-8106.567
131000000	-37551.034	-8232.744	-29318.290	-8222.317
132000000	-37599.269	-8325.470	-29273.799	-8314.878
133000000	-37687.135	-8365.758	-29321.377	-8355.202
134000000	-37536.787	-8269.484	-29267.303	-8258.979
135000000	-37660.217	-8362.479	-29297.738	-8351.941
136000000	-37550.693	-8250.109	-29300.584	-8239.361
137000000	-37409.757	-8189.311	-29220.446	-8178.799
138000000	-37486.086	-8172.937	-29313.148	-8161.991
139000000	-37501.702	-8226.266	-29275.436	-8215.645
140000000	-37517.968	-8289.228	-29228.740	-8278.767
141000000	-37545.524	-8248.421	-29297.102	-8237.774
142000000	-37515.300	-8129.890	-29385.410	-8119.622
143000000	-37604.250	-8300.947	-29303.303	-8290.389
144000000	-37487.982	-8260.568	-29227.414	-8250.320
145000000	-37646.200	-8412.953	-29233.247	-8402.077
146000000	-37577.545	-8233.236	-29344.309	-8222.512
147000000	-37554.618	-8266.558	-29288.060	-8255.986
148000000	-37650.935	-8435.701	-29215.234	-8425.133
149000000	-37621.488	-8405.355	-29216.133	-8394.607
150000000	-37611.114	-8340.075	-29271.039	-8329.542
151000000	-37556.913	-8242.687	-29314.227	-8231.939
152000000	-37523.234	-8302.176	-29221.058	-8291.854
153000000	-37567.255	-8302.050	-29265.205	-8291.393
154000000	-37629.562	-8362.117	-29267.445	-8351.496
155000000	-37653.997	-8330.735	-29323.262	-8320.272
156000000	-37628.245	-8360.575	-29267.670	-8349.957
157000000	-37730.975	-8433.200	-29297.775	-8422.410
158000000	-37632.831	-8272.423	-29360.408	-8261.966
159000000	-37580.317	-8352.449	-29227.869	-8341.870
160000000	-37710.859	-8462.743	-29248.116	-8452.419
161000000	-37557.349	-8357.082	-29200.268	-8346.346
162000000	-37616.882	-8362.727	-29254.155	-8352.301
163000000	-37626.469	-8367.103	-29259.366	-8356.603
164000000	-37625.637	-8395.318	-29230.318	-8384.687
165000000	-37608.047	-8336.362	-29271.685	-8325.621
166000000	-37656.389	-8353.904	-29302.485	-8343.307
167000000	-37614.999	-8309.871	-29305.128	-8299.308
168000000	-37552.466	-8242.716	-29309.750	-8232.079
169000000	-37580.396	-8266.506	-29313.891	-8256.005
170000000	-37420.598	-8115.004	-29305.594	-8104.755
171000000	-37616.868	-8323.388	-29293.480	-8312.891
172000000	-37622.137	-8346.988	-29275.150	-8336.539
173000000	-37586.434	-8324.496	-29261.938	-8313.861
174000000	-37460.758	-8140.523	-29320.235	-8130.154
175000000	-37598.326	-8383.515	-29214.810	-8373.100
176000000	-37496.762	-8164.803	-29331.959	-8154.007
177000000	-37606.867	-8290.770	-29316.096	-8279.988
178000000	-37512.163	-8187.826	-29324.336	-8177.332
179000000	-37561.290	-8198.241	-29363.049	-8187.815
180000000	-37672.697	-8448.655	-29224.041	-8438.133
181000000	-37544.207	-8305.163	-29239.045	-8294.407
182000000	-37515.302	-8168.893	-29346.409	-8158.227
183000000	-37509.531	-8206.864	-29302.667	-8196.476
184000000	-37660.911	-8331.764	-29329.147	-8321.298
185000000	-37570.242	-8297.115	-29273.127	-8286.581
186000000	-37584.102	-8304.945	-29279.158	-8294.652
187000000	-37565.279	-8342.600	-29222.679	-8332.084
188000000	-37619.412	-8322.204	-29297.208	-8311.510
189000000	-37466.670	-8190.890	-29275.780	-8180.375
190000000	-37564.661	-8255.257	-29309.404	-8244.505
191000000	-37388.094	-8184.824	-29203.271	-8174.352
192000000	-37668.753	-8409.801	-29258.952	-8399.401
193000000	-37537.630	-8297.043	-29240.588	-8286.308
194000000	-37533.228	-8266.084	-29267.145	-8255.389
195000000	-37671.627	-8358.359	-29313.267	-8347.841
196000000	-37636.796	-8407.631	-29229.165	-8397.194
197000000	-37584.301	-8269.267	-29315.034	-8258.723
198000000	-37655.352	-8388.441	-29266.911	-8377.526
199000000	-37508.154	-8239.142	-29269.012	-8228.581
200000000	-37639.026	-8351.265	-29287.762	-8340.443
201000000	-37520.961	-8214.881	-29306.080	-8204.271
202000000	-37643.245	-8344.789	-29298.455	-8334.195
203000000	-37557.606	-8300.848	-29256.759	-8290.302
204000000	-37560.204	-8339.355	-29220.849	-8328.536
205000000	-37537.151	-8223.353	-29313.799	-8212.970
206000000	-37613.684	-8293.633	-29320.051	-8282.950
207000000	-37466.604	-8210.608	-29255.997	-8200.180
208000000	-37666.411	-8366.531	-29299.880	-8356.126
209000000	-37674.842	-8357.996	-29316.846	-8347.163
210000000	-37644.558	-8404.752	-29239.806	-8393.987
211000000	-37666.307	-8408.208	-29258.100	-8397.732
212000000	-37639.755	-8360.247	-29279.508	-8349.769
213000000	-37486.258	-8206.418	-29279.840	-8195.645
214000000	-37711.561	-8441.377	-29270.183	-8430.783
215000000	-37627.194	-8411.515	-29215.678	-8400.699
216000000	-37645.102	-8401.059	-29244.043	-8390.382
217000000	-37645.654	-8430.734	-29214.920	-8420.282
218000000	-37542.870	-8309.740	-29233.130	-8298.857
219000000	-37533.849	-8302.251	-29231.598	-8291.280
220000000	-37622.246	-8375.460	-29246.786	-8364.864
221000000	-37756.917	-8506.466	-29250.452	-8495.805
222000000	-37636.316	-8436.437	-29199.880	-8426.199
223000000	-37474.384	-8276.962	-29197.422	-8266.193
224000000	-37568.378	-8334.267	-29234.111	-8323.580
225000000	-37647.289	-8359.176	-29288.113	-8348.659
226000000	-37550.027	-8337.275	-29212.752	-8326.687
227000000	-37645.225	-8492.664	-29152.561	-8482.091
228000000	-37528.049	-8287.229	-29240.820	-8276.749
229000000	-37694.408	-8417.813	-29276.594	-8407.084
230000000	-37574.074	-8296.303	-29277.771	-8285.823
231000000	-37724.131	-8480.450	-29243.681	-8469.809
232000000	-37809.315	-8480.387	-29328.928	-8469.833
233000000	-37706.973	-8462.024	-29244.949	-8451.567
234000000	-37671.037	-8412.375	-29258.662	-8401.703
235000000	-37501.646	-8266.764	-29234.882	-8256.013
236000000	-37626.149	-8389.843	-29236.306	-8379.278
237000000	-37610.363	-8360.070	-29250.294	-8349.694
238000000	-37597.148	-8388.218	-29208.930	-8377.715
239000000	-37381.349	-8126.330	-29255.018	-8115.816
240000000	-37704.649	-8517.414	-29187.235	-8506.867
241000000	-37618.058	-8386.244	-29231.814	-8375.307
242000000	-37660.755	-8412.593	-29248.161	-8402.360
243000000	-37527.586	-8373.077	-29154.509	-8362.714
244000000	-37593.657	-8375.205	-29218.452	-8364.607
245000000	-37563.184	-8336.261	-29226.923	-8325.564
246000000	-37472.652	-8213.702	-29258.949	-8203.157
