Rhat_long	W_long	V_long	Rhat_short	W_short	V_short	Rhat_trunc	W_trunc	V_trunc
1.05090659074576	34371.3333865733	37959.8608475412	1.04198479327447	34925.8877478739	37920.1647628763	1.05026339609738	34642.8713586793	38212.9301503275
