Rhat_long	W_long	V_long	Rhat_short	W_short	V_short	Rhat_trunc	W_trunc	V_trunc
1.11138068603225	36786.9418630579	45438.0176974924	1.15838988670561	37002.777395898	49652.8106922692	1.14307891001482	36897.9583267634	48211.9569475474
