frechetCorrelationESS_RF	minPseudoESS_RF	medianPseudoESS_RF	approximateESS_RF	cmds10DMaxMcmcseMultiESS_RF	cmds2DMcmcseMultiESS_RF	cmdsD1McmcseESS_RF	cmdsD2McmcseESS_RF	cmdsD1CodaESS_RF	cmdsD2CodaESS_RF	cmdsD1TracerLag2000ESS_RF	cmdsD2TracerLag2000ESS_RF	cmdsD1RstanESS_RF	cmdsD2RstanESS_RF
rep1	6402.89687914201	3940.05346846621	6430.27843662783	7999.99999999733	6646.61258090064	5196.09002920089	6646.61258090064	3200.33485567345	6469.69837072757	3645.52939831004	6643.18381338699	3634.78450948367	6758.93055904811	3490.1553505181
rep2	6250.88621780771	3595.91815633875	6194.11916869032	7999.99999999733	6427.82259126636	4810.65501519687	6427.82259126635	3621.41521447339	6608.16045217155	3804.67331625868	6591.02136121922	3431.43480626726	7008.32142803733	3293.79380272441
rep3	4598.04074232562	2295.7073453	4802.30185970879	7999.99999999733	5926.32113324657	4715.97974245568	5926.32113324657	3722.28236972167	6301.11910414317	3898.16157065804	6365.19470008441	3579.22559241946	6519.92196930803	3504.67903143811
rep4	6571.78437924015	3613.37384596458	6413.05823128635	7999.99999999733	6291.11249956079	4971.15441276191	6291.11249956079	4026.78529606718	6171.08510207184	4107.19123852706	6241.7296286181	4096.43054037125	6498.8585682312	3844.69959883634
rep5	5835.24122980592	2511.62030530068	5499.8075048909	7999.99999999733	6128.6668099624	3938.7173951262	6128.6668099624	3128.92974886945	6421.49868750419	2383.73015224596	6248.05663002136	2164.52904602332	6409.09359921481	2055.12766378121
rep6	1662.29326558138	851.294964424977	1743.66050654242	2000.00000000022	1574.03920129905	1574.03920129905	1568.3700278989	1578.36251401116	1553.81462623278	1361.69463536305	1607.32383927535	1235.87781306273	1650.59573947746	1216.32268715658
rep7	263.808257534285	41.3672700822134	138.77650752439	2000.00000000022	1734.34602142596	1092.50377679799	1734.34602142596	780.479301767262	1633.7055902025	777.671273213243	1315.73467180372	650.174116774807	1430.10963761032	626.181673566405
rep8	203.244794643005	31.3029961793326	89.5074975685002	1718.80724381599	1691.90447828794	1538.05152220533	1691.90447828794	1186.50374828803	1569.21818905541	894.872872891101	1629.62251308124	1068.85603349896	1714.82966840233	1040.28492772124
rep9	1208.24661609548	332.747769567715	1205.79384122853	1999.99999999978	1691.55904340399	1271.90180519474	1691.55904340399	1189.2157306022	1621.19866032235	714.54482549613	1637.36360985115	713.473365346691	1716.93398125278	688.514319699303
rep10	1046.65322887103	394.508041877971	1237.07490360169	2000.00000000022	1846.38017952868	1264.77222045685	1846.38017952868	865.700026861708	1770.89688883049	995.141744772603	1814.2076822583	725.523255605127	1860.16082735679	633.914046491783
rep1trunc	1610.80082180227	703.311927826504	1665.42011329795	2000.00000000022	1695.69601372795	1394.12348214217	1695.69601372795	1024.5843466168	1614.8486609715	1172.70349595433	1705.35096922123	943.925664033387	1656.62440791541	1018.01034519518
rep2trunc	1685.13902899902	1075.59931563925	1731.70548663733	2000.00000000022	1638.56186255089	1185.79714666818	1638.56186255089	1129.02184853123	1571.30353726148	895.263099800369	1550.78884067935	925.37263457984	1641.46388042776	915.014996088135
rep3trunc	1240.33012633549	410.644298291974	1424.99181293897	1999.99999999978	1750.91322185677	1139.50955877679	1750.91322185677	982.677062789562	1515.60766941294	1102.81179635365	1508.17342204135	935.509242052804	1436.54837121943	918.687157226919
rep4trunc	1628.65008305976	704.773882038862	1686.99249858554	2000.00000000022	1623.44615218035	1051.18137552721	1623.44615218035	913.283053351601	1568.23213655272	727.14714580677	1245.13216468944	797.356335618927	1505.7188834395	775.100110948551
rep5trunc	1446.27170569276	653.56032939917	1535.11218072397	2000.00000000022	1623.50284808037	1025.49115019956	1623.50284808037	832.392707334669	1508.02684847658	658.574355452432	1551.9245743732	557.966457984772	1659.32436526834	479.902180484839
