Rhat_long	W_long	V_long	Rhat_short	W_short	V_short	Rhat_trunc	W_trunc	V_trunc
1.00429458398336	31548.8768113014	31820.4372835771	1.01406008789334	32075.594522061	32983.9067767577	1.01045070777948	31810.3632106053	32478.7190729136
