posterior	prior	likelihood	skygrid
coda_point_long	1.00014640823339	1.00032357926474	1.0012238593098	1.00032268476908
coda_upper_long	1.00045341029789	1.00096562890486	1.00333151494632	1.00096237937034
coda_point_short	1.00128873896347	1.00418493593034	1.01756419614224	1.00418360570217
coda_upper_short	1.00281366901015	1.010865953271	1.04803782190776	1.01085508673656
coda_point_trunc	1.00060651075798	1.00172345816981	1.00743339447524	1.00171537181668
coda_upper_trunc	1.00130672775569	1.00368280170328	1.01583605724743	1.00366473381063
rstan_long	1.00028147665357	1.00069954026603	1.00155390989005	1.00069868832871
rstan_short	1.00165121538397	1.00382825465084	1.01752903181778	1.00382189439908
rstan_trunc	1.0031187926866	1.00436869105831	1.00958460434987	1.00434835297792
