Rhat_long	W_long	V_long	Rhat_short	W_short	V_short	Rhat_trunc	W_trunc	V_trunc
1.00023077229732	2752004.25650014	2753274.57574948	1.00106217388385	2748194.03629215	2754035.25670759	1.00091960226774	2747049.26096828	2752103.96952082
