kappa	alpha	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	skygrid.precision	rootHeight	treeLength
coda_point_long	1.0002597444816	0.999998338798857	0.999973234748802	1.00010212423917	0.999963042227801	1.00004941294731	1.00022129438385	1.00008285456903	1.0003356275383	1.00023882294602
coda_upper_long	1.00074688008894	1.0000963477455	1.00000968639755	1.00034260633464	0.999996017206646	1.00020705381444	1.00068380762123	1.00027445158153	1.00096206894328	1.00068605849314
coda_point_short	1.00176871074191	1.00033631946725	0.999989755830672	1.00068345890439	1.0000792935378	0.999951149177739	1.00071473023065	1.00013962456367	0.9999966249788	1.00179338147918
coda_upper_short	1.00486418624598	1.00125268267695	1.00038087851562	1.00225567782665	1.00053549468296	1.00010111022176	1.00218299864613	1.00060932174792	1.00016933459018	1.0041843283636
coda_point_trunc	1.00079644534133	1.00010122379257	0.999907448204168	1.00029514274496	0.99995681402975	0.999978138993275	1.00037295589385	1.00084782494588	1.00027960561826	1.00094925656826
coda_upper_trunc	1.00183410790136	1.0004367544565	1.0000664702765	1.00086573485765	1.00016576104255	1.00016784009434	1.00098298412415	1.00197242036237	1.00076098988073	1.0019884705344
rstan_long	1.00011029520195	1.00004452563843	0.999948696351965	1.00003780195535	0.999966329595284	1.00005340782234	1.00045250816774	1.00018309454013	1.00014698544792	1.00059257202818
rstan_short	1.00091017253328	0.999974563974203	1.00011673304602	1.00075605921861	0.999929664141138	1.00012083751182	1.00194844528684	1.0004096504315	0.999899341008238	1.00243411401822
rstan_trunc	1.00054062758001	0.999935154655733	0.999942263359269	1.00042418734549	1.00006343993716	1.00016200720479	1.00136126117949	1.00153211817425	1.00014029935481	1.00196362621503
